District,School,DESE ID,Category,Item ID,NonLikert Title,NL_Value,LikertScore,Benchmark,Data Type,Academic Year
Revere,Paul Revere Elementary School,02480050,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,Somerville High School,02740505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,Next Wave/Full Circle,02740510,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,Next Wave/Full Circle,02740510,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,Benjamin G. Brown School,02740015,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,East Somerville Community School,02740111,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,Arthur D. Healey School,02740075,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,John F. Kennedy Elementary School,02740083,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Somerville,West Somerville Neighborhood School,02740115,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Winchester,Winchester High School,03440505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Winchester,Ambrose Elementary School,03440045,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Winchester,Lincoln Elementary School,02480025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Winchester,Lynch Elementary School,03440020,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Winchester,Muraco Elementary School,03440040,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Winchester,Vinson-Owen Elementary School,03440025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,,2016-17
Revere,Rumney Marsh Academy,02480014,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,46,2.3,80,,2016-17
Somerville,Arthur D. Healey School,02740075,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,46.2,2.31,80,,2016-17
Somerville,East Somerville Community School,02740111,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,50,2.5,80,,2016-17
Revere,Garfield Middle School,02480057,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,51,2.55,80,,2016-17
Somerville,West Somerville Neighborhood School,02740115,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,51.5,2.575,80,,2016-17
Somerville,John F. Kennedy Elementary School,02740083,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,53.3,2.665,80,,2016-17
Somerville,Somerville High School,02740505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,55.8,2.79,80,,2016-17
Somerville,Next Wave/Full Circle,02740510,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,56.3,2.815,80,,2016-17
Somerville,Next Wave/Full Circle,02740510,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,56.3,2.815,80,,2016-17
Somerville,Benjamin G. Brown School,02740015,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,57.1,2.855,80,,2016-17
Somerville,Winter Hill Community Innovation School,02740120,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,58.3,2.915,80,,2016-17
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,60,3,80,,2016-17
Revere,Hill Elementary School,02480035,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,63,3.15,80,,2016-17
Revere,Paul Revere Elementary School,02480050,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,63,3.15,80,,2016-17
Revere,Susan B. Anthony Middle School,02480305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,64,3.2,80,,2016-17
Revere,Revere High School,02480505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,66,3.3,80,,2016-17
Revere,Beachmont Elementary School,02480013,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,67,3.35,80,,2016-17
Revere,Lincoln Elementary School,02480025,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,67,3.35,80,,2016-17
Attleboro,Attleboro High School,00160505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71,3.55,80,,2016-17
Attleboro,Hill-Roberts Elementary School,00160045,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71,3.55,80,,2016-17
Revere,Garfield Elementary School,02480056,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71,3.55,80,,2016-17
Winchester,Vinson-Owen Elementary School,03440025,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,78,3.9,80,,2016-17
Revere,Whelan Elementary School,02480003,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,80,4,80,,2016-17
Attleboro,Hyman Fine Elementary School,00160040,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,82,4.1,80,,2016-17
Attleboro,Cyril K. Brennan Middle School,00160315,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,83,4.15,80,,2016-17
Attleboro,Robert J. Coelho Middle School,00160305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,83,4.15,80,,2016-17
Revere,Seacoast High School,02480520,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,85,4.25,80,,2016-17
Attleboro,Wamsutta Middle School,00160320,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,86,4.3,80,,2016-17
Attleboro,Thomas Willett Elementary School,00160035,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,86,4.3,80,,2016-17
Attleboro,A. Irvin Studley Elementary School,00160001,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,88,4.4,80,,2016-17
Attleboro,Peter Thacher Elementary School,00160050,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,94,4.7,80,,2016-17
Revere,Seacoast High School,02480520,3-A-ii,a-sust-i4,Student to art teacher ratio,50,5.6,500,,2016-17
Revere,Susan B. Anthony Middle School,02480305,3-A-ii,a-sust-i4,Student to art teacher ratio,286,3.712,500,,2016-17
Revere,Rumney Marsh Academy,02480014,3-A-ii,a-sust-i4,Student to art teacher ratio,300,3.6,500,,2016-17
Winchester,Winchester High School,03440505,3-A-ii,a-sust-i4,Student to art teacher ratio,317,3.464,500,,2016-17
Revere,Lincoln Elementary School,02480025,3-A-ii,a-sust-i4,Student to art teacher ratio,346,3.232,500,,2016-17
Winchester,McCall Middle School,03440305,3-A-ii,a-sust-i4,Student to art teacher ratio,377.67,2.97864,500,,2016-17
Revere,Beachmont Elementary School,02480013,3-A-ii,a-sust-i4,Student to art teacher ratio,384,2.928,500,,2016-17
Attleboro,Peter Thacher Elementary School,00160050,3-A-ii,a-sust-i4,Student to art teacher ratio,387,2.904,500,,2016-17
Winchester,Muraco Elementary School,03440040,3-A-ii,a-sust-i4,Student to art teacher ratio,404,2.768,500,,2016-17
Winchester,Lincoln Elementary School,02480025,3-A-ii,a-sust-i4,Student to art teacher ratio,410,2.72,500,,2016-17
Somerville,John F. Kennedy Elementary School,02740083,3-A-ii,a-sust-i4,Student to art teacher ratio,416.08,2.67136,500,,2016-17
Somerville,West Somerville Neighborhood School,02740115,3-A-ii,a-sust-i4,Student to art teacher ratio,418.89,2.64888,500,,2016-17
Somerville,East Somerville Community School,02740111,3-A-ii,a-sust-i4,Student to art teacher ratio,421.51,2.62792,500,,2016-17
Winchester,Vinson-Owen Elementary School,03440025,3-A-ii,a-sust-i4,Student to art teacher ratio,422,2.624,500,,2016-17
Revere,Garfield Elementary School,02480056,3-A-ii,a-sust-i4,Student to art teacher ratio,424,2.608,500,,2016-17
Winchester,Ambrose Elementary School,03440045,3-A-ii,a-sust-i4,Student to art teacher ratio,440,2.48,500,,2016-17
Attleboro,A. Irvin Studley Elementary School,00160001,3-A-ii,a-sust-i4,Student to art teacher ratio,445,2.44,500,,2016-17
Somerville,Arthur D. Healey School,02740075,3-A-ii,a-sust-i4,Student to art teacher ratio,445.83,2.43336,500,,2016-17
Attleboro,Thomas Willett Elementary School,00160035,3-A-ii,a-sust-i4,Student to art teacher ratio,455,2.36,500,,2016-17
Attleboro,Hyman Fine Elementary School,00160040,3-A-ii,a-sust-i4,Student to art teacher ratio,461,2.312,500,,2016-17
Attleboro,Hill-Roberts Elementary School,00160045,3-A-ii,a-sust-i4,Student to art teacher ratio,469,2.248,500,,2016-17
Somerville,Winter Hill Community Innovation School,02740120,3-A-ii,a-sust-i4,Student to art teacher ratio,481.25,2.15,500,,2016-17
Revere,Paul Revere Elementary School,02480050,3-A-ii,a-sust-i4,Student to art teacher ratio,485,2.12,500,,2016-17
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,3-A-ii,a-sust-i4,Student to art teacher ratio,488.73,2.09016,500,,2016-17
Somerville,Benjamin G. Brown School,02740015,3-A-ii,a-sust-i4,Student to art teacher ratio,491.67,2.06664,500,,2016-17
Winchester,Lynch Elementary School,03440020,3-A-ii,a-sust-i4,Student to art teacher ratio,546,1.632,500,,2016-17
Revere,Garfield Middle School,02480057,3-A-ii,a-sust-i4,Student to art teacher ratio,550,1.6,500,,2016-17
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-ii,a-sust-i4,Student to art teacher ratio,558,1.536,500,,2016-17
Attleboro,Wamsutta Middle School,00160320,3-A-ii,a-sust-i4,Student to art teacher ratio,577,1.384,500,,2016-17
Attleboro,Robert J. Coelho Middle School,00160305,3-A-ii,a-sust-i4,Student to art teacher ratio,672,0.624,500,,2016-17
Revere,Hill Elementary School,02480035,3-A-ii,a-sust-i4,Student to art teacher ratio,700,0.4,500,,2016-17
Revere,Whelan Elementary School,02480003,3-A-ii,a-sust-i4,Student to art teacher ratio,762,-0.096,500,,2016-17
Attleboro,Attleboro High School,00160505,3-A-ii,a-sust-i4,Student to art teacher ratio,1639,-7.112,500,,2016-17
Winchester,Winchester High School,03440505,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),0.064,5.995508772,57,,2016-17
Revere,Revere High School,02480505,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),36.6,3.431578947,57,,2016-17
Attleboro,Attleboro High School,00160505,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),62.04,1.646315789,57,,2016-17
Revere,Seacoast High School,02480520,3-A-ii,a-sust-i1,Student to guidance counselor ratio,33,5.472,250,,2016-17
Winchester,Winchester High School,03440505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,140.89,3.74576,250,,2016-17
Winchester,McCall Middle School,03440305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,141.63,3.73392,250,,2016-17
Revere,Garfield Middle School,02480057,3-A-ii,a-sust-i1,Student to guidance counselor ratio,157,3.488,250,,2016-17
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i1,Student to guidance counselor ratio,160,3.44,250,,2016-17
Revere,Susan B. Anthony Middle School,02480305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,190,2.96,250,,2016-17
Attleboro,Attleboro High School,00160505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,192.82,2.91488,250,,2016-17
Attleboro,Robert J. Coelho Middle School,00160305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,197.65,2.8376,250,,2016-17
Revere,Rumney Marsh Academy,02480014,3-A-ii,a-sust-i1,Student to guidance counselor ratio,200,2.8,250,,2016-17
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i1,Student to guidance counselor ratio,203.33,2.74672,250,,2016-17
Somerville,Arthur D. Healey School,02740075,3-A-ii,a-sust-i1,Student to guidance counselor ratio,203.81,2.73904,250,,2016-17
Somerville,Benjamin G. Brown School,02740015,3-A-ii,a-sust-i1,Student to guidance counselor ratio,214.55,2.5672,250,,2016-17
Somerville,Somerville High School,02740505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,228.91,2.33744,250,,2016-17
Revere,Revere High School,02480505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,234,2.256,250,,2016-17
Attleboro,Wamsutta Middle School,00160320,3-A-ii,a-sust-i1,Student to guidance counselor ratio,274.76,1.60384,250,,2016-17
Attleboro,Hyman Fine Elementary School,00160040,3-A-ii,a-sust-i1,Student to guidance counselor ratio,307.33,1.08272,250,,2016-17
Attleboro,Peter Thacher Elementary School,00160050,3-A-ii,a-sust-i1,Student to guidance counselor ratio,322.5,0.84,250,,2016-17
Somerville,West Somerville Neighborhood School,02740115,3-A-ii,a-sust-i1,Student to guidance counselor ratio,342.73,0.51632,250,,2016-17
Somerville,East Somerville Community School,02740111,3-A-ii,a-sust-i1,Student to guidance counselor ratio,345.24,0.47616,250,,2016-17
Attleboro,Hill-Roberts Elementary School,00160045,3-A-ii,a-sust-i1,Student to guidance counselor ratio,360.77,0.22768,250,,2016-17
Revere,Beachmont Elementary School,02480013,3-A-ii,a-sust-i1,Student to guidance counselor ratio,384,-0.144,250,,2016-17
Somerville,Winter Hill Community Innovation School,02740120,3-A-ii,a-sust-i1,Student to guidance counselor ratio,420,-0.72,250,,2016-17
Attleboro,A. Irvin Studley Elementary School,00160001,3-A-ii,a-sust-i1,Student to guidance counselor ratio,423.81,-0.78096,250,,2016-17
Revere,Garfield Elementary School,02480056,3-A-ii,a-sust-i1,Student to guidance counselor ratio,424,-0.784,250,,2016-17
Somerville,John F. Kennedy Elementary School,02740083,3-A-ii,a-sust-i1,Student to guidance counselor ratio,428.18,-0.85088,250,,2016-17
Revere,Paul Revere Elementary School,02480050,3-A-ii,a-sust-i1,Student to guidance counselor ratio,485,-1.76,250,,2016-17
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,3-A-ii,a-sust-i1,Student to guidance counselor ratio,512.73,-2.20368,250,,2016-17
Revere,Lincoln Elementary School,02480025,3-A-ii,a-sust-i1,Student to guidance counselor ratio,692,-5.072,250,,2016-17
Revere,Hill Elementary School,02480035,3-A-ii,a-sust-i1,Student to guidance counselor ratio,700,-5.2,250,,2016-17
Revere,Whelan Elementary School,02480003,3-A-ii,a-sust-i1,Student to guidance counselor ratio,762,-6.192,250,,2016-17
Attleboro,Thomas Willett Elementary School,00160035,3-A-ii,a-sust-i1,Student to guidance counselor ratio,910,-8.56,250,,2016-17
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-ii,a-sust-i1,Student to guidance counselor ratio,1116,-11.856,250,,2016-17
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i3,Student to instructional support staff ratio,4.18,5.614746544,43.4,,2016-17
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i3,Student to instructional support staff ratio,19.3,4.221198157,43.4,,2016-17
Attleboro,Peter Thacher Elementary School,00160050,3-A-ii,a-sust-i3,Student to instructional support staff ratio,20.92,4.071889401,43.4,,2016-17
Revere,Whelan Elementary School,02480003,3-A-ii,a-sust-i3,Student to instructional support staff ratio,23,3.880184332,43.4,,2016-17
Revere,Paul Revere Elementary School,02480050,3-A-ii,a-sust-i3,Student to instructional support staff ratio,25,3.695852535,43.4,,2016-17
Revere,Seacoast High School,02480520,3-A-ii,a-sust-i3,Student to instructional support staff ratio,33,2.958525346,43.4,,2016-17
Revere,Beachmont Elementary School,02480013,3-A-ii,a-sust-i3,Student to instructional support staff ratio,38,2.497695853,43.4,,2016-17
Attleboro,A. Irvin Studley Elementary School,00160001,3-A-ii,a-sust-i3,Student to instructional support staff ratio,39.56,2.353917051,43.4,,2016-17
Revere,Garfield Elementary School,02480056,3-A-ii,a-sust-i3,Student to instructional support staff ratio,41,2.221198157,43.4,,2016-17
Somerville,Arthur D. Healey School,02740075,3-A-ii,a-sust-i3,Student to instructional support staff ratio,42.38,2.094009217,43.4,,2016-17
Somerville,John F. Kennedy Elementary School,02740083,3-A-ii,a-sust-i3,Student to instructional support staff ratio,49.58,1.430414747,43.4,,2016-17
Revere,Lincoln Elementary School,02480025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,53,1.115207373,43.4,,2016-17
Somerville,Winter Hill Community Innovation School,02740120,3-A-ii,a-sust-i3,Student to instructional support staff ratio,56.34,0.8073732719,43.4,,2016-17
Revere,Susan B. Anthony Middle School,02480305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,63,0.1935483871,43.4,,2016-17
Revere,Hill Elementary School,02480035,3-A-ii,a-sust-i3,Student to instructional support staff ratio,64,0.1013824885,43.4,,2016-17
Somerville,East Somerville Community School,02740111,3-A-ii,a-sust-i3,Student to instructional support staff ratio,65.32,-0.0202764977,43.4,,2016-17
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,3-A-ii,a-sust-i3,Student to instructional support staff ratio,69.63,-0.4175115207,43.4,,2016-17
Somerville,West Somerville Neighborhood School,02740115,3-A-ii,a-sust-i3,Student to instructional support staff ratio,71.13,-0.5557603687,43.4,,2016-17
Attleboro,Hyman Fine Elementary School,00160040,3-A-ii,a-sust-i3,Student to instructional support staff ratio,76.83,-1.081105991,43.4,,2016-17
Attleboro,Thomas Willett Elementary School,00160035,3-A-ii,a-sust-i3,Student to instructional support staff ratio,101.11,-3.318894009,43.4,,2016-17
Somerville,Benjamin G. Brown School,02740015,3-A-ii,a-sust-i3,Student to instructional support staff ratio,124.21,-5.447926267,43.4,,2016-17
Attleboro,Attleboro High School,00160505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,163.9,-9.105990783,43.4,,2016-17
Winchester,Lynch Elementary School,03440020,3-A-ii,a-sust-i3,Student to instructional support staff ratio,182,-10.77419355,43.4,,2016-17
Winchester,Muraco Elementary School,03440040,3-A-ii,a-sust-i3,Student to instructional support staff ratio,202,-12.61751152,43.4,,2016-17
Winchester,Lincoln Elementary School,02480025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,205,-12.89400922,43.4,,2016-17
Winchester,Vinson-Owen Elementary School,03440025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,211,-13.44700461,43.4,,2016-17
Winchester,Ambrose Elementary School,03440045,3-A-ii,a-sust-i3,Student to instructional support staff ratio,220,-14.2764977,43.4,,2016-17
Somerville,Somerville High School,02740505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,255.38,-17.53732719,43.4,,2016-17
Revere,Rumney Marsh Academy,02480014,3-A-ii,a-sust-i3,Student to instructional support staff ratio,300,-21.64976959,43.4,,2016-17
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-ii,a-sust-i3,Student to instructional support staff ratio,372,-28.28571429,43.4,,2016-17
Attleboro,Hill-Roberts Elementary School,00160045,3-A-ii,a-sust-i3,Student to instructional support staff ratio,469,-37.22580645,43.4,,2016-17
Attleboro,Wamsutta Middle School,00160320,3-A-ii,a-sust-i3,Student to instructional support staff ratio,1154,-100.359447,43.4,,2016-17
Attleboro,Robert J. Coelho Middle School,00160305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,1344,-117.8709677,43.4,,2016-17
Revere,Revere High School,02480505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,1870,-166.3502304,43.4,,2016-17
