District,School,DESE ID,Category,Item ID,NonLikert Title,NL_Value,LikertScore,Benchmark,Data Type,Academic Year
Attleboro,Peter Thacher Elementary School,160050,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,Wamsutta Middle School,160320,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,Thomas Willett Elementary School,160035,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Milford,Brookside Elementary School,1850065,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Milford,Memorial Elementary School,1850010,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Milford,Milford High School,1850505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Milford,Shining Star Early Childhood Center,1850075,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Milford,Stacy Middle School,1850305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Milford,Woodland Elementary School,1850090,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Beachmont Elementary School,2480013,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Garfield Elementary School,2480056,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Garfield Middle School,2480057,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Hill Elementary School,2480035,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Lincoln Elementary School,2480025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Paul Revere Elementary School,2480050,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Revere High School,2480505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,95.54,4.022736842,95,%,2018-19
Revere,Rumney Marsh Academy,2480014,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,SeaCoast High School,2480520,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Revere,Susan B. Anthony Middle School,2480305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,97.69,4.113263158,95,%,2018-19
Revere,Whelan Elementary School,2480003,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,Ambrose Elementary School,3440045,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,Lincoln Elementary School,2480025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,Lynch Elementary School,3440020,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,McCall Middle School,3440305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,Muraco Elementary School,3440040,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,Vinson-Owen Elementary School,3440025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Winchester,Winchester High School,3440505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,5,95,%,2018-19
Attleboro,Attleboro High School,160505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,249.4285714,4.1,250,,2018-19
Attleboro,Cyril K. Brennan Middle School,160315,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,Robert J. Coelho Middle School,160305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,Hyman Fine Elementary School,160040,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,Hill-Roberts Elementary School,160045,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,A. Irvin Studley Elementary School,160001,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,Peter Thacher Elementary School,160050,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,Wamsutta Middle School,160320,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Attleboro,Thomas Willett Elementary School,160035,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Milford,Brookside Elementary School,1850065,3-A-ii,a-sust-i1,Student to guidance counselor ratio,479,1.71,250,,2018-19
Milford,Memorial Elementary School,1850010,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Milford,Milford High School,1850505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,194.8333333,4.55,250,,2018-19
Milford,Shining Star Early Childhood Center,1850075,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Milford,Stacy Middle School,1850305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,353.6666667,2.96,250,,2018-19
Milford,Woodland Elementary School,1850090,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Revere,Beachmont Elementary School,2480013,3-A-ii,a-sust-i1,Student to guidance counselor ratio,342,3.08,250,,2018-19
Revere,Garfield Elementary School,2480056,3-A-ii,a-sust-i1,Student to guidance counselor ratio,376,2.74,250,,2018-19
Revere,Garfield Middle School,2480057,3-A-ii,a-sust-i1,Student to guidance counselor ratio,574,0.76,250,,2018-19
Revere,Hill Elementary School,2480035,3-A-ii,a-sust-i1,Student to guidance counselor ratio,724,0,250,,2018-19
Revere,Lincoln Elementary School,2480025,3-A-ii,a-sust-i1,Student to guidance counselor ratio,649,0,250,,2018-19
Revere,Paul Revere Elementary School,2480050,3-A-ii,a-sust-i1,Student to guidance counselor ratio,463,1.87,250,,2018-19
Revere,Revere High School,2480505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,225.7777778,4.24,250,,2018-19
Revere,Rumney Marsh Academy,2480014,3-A-ii,a-sust-i1,Student to guidance counselor ratio,310,3.4,250,,2018-19
Revere,SeaCoast High School,2480520,3-A-ii,a-sust-i1,Student to guidance counselor ratio,91,5,250,,2018-19
Revere,Susan B. Anthony Middle School,2480305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,307.5,3.42,250,,2018-19
Revere,Whelan Elementary School,2480003,3-A-ii,a-sust-i1,Student to guidance counselor ratio,780,0,250,,2018-19
Winchester,Ambrose Elementary School,3440045,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Winchester,Lincoln Elementary School,2480025,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Winchester,Lynch Elementary School,3440020,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Winchester,McCall Middle School,3440305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,220.8,4.29,250,,2018-19
Winchester,Muraco Elementary School,3440040,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Winchester,Vinson-Owen Elementary School,3440025,3-A-ii,a-sust-i1,Student to guidance counselor ratio,0,0,250,,2018-19
Winchester,Winchester High School,3440505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,271.8,3.78,250,,2018-19
Attleboro,Attleboro High School,160505,5-D-ii,a-phya-i1,Medical staff to student ratio,582,3.104,750,,2018-19
Attleboro,Cyril K. Brennan Middle School,160315,5-D-ii,a-phya-i1,Medical staff to student ratio,594,3.168,750,,2018-19
Attleboro,Robert J. Coelho Middle School,160305,5-D-ii,a-phya-i1,Medical staff to student ratio,651,3.472,750,,2018-19
Attleboro,Hyman Fine Elementary School,160040,5-D-ii,a-phya-i1,Medical staff to student ratio,461,2.458666667,750,,2018-19
Attleboro,Hill-Roberts Elementary School,160045,5-D-ii,a-phya-i1,Medical staff to student ratio,454,2.421333333,750,,2018-19
Attleboro,A. Irvin Studley Elementary School,160001,5-D-ii,a-phya-i1,Medical staff to student ratio,396,2.112,750,,2018-19
Attleboro,Peter Thacher Elementary School,160050,5-D-ii,a-phya-i1,Medical staff to student ratio,141.6666667,0.755555556,750,,2018-19
Attleboro,Wamsutta Middle School,160320,5-D-ii,a-phya-i1,Medical staff to student ratio,578,3.082666667,750,,2018-19
Attleboro,Thomas Willett Elementary School,160035,5-D-ii,a-phya-i1,Medical staff to student ratio,404,2.154666667,750,,2018-19
Milford,Brookside Elementary School,1850065,5-D-ii,a-phya-i1,Medical staff to student ratio,479,2.554666667,750,,2018-19
Milford,Memorial Elementary School,1850010,5-D-ii,a-phya-i1,Medical staff to student ratio,479,2.554666667,750,,2018-19
Milford,Milford High School,1850505,5-D-ii,a-phya-i1,Medical staff to student ratio,584.5,3.117333333,750,,2018-19
Milford,Shining Star Early Childhood Center,1850075,5-D-ii,a-phya-i1,Medical staff to student ratio,119.3333333,0.636444444,750,,2018-19
Milford,Stacy Middle School,1850305,5-D-ii,a-phya-i1,Medical staff to student ratio,530.5,2.829333333,750,,2018-19
Milford,Woodland Elementary School,1850090,5-D-ii,a-phya-i1,Medical staff to student ratio,508,2.709333333,750,,2018-19
Revere,Beachmont Elementary School,2480013,5-D-ii,a-phya-i1,Medical staff to student ratio,342,1.824,750,,2018-19
Revere,Garfield Elementary School,2480056,5-D-ii,a-phya-i1,Medical staff to student ratio,752,4.010666667,750,,2018-19
Revere,Garfield Middle School,2480057,5-D-ii,a-phya-i1,Medical staff to student ratio,574,3.061333333,750,,2018-19
Revere,Hill Elementary School,2480035,5-D-ii,a-phya-i1,Medical staff to student ratio,724,3.861333333,750,,2018-19
Revere,Lincoln Elementary School,2480025,5-D-ii,a-phya-i1,Medical staff to student ratio,649,3.461333333,750,,2018-19
Revere,Paul Revere Elementary School,2480050,5-D-ii,a-phya-i1,Medical staff to student ratio,463,2.469333333,750,,2018-19
Revere,Revere High School,2480505,5-D-ii,a-phya-i1,Medical staff to student ratio,677.3333333,3.612444444,750,,2018-19
Revere,Rumney Marsh Academy,2480014,5-D-ii,a-phya-i1,Medical staff to student ratio,620,3.306666667,750,,2018-19
Revere,SeaCoast High School,2480520,5-D-ii,a-phya-i1,Medical staff to student ratio,91,0.485333333,750,,2018-19
Revere,Susan B. Anthony Middle School,2480305,5-D-ii,a-phya-i1,Medical staff to student ratio,615,3.28,750,,2018-19
Revere,Whelan Elementary School,2480003,5-D-ii,a-phya-i1,Medical staff to student ratio,780,4.16,750,,2018-19
Winchester,Ambrose Elementary School,3440045,5-D-ii,a-phya-i1,Medical staff to student ratio,394,2.101333333,750,,2018-19
Winchester,Lincoln Elementary School,2480025,5-D-ii,a-phya-i1,Medical staff to student ratio,431,2.298666667,750,,2018-19
Winchester,Lynch Elementary School,3440020,5-D-ii,a-phya-i1,Medical staff to student ratio,487,2.597333333,750,,2018-19
Winchester,McCall Middle School,3440305,5-D-ii,a-phya-i1,Medical staff to student ratio,552,2.944,750,,2018-19
Winchester,Muraco Elementary School,3440040,5-D-ii,a-phya-i1,Medical staff to student ratio,376,2.005333333,750,,2018-19
Winchester,Vinson-Owen Elementary School,3440025,5-D-ii,a-phya-i1,Medical staff to student ratio,417,2.224,750,,2018-19
Winchester,Winchester High School,3440505,5-D-ii,a-phya-i1,Medical staff to student ratio,339.75,1.812,750,,2018-19
