District,School,DESE ID,Category,Item ID,NonLikert Title,NL_Value,LikertScore,Benchmark,Data Type,Academic Year
Revere,Beachmont Elementary School,02480013,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),98,4.611764706,85,%,2017-18
Revere,Paul Revere Elementary School,02480050,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),98,4.611764706,85,%,2017-18
Attleboro,Attleboro High School,00160505,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Attleboro,Wamsutta Middle School,00160320,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Attleboro,Hyman Fine Elementary School,00160040,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Attleboro,Thomas Willett Elementary School,00160035,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Revere,Garfield Elementary School,02480056,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Revere,Hill Elementary School,02480035,1-B-i,a-pcom-i1,Percent teacher returning (excluding retirement),100,4.705882353,85,%,2017-18
Revere,Whelan Elementary School,02480003,1-A-i,a-exp-i2,Percentage teachers National Board certified,1.6,0.64,10,%,2017-18
Revere,Rumney Marsh Academy,02480014,1-A-i,a-exp-i2,Percentage teachers National Board certified,1.7,0.68,10,%,2017-18
Revere,Garfield Middle School,02480057,1-A-i,a-exp-i2,Percentage teachers National Board certified,2,0.8,10,%,2017-18
Revere,Susan B. Anthony Middle School,02480305,1-A-i,a-exp-i2,Percentage teachers National Board certified,2,0.8,10,%,2017-18
Revere,Paul Revere Elementary School,02480050,1-A-i,a-exp-i2,Percentage teachers National Board certified,2.2,0.88,10,%,2017-18
Revere,Revere High School,02480505,1-A-i,a-exp-i2,Percentage teachers National Board certified,2.7,1.08,10,%,2017-18
Revere,Hill Elementary School,02480035,1-A-i,a-exp-i2,Percentage teachers National Board certified,4,1.6,10,%,2017-18
Revere,Seacoast High School,02480520,1-A-i,a-exp-i2,Percentage teachers National Board certified,12,4.8,10,%,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,95,4,95,%,2017-18
Somerville,Arthur D. Healey School,02740075,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,97,4.084210526,95,%,2017-18
Revere,Revere High School,02480505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,97.7,4.113684211,95,%,2017-18
Attleboro,Attleboro High School,00160505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,97.8,4.117894737,95,%,2017-18
Somerville,Somerville High School,02740505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,98,4.126315789,95,%,2017-18
Somerville,Winter Hill Community Innovation School,02740120,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,98,4.126315789,95,%,2017-18
Somerville,East Somerville Community School,02740111,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,98,4.126315789,95,%,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,Wamsutta Middle School,00160320,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,Hyman Fine Elementary School,00160040,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,Peter Thacher Elementary School,00160050,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Attleboro,Thomas Willett Elementary School,00160035,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Seacoast High School,02480520,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Garfield Middle School,02480057,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Rumney Marsh Academy,02480014,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Susan B. Anthony Middle School,02480305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Whelan Elementary School,02480003,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Beachmont Elementary School,02480013,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Garfield Elementary School,02480056,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Hill Elementary School,02480035,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Lincoln Elementary School,02480025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Paul Revere Elementary School,02480050,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Somerville,Next Wave/Full Circle,02740510,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Somerville,John F. Kennedy Elementary School,02740083,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Somerville,West Somerville Neighborhood School,02740115,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Somerville,Benjamin G. Brown School,02740015,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,Winchester High School,03440505,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,McCall Middle School,03440305,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,Ambrose Elementary School,03440045,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,Lincoln Elementary School,02480025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,Lynch Elementary School,03440020,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,Muraco Elementary School,03440040,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Winchester,Vinson-Owen Elementary School,03440025,1-A-i,a-exp-i3,Percentage teachers teaching in area of licensure,100,4.210526316,95,%,2017-18
Revere,Seacoast High School,02480520,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,43,2.15,80,%,2017-18
Revere,Garfield Middle School,02480057,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,45,2.25,80,%,2017-18
Somerville,Arthur D. Healey School,02740075,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,45.9,2.295,80,%,2017-18
Revere,Rumney Marsh Academy,02480014,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,46,2.3,80,%,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,48.3,2.415,80,%,2017-18
Somerville,East Somerville Community School,02740111,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,51,2.55,80,%,2017-18
Revere,Paul Revere Elementary School,02480050,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,57,2.85,80,%,2017-18
Somerville,John F. Kennedy Elementary School,02740083,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,59.4,2.97,80,%,2017-18
Revere,Beachmont Elementary School,02480013,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,62.5,3.125,80,%,2017-18
Revere,Susan B. Anthony Middle School,02480305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,63,3.15,80,%,2017-18
Attleboro,Attleboro High School,00160505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,63.3,3.165,80,%,2017-18
Somerville,Somerville High School,02740505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,63.9,3.195,80,%,2017-18
Revere,Lincoln Elementary School,02480025,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,64,3.2,80,%,2017-18
Revere,Revere High School,02480505,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,66,3.3,80,%,2017-18
Somerville,West Somerville Neighborhood School,02740115,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,69.6,3.48,80,%,2017-18
Somerville,Next Wave/Full Circle,02740510,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,70,3.5,80,%,2017-18
Revere,Whelan Elementary School,02480003,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71,3.55,80,%,2017-18
Revere,Garfield Elementary School,02480056,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71,3.55,80,%,2017-18
Somerville,Winter Hill Community Innovation School,02740120,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,71.4,3.57,80,%,2017-18
Somerville,Benjamin G. Brown School,02740015,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,72,3.6,80,%,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,72.5,3.625,80,%,2017-18
Revere,Hill Elementary School,02480035,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,73,3.65,80,%,2017-18
Attleboro,Hyman Fine Elementary School,00160040,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,75,3.75,80,%,2017-18
Attleboro,Peter Thacher Elementary School,00160050,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,75.6,3.78,80,%,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,76.3,3.815,80,%,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,77.8,3.89,80,%,2017-18
Attleboro,Thomas Willett Elementary School,00160035,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,80,4,80,%,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,82.6,4.13,80,%,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,86.2,4.31,80,%,2017-18
Attleboro,Wamsutta Middle School,00160320,1-A-i,a-exp-i1,Percentage teachers with 5+ years of experience,91.2,4.56,80,%,2017-18
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i4,Student to art teacher ratio,134,4.928,500,,2017-18
Attleboro,Attleboro High School,00160505,3-A-ii,a-sust-i4,Student to art teacher ratio,164.9,4.6808,500,,2017-18
Revere,Susan B. Anthony Middle School,02480305,3-A-ii,a-sust-i4,Student to art teacher ratio,175.4,4.5968,500,,2017-18
Revere,Beachmont Elementary School,02480013,3-A-ii,a-sust-i4,Student to art teacher ratio,187,4.504,500,,2017-18
Attleboro,Wamsutta Middle School,00160320,3-A-ii,a-sust-i4,Student to art teacher ratio,189.7,4.4824,500,,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,3-A-ii,a-sust-i4,Student to art teacher ratio,192,4.464,500,,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-ii,a-sust-i4,Student to art teacher ratio,198,4.416,500,,2017-18
Attleboro,Thomas Willett Elementary School,00160035,3-A-ii,a-sust-i4,Student to art teacher ratio,214.5,4.284,500,,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,3-A-ii,a-sust-i4,Student to art teacher ratio,226,4.192,500,,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,3-A-ii,a-sust-i4,Student to art teacher ratio,230.5,4.156,500,,2017-18
Revere,Paul Revere Elementary School,02480050,3-A-ii,a-sust-i4,Student to art teacher ratio,236,4.112,500,,2017-18
Attleboro,Hyman Fine Elementary School,00160040,3-A-ii,a-sust-i4,Student to art teacher ratio,238.5,4.092,500,,2017-18
Revere,Garfield Middle School,02480057,3-A-ii,a-sust-i4,Student to art teacher ratio,269,3.848,500,,2017-18
Revere,Rumney Marsh Academy,02480014,3-A-ii,a-sust-i4,Student to art teacher ratio,298.5,3.612,500,,2017-18
Somerville,Somerville High School,02740505,3-A-ii,a-sust-i4,Student to art teacher ratio,303.8,3.5696,500,,2017-18
Attleboro,Peter Thacher Elementary School,00160050,3-A-ii,a-sust-i4,Student to art teacher ratio,324,3.408,500,,2017-18
Winchester,Winchester High School,03440505,3-A-ii,a-sust-i4,Student to art teacher ratio,344,3.248,500,,2017-18
Revere,Lincoln Elementary School,02480025,3-A-ii,a-sust-i4,Student to art teacher ratio,347.5,3.22,500,,2017-18
Revere,Hill Elementary School,02480035,3-A-ii,a-sust-i4,Student to art teacher ratio,356,3.152,500,,2017-18
Winchester,McCall Middle School,03440305,3-A-ii,a-sust-i4,Student to art teacher ratio,370,3.04,500,,2017-18
Revere,Whelan Elementary School,02480003,3-A-ii,a-sust-i4,Student to art teacher ratio,376.5,2.988,500,,2017-18
Winchester,Muraco Elementary School,03440040,3-A-ii,a-sust-i4,Student to art teacher ratio,381,2.952,500,,2017-18
Revere,Garfield Elementary School,02480056,3-A-ii,a-sust-i4,Student to art teacher ratio,384,2.928,500,,2017-18
Winchester,Lincoln Elementary School,02480025,3-A-ii,a-sust-i4,Student to art teacher ratio,403,2.776,500,,2017-18
Winchester,Ambrose Elementary School,03440045,3-A-ii,a-sust-i4,Student to art teacher ratio,421,2.632,500,,2017-18
Somerville,Arthur D. Healey School,02740075,3-A-ii,a-sust-i4,Student to art teacher ratio,451,2.392,500,,2017-18
Winchester,Vinson-Owen Elementary School,03440025,3-A-ii,a-sust-i4,Student to art teacher ratio,455,2.36,500,,2017-18
Somerville,Winter Hill Community Innovation School,02740120,3-A-ii,a-sust-i4,Student to art teacher ratio,459,2.328,500,,2017-18
Revere,Revere High School,02480505,3-A-ii,a-sust-i4,Student to art teacher ratio,459.5,2.324,500,,2017-18
Somerville,Benjamin G. Brown School,02740015,3-A-ii,a-sust-i4,Student to art teacher ratio,462,2.304,500,,2017-18
Somerville,East Somerville Community School,02740111,3-A-ii,a-sust-i4,Student to art teacher ratio,480,2.16,500,,2017-18
Winchester,Lynch Elementary School,03440020,3-A-ii,a-sust-i4,Student to art teacher ratio,480,2.16,500,,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,3-A-ii,a-sust-i4,Student to art teacher ratio,486.7,2.1064,500,,2017-18
Somerville,West Somerville Neighborhood School,02740115,3-A-ii,a-sust-i4,Student to art teacher ratio,494.7,2.0424,500,,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,3-A-ii,a-sust-i4,Student to art teacher ratio,628,0.976,500,,2017-18
Revere,Seacoast High School,02480520,3-A-ii,a-sust-i4,Student to art teacher ratio,820,-0.56,500,,2017-18
Revere,Seacoast High School,02480520,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),5.5,5.614035088,57,,2017-18
Somerville,Somerville High School,02740505,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),14.6,4.975438596,57,,2017-18
Revere,Revere High School,02480505,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),36.9,3.410526316,57,,2017-18
Attleboro,Attleboro High School,00160505,3-B-iII,a-cocu-i1,Student to co-curricular activities ratio (HS only),56.1,2.063157895,57,,2017-18
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i1,Student to guidance counselor ratio,22.3,5.6432,250,,2017-18
Revere,Seacoast High School,02480520,3-A-ii,a-sust-i1,Student to guidance counselor ratio,27.3,5.5632,250,,2017-18
Somerville,Arthur D. Healey School,02740075,3-A-ii,a-sust-i1,Student to guidance counselor ratio,90.2,4.5568,250,,2017-18
Somerville,West Somerville Neighborhood School,02740115,3-A-ii,a-sust-i1,Student to guidance counselor ratio,92.8,4.5152,250,,2017-18
Somerville,Somerville High School,02740505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,121.5,4.056,250,,2017-18
Somerville,East Somerville Community School,02740111,3-A-ii,a-sust-i1,Student to guidance counselor ratio,130.9,3.9056,250,,2017-18
Winchester,McCall Middle School,03440305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,139,3.776,250,,2017-18
Revere,Revere High School,02480505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,142.2,3.7248,250,,2017-18
Winchester,Winchester High School,03440505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,153,3.552,250,,2017-18
Revere,Garfield Middle School,02480057,3-A-ii,a-sust-i1,Student to guidance counselor ratio,153.7,3.5408,250,,2017-18
Revere,Susan B. Anthony Middle School,02480305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,190,2.96,250,,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,3-A-ii,a-sust-i1,Student to guidance counselor ratio,192,2.928,250,,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,3-A-ii,a-sust-i1,Student to guidance counselor ratio,196.3,2.8592,250,,2017-18
Revere,Rumney Marsh Academy,02480014,3-A-ii,a-sust-i1,Student to guidance counselor ratio,199,2.816,250,,2017-18
Winchester,Ambrose Elementary School,03440045,3-A-ii,a-sust-i1,Student to guidance counselor ratio,210,2.64,250,,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,3-A-ii,a-sust-i1,Student to guidance counselor ratio,226,2.384,250,,2017-18
Somerville,Winter Hill Community Innovation School,02740120,3-A-ii,a-sust-i1,Student to guidance counselor ratio,229.5,2.328,250,,2017-18
Somerville,Benjamin G. Brown School,02740015,3-A-ii,a-sust-i1,Student to guidance counselor ratio,231,2.304,250,,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,3-A-ii,a-sust-i1,Student to guidance counselor ratio,292,1.328,250,,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,3-A-ii,a-sust-i1,Student to guidance counselor ratio,307.3,1.0832,250,,2017-18
Attleboro,Hyman Fine Elementary School,00160040,3-A-ii,a-sust-i1,Student to guidance counselor ratio,318,0.912,250,,2017-18
Attleboro,Peter Thacher Elementary School,00160050,3-A-ii,a-sust-i1,Student to guidance counselor ratio,324,0.816,250,,2017-18
Attleboro,Attleboro High School,00160505,3-A-ii,a-sust-i1,Student to guidance counselor ratio,373.8,0.0192,250,,2017-18
Revere,Beachmont Elementary School,02480013,3-A-ii,a-sust-i1,Student to guidance counselor ratio,374,0.016,250,,2017-18
Revere,Whelan Elementary School,02480003,3-A-ii,a-sust-i1,Student to guidance counselor ratio,376.5,-0.024,250,,2017-18
Attleboro,Wamsutta Middle School,00160320,3-A-ii,a-sust-i1,Student to guidance counselor ratio,379.3,-0.0688,250,,2017-18
Revere,Garfield Elementary School,02480056,3-A-ii,a-sust-i1,Student to guidance counselor ratio,384,-0.144,250,,2017-18
Attleboro,Thomas Willett Elementary School,00160035,3-A-ii,a-sust-i1,Student to guidance counselor ratio,429,-0.864,250,,2017-18
Revere,Paul Revere Elementary School,02480050,3-A-ii,a-sust-i1,Student to guidance counselor ratio,472,-1.552,250,,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-ii,a-sust-i1,Student to guidance counselor ratio,594,-3.504,250,,2017-18
Revere,Lincoln Elementary School,02480025,3-A-ii,a-sust-i1,Student to guidance counselor ratio,695,-5.12,250,,2017-18
Revere,Hill Elementary School,02480035,3-A-ii,a-sust-i1,Student to guidance counselor ratio,712,-5.392,250,,2017-18
Somerville,Michael E. Capuano Early Childhood Center,02740005,3-A-ii,a-sust-i3,Student to instructional support staff ratio,8.3,5.235023041,43.4,,2017-18
Somerville,Winter Hill Community Innovation School,02740120,3-A-ii,a-sust-i3,Student to instructional support staff ratio,21.9,3.98156682,43.4,,2017-18
Revere,Seacoast High School,02480520,3-A-ii,a-sust-i3,Student to instructional support staff ratio,27.3,3.483870968,43.4,,2017-18
Somerville,Dr. Albert F. Argenziano School at Lincoln Park,02740087,3-A-ii,a-sust-i3,Student to instructional support staff ratio,36.5,2.6359447,43.4,,2017-18
Revere,Garfield Elementary School,02480056,3-A-ii,a-sust-i3,Student to instructional support staff ratio,40.4,2.276497696,43.4,,2017-18
Revere,Beachmont Elementary School,02480013,3-A-ii,a-sust-i3,Student to instructional support staff ratio,41.6,2.165898618,43.4,,2017-18
Revere,Paul Revere Elementary School,02480050,3-A-ii,a-sust-i3,Student to instructional support staff ratio,47.2,1.649769585,43.4,,2017-18
Somerville,East Somerville Community School,02740111,3-A-ii,a-sust-i3,Student to instructional support staff ratio,48,1.576036866,43.4,,2017-18
Revere,Whelan Elementary School,02480003,3-A-ii,a-sust-i3,Student to instructional support staff ratio,50.2,1.373271889,43.4,,2017-18
Revere,Rumney Marsh Academy,02480014,3-A-ii,a-sust-i3,Student to instructional support staff ratio,54.3,0.9953917051,43.4,,2017-18
Somerville,West Somerville Neighborhood School,02740115,3-A-ii,a-sust-i3,Student to instructional support staff ratio,61.8,0.3041474654,43.4,,2017-18
Revere,Lincoln Elementary School,02480025,3-A-ii,a-sust-i3,Student to instructional support staff ratio,63.2,0.1751152074,43.4,,2017-18
Revere,Hill Elementary School,02480035,3-A-ii,a-sust-i3,Student to instructional support staff ratio,64.7,0.03686635945,43.4,,2017-18
Somerville,Next Wave/Full Circle,02740510,3-A-ii,a-sust-i3,Student to instructional support staff ratio,67,-0.1751152074,43.4,,2017-18
Revere,Garfield Middle School,02480057,3-A-ii,a-sust-i3,Student to instructional support staff ratio,67.3,-0.202764977,43.4,,2017-18
Revere,Susan B. Anthony Middle School,02480305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,71.3,-0.5714285714,43.4,,2017-18
Somerville,Arthur D. Healey School,02740075,3-A-ii,a-sust-i3,Student to instructional support staff ratio,90.2,-2.313364055,43.4,,2017-18
Revere,Revere High School,02480505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,99.6,-3.179723502,43.4,,2017-18
Somerville,Benjamin G. Brown School,02740015,3-A-ii,a-sust-i3,Student to instructional support staff ratio,115.5,-4.64516129,43.4,,2017-18
Attleboro,Attleboro High School,00160505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,128.4,-5.834101382,43.4,,2017-18
Somerville,Somerville High School,02740505,3-A-ii,a-sust-i3,Student to instructional support staff ratio,151.9,-8,43.4,,2017-18
Attleboro,A. Irvin Studley Elementary School,00160001,3-A-ii,a-sust-i3,Student to instructional support staff ratio,174.5,-10.08294931,43.4,,2017-18
Attleboro,Robert J. Coelho Middle School,00160305,3-A-ii,a-sust-i3,Student to instructional support staff ratio,216.6,-13.96313364,43.4,,2017-18
Attleboro,Peter Thacher Elementary School,00160050,3-A-ii,a-sust-i3,Student to instructional support staff ratio,249.2,-16.96774194,43.4,,2017-18
Attleboro,Hill-Roberts Elementary School,00160045,3-A-ii,a-sust-i3,Student to instructional support staff ratio,271.2,-18.99539171,43.4,,2017-18
Attleboro,Hyman Fine Elementary School,00160040,3-A-ii,a-sust-i3,Student to instructional support staff ratio,280.6,-19.86175115,43.4,,2017-18
Attleboro,Wamsutta Middle School,00160320,3-A-ii,a-sust-i3,Student to instructional support staff ratio,347,-25.98156682,43.4,,2017-18
Attleboro,Thomas Willett Elementary School,00160035,3-A-ii,a-sust-i3,Student to instructional support staff ratio,357.5,-26.94930876,43.4,,2017-18
Attleboro,Cyril K. Brennan Middle School,00160315,3-A-ii,a-sust-i3,Student to instructional support staff ratio,525.7,-42.4516129,43.4,,2017-18
Somerville,Next Wave/Full Circle,02740510,3-B-i,a-curv-i6,Student to number of electives ratio (completely free choice) (HS only),1.2,3.6,2,,2017-18
Revere,Seacoast High School,02480520,3-B-i,a-curv-i6,Student to number of electives ratio (completely free choice) (HS only),6.8,-7.6,2,,2017-18
Attleboro,Attleboro High School,00160505,3-B-i,a-curv-i6,Student to number of electives ratio (completely free choice) (HS only),9.6,-13.2,2,,2017-18
Revere,Revere High School,02480505,3-B-i,a-curv-i6,Student to number of electives ratio (completely free choice) (HS only),17.2,-28.4,2,,2017-18
Somerville,Somerville High School,02740505,3-B-i,a-curv-i6,Student to number of electives ratio (completely free choice) (HS only),19.9,-33.8,2,,2017-18
