Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,district_code,school_code,,,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,"t-inle-q2",t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,#N/A,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,,,,
2021-04-06 14:20:26,2021-04-06 14:32:12,0,216.234.138.153,100,705,1,2021-04-06 14:32:12,R_2rl92IXMvGv6Ai7,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,2,,2,2,5,2,2,5,3,5,5,5,5,5,2,2,2,2,1,1,1,2,4,4,2,2,2,4,3,2,2,1,2,2,1,1,1,1,2,1,2,2,3,2,2,1,2,2,1,2,4,4,4,5,5,1,1,1,2,2,2,2,3,1,1,2,2,1,2,2,1,2,Some of these questions were a little difficult based on not being at school a full year,9,7,"Curriculum must be diverse, opportunities for challenges, students working on complex problems/problem solving, and opportunities/must have TEAM collaboration to best meet student needs and curriculum"
2021-04-06 14:19:32,2021-04-06 14:32:33,0,216.234.138.153,100,780,1,2021-04-06 14:32:33,R_1kYogcE03PR7hLd,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,5,5,4,5,5,5,3,3,4,4,5,4,3,3,3,3,3,2,5,4,4,5,4,4,5,3,3,4,4,4,4,3,4,3,3,3,3,2,2,3,4,1,4,3,4,4,3,4,3,3,3,4,5,3,2,2,5,4,3,5,3,3,2,3,3,4,3,3,3,3,,8,7,
2021-04-06 14:19:33,2021-04-06 14:33:02,0,73.253.102.33,100,808,1,2021-04-06 14:33:03,R_eVy0aHIZjYtUGkx,,,,,42.47479248,-71.44989777,anonymous,EN,3,2,1,,4,4,3,4,4,4,4,4,3,2,4,2,2,3,3,3,4,2,4,4,2,3,3,3,2,3,3,4,3,2,3,3,2,2,2,2,3,2,,,3,2,,2,2,4,3,4,2,1,1,4,5,,,,3,,,,2,1,1,2,2,1,2,2,2,2,,7,7,
2021-04-06 14:18:27,2021-04-06 14:33:10,0,216.234.138.153,100,882,1,2021-04-06 14:33:11,R_1Ns59ifHVmMOFm5,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,5,5,5,4,4,5,3,3,4,5,4,4,2,3,2,2,3,2,4,3,3,4,3,4,2,3,2,5,4,3,4,4,3,3,3,2,2,2,3,4,4,3,3,3,5,4,4,4,4,5,4,5,5,3,2,2,4,3,2,3,3,3,3,1,4,3,1,4,2,4,,8,7,"Perhaps be more specific in certain questions: for example, this year during remote learning or typically? The students you teach or the students in the school?  "
2021-04-06 14:18:12,2021-04-06 14:34:03,0,216.234.138.153,100,951,1,2021-04-06 14:34:05,R_1rOoizzRQP8eyY3,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,3,,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,4,4,3,4,4,3,4,3,4,4,2,3,4,4,3,4,3,4,3,3,3,4,3,4,4,4,3,3,4,4,4,3,3,3,2,2,4,2,2,3,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,,8,8,
2021-04-06 14:18:39,2021-04-06 14:34:19,0,73.149.160.101,100,940,1,2021-04-06 14:34:20,R_3F3eiihmkWKCWWd,,,,,42.67640686,-71.31710052,anonymous,EN,3,2,1,,5,5,5,4,4,4,4,2,4,3,3,4,3,3,3,3,4,3,4,4,4,4,4,2,4,2,1,4,4,3,4,4,3,3,2,3,4,4,2,3,3,2,4,3,2,4,4,3,3,4,4,5,5,1,2,2,4,3,4,4,3,3,3,4,4,3,2,5,3,5,nope,7,5,
2021-04-06 14:20:16,2021-04-06 14:34:27,0,216.234.138.153,100,850,1,2021-04-06 14:34:28,R_3O1VN8UIWsNMi1l,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,5,5,5,4,4,3,3,2,5,5,4,4,3,4,3,2,5,3,4,5,4,4,3,4,4,3,3,4,4,4,4,3,3,3,2,5,5,3,3,4,3,2,3,3,3,4,3,3,5,4,5,5,5,4,4,3,3,3,3,3,3,1,1,3,4,4,3,3,3,3,,9,6,
2021-04-06 14:18:06,2021-04-06 14:34:37,0,68.160.140.64,100,990,1,2021-04-06 14:34:37,R_10GwxITzj9ke7Ac,,,,,42.67070007,-71.41639709,anonymous,EN,3,2,1,,5,5,3,3,4,3,2,2,2,3,2,3,4,4,2,1,4,1,2,2,1,3,2,3,1,2,3,4,3,3,3,3,2,3,1,1,1,1,1,4,2,1,3,3,4,3,3,3,2,4,3,5,5,2,2,1,3,4,2,3,3,1,2,3,3,3,3,4,3,4,"The ILT is divided between camps of administrators and teachers. The administrators berate teachers who bring up legitimate concerns, preferring only to hear their ideas lauded. They kicked a teacher off the team bc admin asked him to explain why teachers are stressed and he dared to answer them.",7,5,"They gave us no context as to what this survey is for, nor for how they'll use this information. This is typical of a great many surveys they've asked us to fill out this year."
2021-04-06 14:19:15,2021-04-06 14:34:54,0,216.234.138.153,100,938,1,2021-04-06 14:34:55,R_2dnErsBOvXOVD1B,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,4,3,4,5,4,5,1,2,4,3,2,3,2,4,4,4,2,3,3,4,2,3,2,3,3,3,3,4,5,3,4,3,4,2,3,3,3,4,3,3,2,1,1,1,4,4,3,4,4,4,4,5,5,3,2,1,4,4,3,4,1,1,1,4,2,2,3,3,3,3,Support for special ed students is not adequate.  Scheduling for these students needs is lacking.,7,6,
2021-04-06 14:19:53,2021-04-06 14:34:56,0,73.61.219.9,100,903,1,2021-04-06 14:34:56,R_2S14VCFLhTDxGtk,,,,,42.59449768,-71.35710144,anonymous,EN,3,2,1,,5,5,4,4,2,5,3,3,4,4,4,4,1,3,2,2,4,4,4,4,1,3,3,3,3,3,2,4,4,3,3,4,2,4,2,2,2,1,1,2,3,2,1,2,4,4,2,4,3,3,3,3,5,1,2,1,3,4,2,3,2,2,2,2,3,2,3,4,3,3,"Remote learning has been exceptionally difficult to envision, create, present and even describe.  We constantly talk about how new and different this is but at the same time are expected to act as if it is a typical year. It is more exhausting than expected.",7,5,
2021-04-06 14:19:21,2021-04-06 14:35:23,0,76.24.37.25,100,962,1,2021-04-06 14:35:24,R_1OH7s5XCHDE4LIj,,,,,42.58839417,-71.72660065,anonymous,EN,3,2,1,,5,5,5,4,4,5,2,1,4,3,4,2,4,4,4,5,4,3,5,4,4,4,3,4,3,2,2,4,4,3,4,3,4,3,3,4,3,5,3,2,1,1,2,1,5,3,4,3,4,4,4,4,5,3,3,1,3,2,2,2,4,3,3,1,2,3,2,3,2,3,"I think there are so many areas for improvement that the survey did not ask about. Special Education support is extremely lacking for many students in our school. Students are not receiving support from SPED teachers, paras or the special ed. social worker as stated in their IEPs.",8,3,"Unclear about what was meant by ""colleagues"" in the question about observations.  I answered as if this meant other teachers."
2021-04-06 14:18:33,2021-04-06 14:38:56,0,216.234.138.153,100,1223,1,2021-04-06 14:38:58,R_1iexZRqv32LHbTt,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,2,,4,4,4,4,4,5,3,2,4,4,3,3,3,3,3,2,5,4,4,4,4,,3,3,3,1,1,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,5,,,,4,4,3,3,3,2,2,3,3,3,3,3,3,3,,7,7,
2021-04-06 14:19:22,2021-04-06 14:43:47,0,73.16.9.13,100,1465,1,2021-04-06 14:43:47,R_1n1iEhW2uI7XkHa,,,,,42.75779724,-71.46990204,anonymous,EN,3,2,1,,5,4,5,4,3,4,3,4,4,4,4,4,4,4,5,3,2,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,2,2,2,2,4,3,3,5,4,3,5,3,1,2,1,4,3,2,2,3,3,3,3,2,2,3,4,3,4,,7,6,
2021-04-05 10:27:08,2021-04-06 14:50:04,0,50.207.254.117,100,102176,1,2021-04-06 14:50:04,R_sdt3Ivq7v0J5tcJ,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,,,5,4,4,5,3,,4,4,5,4,3,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,3,,,4,2,4,5,3,5,5,,,4,,,4,4,5,,4,,5,4,4,3,4,3,,,4,4,3,2,3,3,5,,,,
2021-04-06 14:22:49,2021-04-06 14:55:16,0,216.234.138.153,100,1947,1,2021-04-06 14:55:17,R_ZxgZ0IWnECJ6jbr,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,4,4,4,4,4,4,3,2,4,3,3,4,3,3,4,4,4,3,4,4,2,3,4,4,4,3,2,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,2,4,4,3,4,4,4,3,4,5,1,1,1,4,4,4,4,3,2,2,3,4,4,3,3,3,4,,7,7,
2021-04-06 14:25:01,2021-04-06 14:55:44,0,216.234.138.153,100,1843,1,2021-04-06 14:55:44,R_2sRPB0w3Y9q7lnh,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,4,4,4,4,4,5,3,3,4,4,4,4,4,4,5,3,5,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3,2,2,4,3,3,3,3,3,4,3,4,5,1,3,3,3,3,3,4,4,2,2,3,3,4,3,5,3,4,,5,5,
2021-04-06 14:48:43,2021-04-06 15:03:37,0,50.207.254.129,100,894,1,2021-04-06 15:03:38,R_1CvVOHtXMxZT1sN,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,1,,5,5,5,4,3,4,3,1,5,4,5,4,4,5,4,4,3,2,3,4,4,3,4,4,3,2,2,4,3,3,4,4,3,4,2,5,5,3,3,5,4,3,1,4,3,2,3,5,2,2,5,4,5,2,2,1,4,3,1,3,3,2,3,1,3,4,1,1,3,3,,8,3,
2021-04-06 12:37:20,2021-04-06 15:06:31,0,50.207.254.116,100,8950,1,2021-04-06 15:06:31,R_r0BznMiRjA5y5i1,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,4,4,4,3,5,3,1,4,4,4,4,4,4,4,4,3,1,3,5,5,5,5,5,5,1,1,4,4,4,4,4,4,4,2,3,5,3,4,4,3,4,4,4,3,3,3,3,4,4,3,5,5,3,3,2,4,4,3,4,4,3,3,2,3,4,3,4,3,3,,8,4,
2021-04-06 14:53:55,2021-04-06 15:07:21,0,50.207.254.129,100,806,1,2021-04-06 15:07:22,R_23oLDuKwfGvXOgN,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,4,5,4,4,5,4,1,4,4,4,4,4,3,4,4,4,1,4,5,5,5,5,5,4,1,1,5,4,4,4,4,4,4,4,4,5,3,4,5,4,2,1,4,4,2,4,4,4,4,4,4,5,3,3,2,5,5,3,4,3,3,3,3,4,4,4,4,4,5,,6,6,
2021-04-06 14:25:57,2021-04-06 15:15:00,0,216.234.138.153,100,2943,1,2021-04-06 15:15:00,R_3h49I9VyvYTA9QB,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,1,,5,5,5,4,4,5,4,2,4,4,5,5,4,5,5,4,4,3,5,5,4,5,5,5,5,3,3,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,5,5,4,5,5,3,3,3,4,4,2,4,4,3,3,3,3,5,3,4,4,3,,8,5,
2021-04-06 15:12:01,2021-04-06 15:22:25,0,50.207.254.117,100,624,1,2021-04-06 15:22:26,R_29sj6hmCm3qIQnD,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,4,4,5,4,3,5,4,4,5,2,3,3,3,4,3,4,4,5,4,5,5,4,2,2,4,4,3,4,4,4,4,3,4,4,4,3,4,2,2,3,3,4,3,4,4,4,3,4,3,5,1,1,1,4,4,3,3,3,2,2,3,4,3,3,3,3,3,,7,5,
2021-04-06 6:57:29,2021-04-06 15:23:31,0,50.207.254.129,100,30362,1,2021-04-06 15:23:33,R_2yfTtaX2OgXpBVT,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,5,5,5,5,5,5,2,4,4,4,4,4,4,4,5,5,3,4,5,4,4,5,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,3,3,4,4,3,3,3,4,4,,8,6,
2021-04-06 14:36:51,2021-04-06 15:24:02,0,216.234.138.153,100,2830,1,2021-04-06 15:24:02,R_2uwTe1a1h625ylW,,,,,42.6282959,-71.33110046,anonymous,EN,3,2,2,,4,3,5,2,2,3,5,1,4,4,5,5,3,4,4,4,4,3,4,2,2,1,1,3,2,2,2,3,4,4,5,5,2,3,3,2,3,1,3,3,5,2,3,4,3,3,3,3,3,3,4,4,5,2,2,2,2,3,2,3,3,3,3,3,4,4,2,1,3,3,,9,6,
2021-04-06 15:23:13,2021-04-06 15:27:26,0,50.207.254.129,100,252,1,2021-04-06 15:27:26,R_31viVc9Fmx71thf,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,3,3,3,4,4,3,3,1,4,3,3,3,4,2,3,3,2,1,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,3,2,4,2,2,3,4,2,1,1,2,3,3,3,4,3,2,2,2,4,4,3,4,3,2,2,3,2,2,4,4,3,4,,9,7,
2021-04-05 10:40:28,2021-04-06 15:28:13,0,50.207.254.117,100,103665,1,2021-04-06 15:28:13,R_2CDrwqPW5hhU2pw,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,4,4,4,2,3,4,3,2,4,3,4,4,3,4,4,4,3,3,3,4,2,4,4,4,4,2,2,4,4,4,4,4,3,3,2,4,4,4,5,4,4,3,4,4,3,3,3,3,3,4,4,4,5,1,2,1,3,3,2,3,3,3,2,3,3,3,3,4,3,4,,6,5,
2021-04-06 15:20:50,2021-04-06 15:29:08,0,50.207.254.116,100,497,1,2021-04-06 15:29:08,R_1punwNfHSFLIhsy,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,3,3,4,2,2,5,3,4,2,4,3,3,3,3,3,3,3,1,3,4,3,5,2,4,3,3,3,3,4,4,3,3,2,2,3,2,3,4,3,5,4,3,4,4,1,1,2,2,3,,,4,5,3,3,2,4,4,2,4,3,1,1,3,3,3,3,3,3,3,,7,6,
2021-04-06 15:21:46,2021-04-06 15:29:09,0,50.207.254.128,100,443,1,2021-04-06 15:29:09,R_1nW9LnTtb6OVQ6v,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,1,,5,5,5,3,3,2,4,1,4,4,4,4,3,2,3,3,4,2,4,5,4,4,4,3,2,3,2,4,4,4,4,4,3,4,2,2,5,2,2,5,2,3,4,1,3,3,2,2,4,3,4,5,5,2,2,1,5,5,2,3,3,1,1,2,2,1,3,3,3,3,,8,5,
2021-04-06 15:20:42,2021-04-06 15:29:59,0,50.207.254.129,100,556,1,2021-04-06 15:30:01,R_237f0WPT1faVvGt,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,4,4,4,4,4,5,4,2,4,4,4,4,3,4,3,4,5,2,5,4,3,3,3,4,4,3,3,4,4,3,4,4,3,4,3,3,3,4,2,3,3,3,2,3,4,3,4,3,4,4,4,4,5,3,2,3,3,4,3,4,4,2,1,4,4,3,1,2,4,5,,7,5,
2021-04-06 15:21:25,2021-04-06 15:30:01,0,50.207.254.117,100,516,1,2021-04-06 15:30:02,R_3fK0AvOurLJz5Xs,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,4,5,5,5,4,1,5,4,4,4,1,1,1,1,5,4,5,5,4,4,5,5,5,2,2,5,5,4,4,4,5,4,2,4,5,3,5,5,4,4,4,5,5,4,4,4,3,3,4,5,5,3,3,1,5,5,3,5,4,4,4,2,4,5,3,3,3,3,,8,,
2021-04-06 15:16:10,2021-04-06 15:30:18,0,50.207.254.116,100,848,1,2021-04-06 15:30:19,R_ewY9RZ7NowNHVdL,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,1,,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,2,4,4,4,4,4,4,4,3,4,4,5,4,4,2,4,4,4,4,3,2,2,4,4,3,3,4,3,4,,5,5,
2021-04-06 15:23:10,2021-04-06 15:31:04,0,96.230.210.207,100,473,1,2021-04-06 15:31:05,R_3qvr5PsNhRFQxAo,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,4,Hybrid with 1 remote class a day.,5,5,5,1,2,2,1,1,4,4,4,4,2,1,2,3,3,2,1,1,1,1,4,3,2,3,3,4,3,3,3,3,2,5,2,3,4,1,2,3,3,4,4,4,3,5,3,4,4,4,5,5,1,2,1,1,4,5,1,1,3,3,3,2,4,3,2,2,2,3,,7,1,
2021-04-06 15:22:45,2021-04-06 15:31:17,0,50.207.254.128,100,511,1,2021-04-06 15:31:18,R_30iWm7mjj4vl2fm,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,4,4,4,4,4,4,3,1,4,4,3,4,3,3,3,3,2,1,4,5,4,5,4,4,3,3,3,3,4,4,3,4,3,2,3,4,5,5,5,5,3,2,2,3,3,3,3,2,3,3,3,5,4,3,2,1,4,3,3,3,3,3,3,2,2,3,3,4,4,5,,9,,
2021-04-06 15:22:08,2021-04-06 15:32:20,0,50.207.254.117,100,612,1,2021-04-06 15:32:21,R_2RWccb4VLYUtQI8,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,5,5,5,5,1,5,5,5,5,4,3,4,4,4,4,4,5,5,5,5,5,5,3,3,5,4,4,4,4,3,3,4,2,3,4,3,4,5,3,4,4,3,3,4,4,4,5,5,5,5,2,3,2,5,5,4,5,4,3,3,3,4,4,3,4,3,4,School administration is excellent.,8,5,
2021-04-06 15:20:26,2021-04-06 15:32:20,0,50.207.254.128,100,713,1,2021-04-06 15:32:21,R_W82MZf7ZVHnZhu1,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,1,,5,5,4,2,2,4,3,1,4,4,4,4,4,4,3,4,5,1,3,5,5,4,4,4,4,2,2,3,4,4,4,4,4,3,4,4,5,2,3,4,4,2,2,2,4,4,4,4,4,3,4,4,5,3,2,4,3,4,2,3,3,3,3,3,3,3,1,2,4,5,,8,5,
2021-04-06 15:22:10,2021-04-06 15:32:42,0,50.207.254.116,100,632,1,2021-04-06 15:32:43,R_1l9Kaz4lyzV8eXI,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,3,3,4,3,1,5,4,2,5,1,3,4,4,4,4,4,4,3,3,4,,3,2,2,4,4,4,4,4,2,3,1,1,4,2,3,5,3,2,2,2,3,2,3,1,4,4,4,5,5,3,3,3,4,4,1,3,4,2,3,1,4,3,4,4,4,4,,8,8,
2021-04-06 15:23:16,2021-04-06 15:32:45,0,50.207.254.116,100,568,1,2021-04-06 15:32:45,R_85F3NhFS7EgossV,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,4,5,5,5,4,5,4,4,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,5,4,4,2,4,4,4,4,4,5,5,The administration continues to do an absolutely amazing job!!!,9,5,
2021-04-06 15:27:36,2021-04-06 15:33:44,0,50.207.254.117,100,368,1,2021-04-06 15:33:44,R_3O8ECvFRG7Cy4Ua,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,4,3,4,4,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,5,4,4,4,5,3,2,2,4,4,4,4,3,3,3,4,3,4,2,4,3,4,,7,8,
2021-04-06 15:21:17,2021-04-06 15:34:21,0,50.207.254.129,100,783,1,2021-04-06 15:34:21,R_3qlnITyPvm0UHNi,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,5,4,5,5,4,4,3,4,4,4,4,3,3,4,3,3,1,3,4,3,3,4,4,3,2,2,4,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,5,4,3,2,2,1,5,5,3,3,4,3,3,4,3,3,2,,2,2,,8,5,
2021-04-06 15:23:13,2021-04-06 15:34:40,0,50.207.254.129,100,686,1,2021-04-06 15:34:40,R_2fIPvdpQcyJf36U,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,5,5,3,3,5,3,1,4,4,4,4,3,4,2,3,1,1,4,4,2,1,2,3,3,3,3,4,3,3,3,3,2,3,2,3,4,2,3,4,3,3,4,2,3,3,3,3,3,4,4,4,5,1,3,1,5,5,3,4,2,2,3,2,3,4,2,4,2,5,,6,5,
2021-04-06 15:26:57,2021-04-06 15:35:01,0,50.207.254.128,100,483,1,2021-04-06 15:35:01,R_1nVHBqIg7i2EyaF,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,4,4,4,5,4,5,4,1,4,4,4,3,2,3,4,4,3,2,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,1,5,4,4,3,5,4,3,4,4,2,2,2,2,4,4,4,5,4,2,2,2,3,3,2,3,3,2,2,2,3,3,4,4,3,4,,6,6,
2021-04-06 15:23:15,2021-04-06 15:35:04,0,50.207.254.129,100,709,1,2021-04-06 15:35:05,R_1lagpZ6Kbz8b1bu,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,3,4,4,4,4,4,4,3,4,5,5,4,3,3,3,3,4,3,3,4,4,4,4,4,4,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,2,2,4,4,4,4,4,3,3,4,4,3,3,4,4,5,,8,8,
2021-04-06 15:28:01,2021-04-06 15:36:14,0,50.207.254.128,100,493,1,2021-04-06 15:36:14,R_vDJAVT6ZAgRh1tv,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,5,5,4,3,3,2,1,4,4,4,4,3,1,2,2,4,3,4,5,5,5,4,4,3,1,1,4,4,3,4,4,3,3,2,4,3,2,4,4,4,2,2,2,3,3,3,3,2,3,3,4,5,2,1,1,4,4,1,4,3,2,2,2,3,4,3,3,3,3,,8,6,
2021-04-06 15:23:09,2021-04-06 15:36:22,0,50.207.254.128,100,792,1,2021-04-06 15:36:22,R_211e0A4TwCnViiv,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,4,4,4,3,3,5,4,1,4,4,4,4,3,3,2,2,5,2,4,4,5,4,5,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,4,5,3,5,5,4,4,4,3,3,3,5,4,5,4,4,,5,4,3,3,3,3,3,3,4,3,2,3,3,4,,5,2,
2021-04-06 15:23:39,2021-04-06 15:37:19,0,50.207.254.117,100,820,1,2021-04-06 15:37:20,R_3iQYYCtJTak2KrI,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,4,"Full year remote, hybrid, and now I full in person and a full year remote group",5,5,5,4,4,5,4,2,4,4,4,3,3,3,3,3,3,3,4,4,4,4,5,4,4,2,1,4,4,3,4,4,4,3,,3,3,3,4,5,4,3,3,3,4,4,2,4,4,4,4,4,5,2,2,1,4,4,3,4,3,1,1,3,3,2,3,4,3,3,,9,6,
2021-04-06 15:23:16,2021-04-06 15:38:13,0,50.207.254.128,100,896,1,2021-04-06 15:38:14,R_3Ph64LTYSm1EVWT,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,1,,4,4,4,4,4,5,4,1,3,3,4,4,3,3,4,3,2,2,3,5,5,4,4,4,3,3,,4,4,4,4,3,4,4,3,3,3,2,,4,5,2,4,4,3,3,4,4,4,4,3,4,5,4,3,1,4,3,3,3,4,3,,3,4,3,4,4,5,5,,8,7,
2021-04-06 15:28:09,2021-04-06 15:38:58,0,50.207.254.116,100,648,1,2021-04-06 15:38:59,R_1LG3axSQOZBua4K,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,4,4,4,4,5,4,2,4,3,3,4,3,3,3,4,4,4,4,5,5,5,4,4,4,3,2,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,2,2,2,3,5,2,2,2,4,4,4,4,3,1,2,3,3,2,3,3,3,4,,8,7,
2021-04-06 15:23:32,2021-04-06 15:38:59,0,50.207.254.129,100,927,1,2021-04-06 15:38:59,R_3g8bBQ7j6rN6meo,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,5,4,3,3,4,3,1,4,4,4,4,4,4,5,1,4,1,4,4,3,3,4,4,3,3,3,3,2,2,4,3,2,3,2,4,4,3,4,4,3,3,4,4,4,4,3,3,4,4,4,4,5,3,2,3,5,4,3,3,4,2,2,2,3,2,2,3,3,4,,9,7,
2021-04-06 15:23:23,2021-04-06 15:39:25,0,50.207.254.117,100,961,1,2021-04-06 15:39:25,R_11ijESofj2xIA8j,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,4,4,4,3,1,5,5,4,4,4,4,4,5,1,1,5,5,5,4,4,4,5,3,2,4,4,3,4,3,3,3,2,4,4,4,4,4,4,3,1,1,2,3,3,3,3,2,4,5,2,2,2,2,3,3,1,3,3,2,2,3,3,2,4,4,4,5,,6,5,
2021-04-06 15:23:38,2021-04-06 15:41:28,0,50.207.254.128,100,1069,1,2021-04-06 15:41:29,R_1dMoFABLEK2SwU3,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,5,5,5,5,5,4,5,1,4,4,4,4,3,2,4,4,3,4,4,5,5,5,5,5,5,2,1,5,5,5,4,4,3,4,2,4,4,3,3,4,4,2,3,3,4,4,4,4,5,4,4,4,5,3,3,4,5,4,4,4,4,4,4,3,4,4,2,2,4,4,,8,5,
2021-04-06 15:30:21,2021-04-06 15:43:03,0,50.207.254.117,100,761,1,2021-04-06 15:43:03,R_12LNSGGbGoIcGsN,,,,,42.14759827,-71.5318985,anonymous,EN,7,1,2,,5,5,5,4,4,4,2,1,5,5,4,5,3,1,1,2,3,1,4,5,3,4,5,5,5,1,1,4,4,4,4,4,3,3,3,5,4,5,5,5,3,2,4,3,4,4,3,5,5,4,5,3,4,2,2,1,5,5,5,4,2,2,2,3,3,3,4,4,4,4,,9,,
2021-04-06 15:27:24,2021-04-06 15:43:16,0,50.207.254.129,100,951,1,2021-04-06 15:43:17,R_10VrroDD0yL23Us,,,,,45.51919556,-122.6901016,anonymous,EN,7,1,2,,3,4,4,4,4,5,4,3,4,4,3,4,4,4,4,4,2,4,3,5,5,5,5,5,4,1,1,5,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,3,4,4,4,4,3,3,4,5,4,4,3,4,4,5,4,3,3,3,3,4,3,3,3,4,3,,6,5,
