Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,district_code,school_code,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,#N/A,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,#N/A,#N/A,s-cure-q3,s-cure-q4,#N/A,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,#N/A,#N/A,s-grmi-q4,s-appa-q1,s-appa-q2,#N/A,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,#N/A,#N/A,s-vale-q4,#N/A,s-acst-q2,s-acst-q3,#N/A,#N/A,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021-04-30 11:17:33,2021-04-30 11:33:55,0,50.207.254.117,100,981,1,2021-04-30 11:33:55,R_3n1MvlufBJvVa29,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,10,8,104,1559,9,3,,1,1,1,,,,,,,,,,2,3,3,3,5,5,3,5,4,4,4,4,4,4,4,2,4,4,5,3,4,3,,,,,,,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,1,,4,,PT-BR,,,,Professor de Inglês
2021-04-30 11:22:00,2021-04-30 11:34:06,0,50.207.254.116,100,726,1,2021-04-30 11:34:07,R_2WZJMoQ9CgE9RmO,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,9,27,104,7359,11,1,,4,2,2,,,,,,,,,,3,4,4,2,4,2,3,4,5,3,5,3,4,3,5,3,2,2,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,1,5,2,4,4,1,2,1,1,3,1,4,2,4,1,3,5,4,3,4,,,,,,,1,,4,,EN,,,,English teacher
2021-04-30 11:18:35,2021-04-30 11:34:32,0,50.207.254.129,100,957,1,2021-04-30 11:34:33,R_DkSE0fPygbiX4Hf,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,10,17,106,938,9,2,,,,,,,,,,,,,,,,,,,,,1,3,2,3,,,,,,,,,5,4,3,,,,,,,4,3,2,4,3,1,3,5,1,5,3,4,4,3,5,5,1,4,1,5,3,3,3,3,3,3,4,,,,,,5,5,4,3,4,4,5,5,5,5,2,,4,,EN,,,Social Studies teacher,
2021-04-30 11:22:53,2021-04-30 11:34:44,0,50.207.254.117,100,711,1,2021-04-30 11:34:45,R_1gIOFEJmkLSyK5Q,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,11,20,,213,11,3,,1,1,1,,,,,,,,,,4,3,4,4,3,5,3,3,3,3,3,3,3,3,3,2,1,2,5,4,5,1,,,,,,,,,,,,1,1,5,1,5,3,4,5,4,4,2,,,,,,,,,,,,4,3,5,4,4,5,4,5,4,,,,,,,2,,5,,PT-BR,,Professor de Ciências,,
2021-04-30 11:15:10,2021-04-30 11:34:54,0,50.207.254.128,100,1184,1,2021-04-30 11:34:55,R_1LFjX15naYJO9Yl,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,10,11,103,2000,12,2,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,5,5,4,5,5,2,3,4,1,5,3,5,4,3,3,5,5,5,4,5,4,5,4,4,4,4,4,5,5,4,5,5,,,,,5,5,5,5,5,5,2,,5,,EN,,,Social Studies teacher,
2021-04-30 11:18:37,2021-04-30 11:34:56,0,50.207.254.129,100,979,1,2021-04-30 11:34:57,R_OqAVYAYqemAaf29,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,8,20,106,1756,9,3,,,,,,,,,,,,,,,,,,,,,4,1,2,4,,,,,,,,,1,4,2,,,,,,,2,4,3,4,4,4,1,5,1,4,4,3,5,3,4,2,1,1,4,4,3,3,1,3,3,3,4,,,,,,5,5,2,5,2,4,3,4,3,4,2,,4,,PT-BR,,,,Professor de Inglês
2021-04-30 11:30:27,2021-04-30 11:35:06,0,50.207.254.117,100,279,1,2021-04-30 11:35:07,R_2E5fCC8JpEmm4mF,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,10,19,104,3687,11,2,,2,2,1,,,,,,,,,,5,5,5,5,3,3,3,5,5,5,5,5,4,5,4,3,3,3,5,2,4,3,,,,,,,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,1,,5,,EN,,Science teacher,,
2021-04-30 11:28:22,2021-04-30 11:35:09,0,50.207.254.136,100,407,1,2021-04-30 11:35:09,R_3MyfN6yCCLpU1EY,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,9,13,103,3222,12,2,,,,,,,,,,,,,,,,,,,,,5,5,4,5,,,,,,,,,4,5,2,,,,,,,4,1,4,2,5,1,2,4,1,4,4,3,4,4,3,5,4,5,3,4,4,3,2,3,2,3,4,,,,,,3,5,3,4,5,5,4,4,3,4,2,,5,,EN,Math teacher,,,
2021-04-30 11:20:39,2021-04-30 11:35:10,0,50.207.254.135,100,870,1,2021-04-30 11:35:10,R_1Lng6RfG9YFMpyh,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,4,5,107,4381,9,3,,,,,,,,,,,,,,1,2,2,2,1,3,1,,,,,4,3,3,4,,,,,,,,,,,,,,2,2,2,3,2,3,2,3,2,4,3,1,3,4,4,4,1,2,4,5,1,4,2,1,3,2,2,,,,,,,,,,4,4,4,3,4,4,1,,"3,4,5",,EN,,Science teacher,,
2021-04-30 11:22:10,2021-04-30 11:35:22,0,50.207.254.129,100,791,1,2021-04-30 11:35:22,R_3p8TMc0PeTvdIcw,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,9,10,105,7623,11,2,,2,2,2,,,,,,,,,,1,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,,,,,,,3,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,4,2,4,3,4,2,3,2,3,2,,5,,EN,,,,English teacher
2021-04-30 11:22:58,2021-04-30 11:35:43,0,50.207.254.117,100,764,1,2021-04-30 11:35:44,R_1LpcTkjwFCREIUt,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,1,22,105,8287,11,2,,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,,,,,,,,,,3,2,1,2,3,4,3,4,1,1,1,1,1,5,3,2,3,2,3,3,1,1,1,5,1,2,1,3,3,3,1,3,,,,,1,1,3,3,2,2,1,,4,,PT-BR,,Professor de Ciências,,
2021-04-30 11:24:09,2021-04-30 11:35:53,0,50.207.254.117,100,704,1,2021-04-30 11:35:54,R_24MkUGoW1ZzvfiO,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,2,7,103,2535,12,2,,3,3,2,,,,,,,,,,3,3,3,3,3,3,3,4,4,4,4,4,3,5,3,5,5,5,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,3,3,1,4,3,2,4,3,2,3,2,4,3,4,3,4,,,,,,,2,,5,,EN,,Science teacher,,
2021-04-30 11:27:26,2021-04-30 11:36:28,0,50.207.254.117,100,542,1,2021-04-30 11:36:29,R_3dLnTuEC9R9o67L,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,7,24,106,3334,10,2,,5,5,4,,,,,,,,,,3,2,1,2,2,3,3,5,5,5,5,3,1,3,2,2,3,3,2,2,3,1,,,,,,,,,,,,4,3,2,4,4,2,3,4,3,4,5,,,,,,,,,,,,2,2,3,3,2,3,3,4,2,,,,,,,1,,5,,EN,Math teacher,,,
2021-04-30 11:13:44,2021-04-30 11:36:35,0,50.207.254.117,100,1371,1,2021-04-30 11:36:36,R_2R9vDLcSJXwC883,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,5,10,104,3866,12,2,,,,,,,,,,,,,,1,4,4,4,5,3,3,,,,,2,4,5,2,,,,,,,,,,,,,,3,3,2,4,2,2,2,3,1,4,2,4,3,4,4,2,3,5,3,4,3,3,5,4,2,3,3,,,,,,,,,,5,4,5,5,4,5,1,,4,,EN,Math teacher,,,
2021-04-30 11:15:55,2021-04-30 11:36:40,0,50.207.254.117,100,1244,1,2021-04-30 11:36:41,R_2OHCkC9XiRtM7iU,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,8,9,107,9832,9,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,,,,,,,3,5,4,4,3,1,1,5,1,4,3,4,4,2,2,1,5,5,5,5,4,4,5,5,5,5,4,4,2,4,4,5,,,,,4,4,3,5,3,2,2,,4,,EN,,,Social Studies teacher,
2021-04-30 11:13:44,2021-04-30 11:36:57,0,50.207.254.116,100,1392,1,2021-04-30 11:36:58,R_31LZLJBD1uIFptr,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,4,14,106,921,10,3,,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,,,,,,3,3,3,,,,,,,4,4,3,4,4,1,1,4,1,4,4,4,4,1,4,4,3,3,4,5,4,4,2,3,3,4,5,,,,,,4,4,3,3,4,4,4,4,4,4,2,,6,,PT-BR,Professor de Matemática,,,
2021-04-30 11:25:14,2021-04-30 11:37:11,0,50.207.254.117,100,717,1,2021-04-30 11:37:12,R_1ILOyLYdV9C1QXt,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,7,11,100,837,12,2,,1,1,1,,,,,,,,,,1,3,2,4,2,2,4,5,5,5,5,2,3,5,4,2,5,3,5,1,3,2,,,,,,,2,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,5,4,4,1,3,4,4,5,4,4,4,2,,4,,PT-BR,Professor de Matemática,,,
2021-04-30 11:19:52,2021-04-30 11:37:34,0,50.207.254.117,100,1062,1,2021-04-30 11:37:35,R_27erQmDmMUBGKNB,,,,,42.14759827,-71.5318985,anonymous,PT-BR,7,2,8,7,107,556,9,3,,4,4,3,,,,,,,,,,5,1,3,2,4,4,3,5,4,1,4,3,4,5,4,1,5,1,4,1,5,1,,,,,,,,,,,,5,1,5,1,5,4,4,4,4,5,4,,,,,,,,,,,,5,4,4,4,5,5,4,4,5,,,,,,,2,,6,,PT-BR,,,Professor de Estudos Sociais,
2021-04-30 11:22:34,2021-04-30 11:38:10,0,50.207.254.117,100,936,1,2021-04-30 11:38:11,R_1l5FN8qiO7cQc1q,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,11,6,103,870,10,2,,3,2,2,,,,,,,,,,3,4,3,3,3,4,3,4,4,4,4,4,5,5,5,4,3,4,4,2,3,1,,,,,,,,,,,,2,2,4,2,5,4,5,5,2,4,4,,,,,,,,,,,,4,3,3,3,4,4,5,4,4,,,,,,,2,,5,,EN,,Science teacher,,
2021-04-30 11:21:35,2021-04-30 11:38:45,0,98.216.219.61,100,1030,1,2021-04-30 11:38:46,R_yDSxuN4evdgwaWt,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,7,17,106,3337,10,2,,2,2,1,,,,,,,,,,2,2,2,2,5,5,3,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,,,,,,,,,,,,,,,,,,,,,,,4,4,2,5,2,4,3,2,3,2,1,5,4,5,3,5,5,5,3,5,,,,,,,1,,4,,EN,,Science teacher,,
2021-04-30 11:24:10,2021-04-30 11:38:59,0,50.207.254.128,100,889,1,2021-04-30 11:39:00,R_aWPdxDsiaiJHkCR,,,,,45.51919556,-122.6901016,anonymous,ES,7,2,11,13,101,,12,4,,2,1,4,,,,,,,,,,4,4,5,4,5,4,4,2,3,2,3,3,4,2,4,5,4,4,4,3,4,3,,,,,,,,,,,,1,1,4,1,5,4,5,5,2,4,4,,,,,,,,,,,,5,4,4,5,5,4,4,4,4,,,,,,,1,,7,,ES,,,,maestro de Inglés
2021-04-30 11:32:17,2021-04-30 11:39:04,0,50.207.254.135,100,406,1,2021-04-30 11:39:05,R_AiyMNmFhHAhQ4Kd,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,9,13,104,5756,11,1,,3,1,3,,,,,,,,,,3,4,2,3,3,3,2,4,4,4,4,3,2,2,3,2,2,2,2,3,4,1,,,,,,,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,2,,6,,EN,,,,English teacher
2021-04-30 11:27:37,2021-04-30 11:39:12,0,50.207.254.129,100,694,1,2021-04-30 11:39:13,R_1JFuIqj08HRX2GJ,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,12,4,104,419,11,1,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,2,1,2,2,2,2,2,3,1,2,2,1,2,4,3,4,3,3,2,2,2,2,1,1,1,1,2,2,2,2,2,2,,,,,2,2,2,2,2,2,1,,5,,EN,,,Social Studies teacher,
2021-04-30 11:24:34,2021-04-30 11:39:50,0,50.207.254.117,100,915,1,2021-04-30 11:39:50,R_1GJFLP879OZVfUB,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,9,19,104,6515,11,1,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,2,2,2,,,,,,,4,4,3,3,3,1,2,4,1,4,2,4,4,1,1,2,4,3,4,4,4,4,5,4,2,4,4,,,,,,5,5,5,5,4,4,5,4,4,5,2,,3,,EN,Math teacher,,,
2021-04-30 11:27:14,2021-04-30 11:40:09,0,50.207.254.129,100,774,1,2021-04-30 11:40:10,R_2YRk654BkNqFnQn,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,6,6,106,5149,10,2,,,,,,,,,,,,,,2,2,3,4,2,2,3,,,,,2,3,2,5,,,,,,,,,,,,,,4,4,2,4,4,1,1,5,1,2,2,1,3,5,5,5,3,3,3,4,1,3,1,3,2,1,2,,,,,,,,,,4,4,4,3,3,4,1,,4,,EN,Math teacher,,,
2021-04-30 11:27:37,2021-04-30 11:40:19,0,96.230.229.159,100,762,1,2021-04-30 11:40:20,R_2zOccehZw2Gmw3n,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,4,4,106,2780,10,1,,4,1,3,,,,,,,,,,2,1,2,3,1,2,1,2,4,3,4,3,2,3,3,3,3,4,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,4,4,1,2,2,2,3,5,2,4,2,4,3,3,4,5,,,,,,,2,,7,Brazilian,EN,,Science teacher,,
2021-04-30 11:30:55,2021-04-30 11:40:42,0,50.207.254.117,100,587,1,2021-04-30 11:40:43,R_1hTfamdlDkUshH8,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,10,22,103,3024,12,3,,1,2,1,,,,,,,,,,4,5,4,5,5,3,2,,,3,,4,5,5,4,4,3,2,4,1,2,1,,,,,,,,,,,,1,2,4,1,4,4,3,4,1,1,1,,,,,,,,,,,,4,4,4,3,4,4,4,4,4,,,,,,,2,,5,,EN,,,,English teacher
2021-04-30 11:34:35,2021-04-30 11:40:46,0,24.91.106.107,100,370,1,2021-04-30 11:40:46,R_xxcnOQQQdh849Z7,,,,,41.70829773,-70.22389984,anonymous,EN,7,2,6,18,104,3030,12,1,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,,,,,,,,,,1,2,1,3,2,2,2,4,1,3,4,5,4,5,5,4,1,1,5,4,3,3,1,1,2,1,3,2,2,1,1,2,,,,,2,3,1,2,3,2,1,,6,,EN,,Science teacher,,
2021-04-30 11:29:38,2021-04-30 11:41:04,0,50.207.254.117,100,685,1,2021-04-30 11:41:04,R_2v32wM193zSsQom,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,3,14,104,3022,12,2,,,,,,,,,,,,,,3,3,3,3,3,3,3,,,,,3,3,3,3,,,,,,,,,,,,,,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,,,,,,,,,,3,3,3,4,3,3,2,,5,,EN,,,Social Studies teacher,
2021-04-30 11:26:11,2021-04-30 11:41:14,0,172.56.23.85,100,903,1,2021-04-30 11:41:15,R_27OPYTzTFX5YppD,,,,,41.82839966,-71.52349854,anonymous,EN,7,2,11,1,105,9263,10,2,,,,,,,,,,,,,,4,4,5,5,5,5,5,,,,,1,1,1,2,,,,,,,,,,,,,,4,4,5,4,4,1,1,5,1,5,4,5,5,1,2,3,5,5,4,5,3,3,,5,4,5,4,,,,,,,,,,5,5,5,5,5,5,1,,4,,EN,maestro de matemáticas,,,
2021-04-30 11:28:12,2021-04-30 11:41:40,0,174.242.75.3,100,808,1,2021-04-30 11:41:41,R_3GCI6a0RumxL8DE,,,,,42.33639526,-71.0326004,anonymous,EN,7,2,7,20,107,1833,9,2,,2,2,2,,,,,,,,,,3,3,4,3,3,4,3,3,5,4,5,3,4,4,4,4,5,5,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,2,5,3,3,3,4,4,3,2,3,4,5,5,5,3,5,,,,,,,1,,5,,EN,,,Social Studies teacher,
2021-04-30 11:12:14,2021-04-30 11:41:45,0,50.207.254.135,100,1771,1,2021-04-30 11:41:46,R_1lyLyWXIlkt43xw,,,,,45.51919556,-122.6901016,anonymous,PT-BR,7,2,7,21,106,1132,9,2,,1,1,1,,,,,,,,,,,,5,4,5,5,3,3,5,4,5,5,5,5,5,1,4,,5,3,5,1,,,,,,,,,,,,1,1,4,1,5,5,5,,1,5,2,,,,,,,,,,,,5,3,4,4,5,5,5,5,5,,,,,,,1,,4,,PT-BR,Math teacher,,,
2021-04-30 11:28:58,2021-04-30 11:42:18,0,98.216.220.91,100,800,1,2021-04-30 11:42:19,R_2Poj80BWI0rpSfM,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,9,25,104,8528,10,1,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,,3,2,2,3,3,1,1,5,1,5,2,4,3,4,2,5,3,1,2,5,2,2,1,2,3,2,2,4,4,4,2,4,,,,,3,4,4,4,4,4,1,,4,,EN,,,,English teacher
2021-04-30 11:13:46,2021-04-30 11:42:19,0,50.207.254.116,100,1712,1,2021-04-30 11:42:20,R_2uwyZTwAITi1clR,,,,,42.14759827,-71.5318985,anonymous,ES,7,2,5,8,102,1606,10,2,,,,,,,,,,,,,,3,4,3,3,3,4,5,,,,,3,3,4,3,,,,,,,,,,,,,,2,3,2,4,2,2,1,3,2,4,4,4,4,3,4,5,1,1,3,5,3,3,1,3,4,3,3,,,,,,,,,,4,3,4,4,5,4,1,,1,,ES,,,maestro de estudios sociales,
2021-04-30 11:30:35,2021-04-30 11:42:52,0,50.207.254.128,100,736,1,2021-04-30 11:42:52,R_Ad4SdhH15m5MIJb,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,3,29,106,4424,10,1,,,,,,,,,,,,,,,,,,,,,2,4,3,3,,,,,,,,,4,2,1,,,,,,,4,3,2,3,1,3,3,3,3,3,2,1,4,4,5,4,2,3,3,4,3,2,1,3,1,2,2,,,,,,4,4,2,4,5,3,3,3,4,3,2,,5,,EN,,,Social Studies teacher,
2021-04-30 11:29:22,2021-04-30 11:43:19,0,50.207.254.116,100,836,1,2021-04-30 11:43:19,R_pJFV6VwEy0jPCMx,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,5,3,104,2940,12,2,,2,2,2,,,,,,,,,,2,3,4,5,1,2,2,4,4,5,4,3,3,5,4,4,3,5,4,5,3,2,,,,,,,,,,,,3,3,3,2,4,2,3,4,2,3,2,,,,,,,,,,,,4,3,3,2,3,5,4,3,5,,,,,,,3,Female and Non-binary,5,,EN,,Science teacher,,
2021-04-30 11:37:26,2021-04-30 11:43:51,0,50.207.254.116,100,384,1,2021-04-30 11:43:52,R_2YsIBGH0b9HBzNF,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,11,26,104,2919,11,2,,,,,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,5,5,5,,,,,,,5,4,4,4,4,4,3,3,2,4,4,4,4,5,5,5,4,4,3,4,2,4,5,1,3,3,4,,,,,,4,3,4,4,4,4,5,4,2,5,1,,"4,5",,EN,Math teacher,,,
2021-04-30 11:30:45,2021-04-30 11:44:48,0,50.207.254.136,100,842,1,2021-04-30 11:44:48,R_1XJ64hYeMFXCQ9j,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,12,13,103,2067,12,2,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,,,,,,,,,,4,4,4,4,4,2,3,4,1,3,2,2,2,2,3,2,5,5,2,3,1,3,3,3,2,3,3,4,2,3,4,3,,,,,4,3,3,2,3,3,2,,5,,EN,Math teacher,,,
2021-04-30 11:37:30,2021-04-30 11:45:21,0,50.207.254.129,100,470,1,2021-04-30 11:45:21,R_eX00nIWYTaqq6NH,,,,,45.51919556,-122.6901016,anonymous,EN,7,2,11,15,106,3286,9,2,,2,2,2,,,,,,,,,,4,4,4,4,3,4,3,4,4,4,4,5,5,4,5,5,4,4,5,1,3,1,,,,,,,,,,,,1,1,5,1,4,4,3,4,3,4,3,,,,,,,,,,,,4,3,4,3,4,5,5,5,4,,,,,,,1,,5,,EN,,Science teacher,,
2021-04-30 11:16:40,2021-04-30 11:45:46,0,50.207.254.116,100,1746,1,2021-04-30 11:45:47,R_1JXQWJ2G54ANsxv,,,,,42.14759827,-71.5318985,anonymous,ES,7,2,11,18,106,9842,9,3,,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,4,,,,,,,,,,4,4,4,5,1,4,,4,1,5,4,4,5,2,5,4,,,4,4,4,3,3,4,,4,3,4,4,4,5,4,,,,,4,4,5,4,3,5,3, ,"4,7",,ES,,,maestro de estudios sociales,
2021-04-30 11:35:16,2021-04-30 11:46:33,0,73.119.168.220,100,677,1,2021-04-30 11:46:34,R_3erF9qMkPdK5Xf3,,,,,42.2545929,-71.45639801,anonymous,EN,7,2,1,27,105,3620,11,1,,4,4,3,,,,,,,,,,4,4,3,4,1,1,1,4,5,3,4,5,4,5,5,3,2,4,2,2,4,1,,,,,,,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,5,3,5,4,5,5,5,4,5,4,5,5,4,4,4,1,,5,,EN,,,,English teacher
2021-04-30 10:48:52,2021-04-30 11:46:43,0,50.207.254.116,100,3471,1,2021-04-30 11:46:43,R_UKNVoRH9FOFVZ4Z,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,10,22,105,4224,10,3,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,3,,,,,,,,,,3,3,3,3,3,1,1,4,1,3,3,3,4,5,5,4,5,3,1,3,2,3,2,2,3,1,2,4,3,4,3,4,,,,,4,4,5,4,3,4,1,,4,,EN,,Science teacher,,
2021-04-30 11:35:55,2021-04-30 11:47:24,0,50.207.254.116,100,689,1,2021-04-30 11:47:25,R_3jSu8soM5pdSXBl,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,8,5,103,3818,12,2,,3,1,2,,,,,,,,,,4,4,4,3,2,4,3,4,4,4,5,4,5,3,4,2,3,4,2,4,5,5,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,2,4,5,2,3,5,2,3,3,4,4,3,4,3,4,4,,,,,,,2,,5,,EN,,,Social Studies teacher,
2021-04-30 10:43:08,2021-04-30 11:48:22,0,50.207.254.117,100,3914,1,2021-04-30 11:48:23,R_2qmAf1nA5zvsuID,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,11,19,105,4447,10,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,,,,,,,,,,3,3,3,3,3,2,2,4,1,3,3,2,3,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,2,4,4,3,,,,,4,3,4,4,3,4,2,,5,,EN,,,,English teacher
2021-04-30 11:16:25,2021-04-30 11:49:36,0,50.207.254.117,100,1990,1,2021-04-30 11:49:37,R_3NJJZMffpvQUI4D,,,,,42.14759827,-71.5318985,anonymous,ES,7,2,3,15,103,788,10,1,,4,4,,,,,,,,,,,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,,,,,,,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,6,,ES,,,maestro de estudios sociales,
2021-04-30 11:26:54,2021-04-30 11:51:29,0,24.91.58.84,100,1474,1,2021-04-30 11:51:29,R_2wib3eMIuHSvIhj,,,,,42.08000183,-71.41750336,anonymous,EN,7,2,11,13,105,4241,10,1,,1,2,,,,,,,,,,,4,5,4,5,3,5,3,4,5,5,5,3,3,4,4,4,4,5,4,4,5,3,,,,,,,,,,,,2,2,4,2,5,5,4,4,5,3,3,,,,,,,,,,,,4,4,5,5,5,5,5,5,5,,,,,,,1,,7,ecuadorian,EN,,,,English teacher
2021-04-30 11:31:33,2021-04-30 11:51:38,0,96.230.204.224,100,1204,1,2021-04-30 11:51:39,R_1rMqMpbfwSURll3,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,9,11,104,1091904120,11,1,,,,,,,,,,,,,,3,4,3,3,1,1,2,,,,,4,4,4,4,,,,,,,,,,,,,,3,4,3,3,3,3,3,4,2,3,1,4,4,4,3,4,5,2,3,3,2,3,1,2,2,3,3,,,,,,,,,,2,1,2,1,1,1,1,,5,,EN,Math teacher,,,
2021-04-30 11:47:06,2021-04-30 11:51:53,0,50.207.254.136,100,287,1,2021-04-30 11:51:54,R_2YbmLLJnaMsjojt,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,12,21,103,5121,12,2,,,,,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,4,5,5,,,,,,,1,3,3,5,5,1,2,5,1,5,3,4,5,1,1,2,5,4,4,5,3,4,3,4,5,4,4,,,,,,5,5,5,5,5,5,5,5,5,5,2,,5,,EN,,,,English teacher
2021-04-30 10:50:41,2021-04-30 11:52:07,0,50.207.254.135,100,3686,1,2021-04-30 11:52:08,R_1F5ofOs0sAZwZ6A,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,1,15,107,,9,3,,2,1,1,,,,,,,,,,1,3,4,4,1,2,1,1,1,1,1,3,2,1,3,4,4,4,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,2,4,3,3,1,3,1,1,3,4,1,4,2,2,5,4,3,5,,,,,,,2,,5,,EN,,,,English teacher
2021-04-30 11:47:00,2021-04-30 11:52:41,0,50.207.254.116,100,340,1,2021-04-30 11:52:41,R_3sp3NxSqmk3M0Mp,,,,,42.14759827,-71.5318985,anonymous,EN,7,2,3,8,104,6624,12,2,,2,2,1,,,,,,,,,,4,4,3,3,3,2,2,3,3,3,3,4,4,3,3,3,2,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,1,2,2,3,4,2,2,2,3,2,4,3,5,4,,,,,,,2,,"4,5",,EN,Math teacher,,,
