StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,School,Which of the following best describes the role you play at your school? Please select only 1 choice.,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-sach-q1,t-sach-q2,t-sach-q3,STD,Please give us any additional feedback about the survey.,"If there is anything you would like us to know about your school that we did not ask about, please tell us.",How easy to understand were the questions?,
2022-12-07 14:40:36,2022-12-07 14:57:01,0,208.118.224.219,100,985,1,2022-12-07T14:57:2,R_2wiDR0CIOfTUSiH,42.6351,-71.3014,anonymous,EN,3,1600360,1,5,5,5,2,2,5,2,3,5,4,4,5,3,2,3,2,3,1,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,3,4,3,3,2,3,2,3,3,3,4,4,4,5,1,1,1,4,4,1,2,3,4,4,3,3,3,3,3,3,2,2,1,1,2,1.120207759,"One of the most disheartening things is the climate and culture.STOK values are not necessarily taken seriously and things like dress code, gum chewing, hallway transitions are in need of corrective action when needed.This is part of what lead to inconsistency and animosity throughout the building. ",Administration needs to be visible to students and teachers throughout the day. Consistent walkthroughs would be a valuable beginning for climate and culture awareness. Students need to be held accountable as well as teachers.,10,
2022-12-07 14:40:34,2022-12-07 14:57:41,0,208.118.224.217,100,1027,1,2022-12-07T14:57:42,R_22mNQNnNPeXQiRG,42.6351,-71.3014,anonymous,EN,3,1600360,2,5,4,5,4,4,5,2,2,4,4,5,5,2,5,4,4,4,3,4,3,2,2,4,4,3,5,5,4,4,4,4,3,4,4,4,3,4,4,3,4,3,2,3,2,5,4,5,5,5,1,2,1,5,4,2,3,3,4,3,5,5,3,3,5,4,4,5,,,,1.087322614,,,10,
2022-12-07 14:40:56,2022-12-07 14:58:19,0,131.239.118.18,100,1042,1,2022-12-07T14:58:19,R_Oa5ElzwZWPB25mV,42.6351,-71.3014,anonymous,EN,3,1600360,1,4,4,4,4,3,5,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,2,3,4,4,5,4,3,3,3,0.6077484497,none,none,7,
2022-12-07 17:00:30,2022-12-07 17:19:24,0,174.242.143.195,100,1133,1,2022-12-07T17:19:24,R_2OQ0VMFrxIGfZrb,41.6187,-72.75,anonymous,EN,3,1600360,1,3,3,5,2,2,1,1,2,5,5,5,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,2,5,5,5,5,1,1,1,1,5,2,3,1,1,1,3,3,3,3,3,2,3,1,1,1,1,1,1.517393974,,,10,
2022-12-07 14:40:58,2022-12-07 15:00:42,0,131.239.118.2,100,1183,1,2022-12-07T15:0:42,R_UK1GemH3g4T3ekp,42.6351,-71.3014,anonymous,EN,3,1600360,1,5,3,4,4,3,4,4,2,4,3,2,4,4,3,4,2,5,1,3,4,2,3,3,3,2,3,3,4,3,3,3,3,2,3,3,2,3,2,2,3,3,1,1,2,2,1,1,2,3,1,1,1,3,3,2,2,2,2,2,2,2,3,3,4,4,4,4,1,2,2,1.026461489,Some questions were awkward,"Class size of 26 plus and with lots of students with behavioral issues, it is difficult to assist all students whether they struggle or are thriving. there needs to be more and consistent support in the classrooms. ",5,
2022-12-07 14:40:31,2022-12-07 15:00:54,0,208.118.224.221,100,1223,1,2022-12-07T15:0:55,R_0D88o8VQ7boC5Mt,42.6351,-71.3014,anonymous,EN,3,1600360,1,5,5,5,4,3,4,4,1,4,4,4,3,4,4,2,4,5,5,4,4,2,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,1,3,3,4,3,3,3,2,1,1,1,5,5,2,5,1,2,3,1,1,2,2,2,4,4,4,2,2,2,1.208064688,,,5,
2022-12-07 14:40:44,2022-12-07 15:02:01,0,131.239.118.25,100,1277,1,2022-12-07T15:2:2,R_8eJfwYZtwWHf2x3,42.6351,-71.3014,anonymous,EN,3,1600360,5,4,4,4,3,4,3,3,,4,5,4,,1,1,1,1,,,,2,1,2,2,3,2,2,2,3,4,4,3,3,3,4,3,3,3,3,,3,5,1,2,4,,,,,,1,1,1,4,4,4,4,,3,4,3,3,3,2,,,,,,,,1.149253807,"There needs to be more accountability placed on the students for their behaviors. Clear guidelines also need to be set throughout the school, and they should be followed by all staff and students throughout the building. More consistency!",,9,
2022-12-07 14:40:40,2022-12-07 15:02:22,0,131.239.118.54,100,1302,1,2022-12-07T15:2:23,R_3qNLAX65wqnuKI3,42.6351,-71.3014,anonymous,EN,3,1600360,2,3,3,4,4,4,,4,4,4,4,4,4,3,4,3,3,,4,4,4,4,5,3,4,4,3,4,3,3,4,3,3,4,4,4,3,4,3,3,3,5,4,4,4,4,4,5,5,4,4,3,3,4,4,4,3,4,4,3,4,3,3,3,4,4,4,3,,,,0.5788749035,,,8,
2022-12-09 7:57:08,2022-12-09 8:21:26,0,131.239.118.8,100,1458,1,2022-12-09T8:21:27,R_Y4FdBJy2pDcn38t,42.6351,-71.3014,anonymous,EN,3,1600360,5,5,5,5,5,5,5,5,2,5,5,5,5,4,4,4,4,5,1,5,4,4,4,5,5,5,3,3,4,4,4,4,3,4,4,4,3,3,3,3,4,5,3,4,4,4,2,2,4,1,4,4,4,5,5,4,5,2,2,2,4,4,4,5,,,,,,,,1.067127397,,,10,
2022-12-08 6:03:30,2022-12-08 6:28:35,0,24.61.171.176,100,1504,1,2022-12-08T6:28:36,R_1pGa6PR32IDRbM6,42.4684,-70.9465,anonymous,EN,3,1600360,1,2,3,3,2,2,4,,2,4,5,4,4,3,2,1,,3,4,3,1,1,1,1,3,3,3,2,3,1,3,3,3,3,2,3,2,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,3,3,2,2,2,3,3,,2,1,1,2,5,,5,,2,2,2,1.013846446,no comments,serve yourself,7,
2022-12-07 14:40:55,2022-12-07 17:51:33,0,24.62.255.48,100,11438,1,2022-12-07T17:51:34,R_BRHJeAdZsfyvuOB,42.5945,-71.3571,anonymous,EN,3,1600360,5,4,4,4,4,4,2,3,2,2,3,2,2,3,3,3,3,4,4,4,4,4,4,3,2,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2,3,4,3,3,3,2,3,2,3,1,3,3,3,4,3,3,4,3,4,4,3,3,3,3,,,,,,,,0.7470714286,The survey is very helpful.,None.,8,
