Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Location Latitude,Location Longitude,Distribution Channel,User Language,District,DESE ID,"Please select the month, day and year of your birthday. - Month","Please select the month, day and year of your birthday. - Day","Please select the month, day and year of your birthday. - Year",Please enter your Locally Assigned Student ID Number (LASID).,Race,,Grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,"When I am completing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I feel:","When I am doing a project, I feel:","When I am completing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I am:","When I am doing a project, I feel:","When I am doing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I feel that the assignment is:","When I am doing a project, I feel that the assignment is:","When I am doing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I have","When I am doing a project, I have:","When I am doing an in-class test (e.g., multiple choice, matching, fill-in-the blank test, etc), I have","When I am doing a project, I have:","If given the choice between a multiple choice test or a project in the following class, I would choose: - English","If given the choice between a multiple choice test or a project in the following class, I would choose: - History/Social Studies","If given the choice between a multiple choice test or a project in the following class, I would choose: - Math","If given the choice between a multiple choice test or a project in the following class, I would choose: - Science","If given the choice between a multiple choice test or a project in the following class, I would choose: - World Languages","If given the choice between a multiple choice test or a project in the following class, I would choose: - Art/Music","If given the choice between a multiple choice test or a project in the following class, I would choose: - PE/Health",What is your gender? - Selected Choice,What is your race/ethnicity?(Please select all that apply) - Selected Choice,What is your race/ethnicity?(Please select all that apply) - Prefer to self-describe - Text,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
4/13/2022 11:21,4/13/2022 11:37,0,108.49.219.202,100,986,1,2022-04-13T11:37:0,R_2v8rU6nPbzjiI6A,42.481,-71.1563,anonymous,EN,6,3440005,11,25,111,,#N/A,,5,4,5,5,5,3,5,5,5,5,4,4,5,2,1,3,2,4,4,2,3,3,1,2,2,3,3,3,5,5,5,5,2,4,4,,,,,,5,4,4,5,4,3,4,4,4,3,4,,,,,,,,,,,,,,,,,,2,2,4,4,2,2,3,3,3,3,2,1,1,1,4,2,2,1,2,,EN,,,,
4/28/2022 11:08,4/28/2022 11:24,0,108.49.219.202,100,990,1,2022-04-28T11:24:0,R_2dmtNZBDoFQnlra,42.481,-71.1563,anonymous,EN,6,3440305,4,11,111,4002067,#N/A,,6,,,,,,,,,5,5,5,5,,,,,,,,5,5,4,4,,,,,,,,,3,4,3,4,4,3,3,3,3,4,4,3,5,5,4,4,1,1,3,5,5,4,5,3,4,3,3,5,4,4,5,5,4,5,5,5,4,5,4,5,2,2,1,4,4,5,1,2,1,2,1,2,2,1,2,,EN,,,Social Studies teacher,
4/28/2022 8:44,4/28/2022 9:01,0,108.49.219.202,100,991,1,2022-04-28T9:1:0,R_3qkxzTxlkBmevSS,42.481,-71.1563,anonymous,EN,6,3440305,6,3,111,4002092,#N/A,,6,,,,,,,,,,,,,3,3,4,3,3,4,3,,,,,3,4,3,3,,,,,,,,4,5,4,4,3,5,5,5,5,4,4,4,4,5,5,5,4,4,3,3,4,4,3,5,4,4,4,4,4,4,4,4,4,1,1,4,4,3,3,2,4,3,3,2,2,2,2,2,2,2,2,2,,EN,,,Social Studies teacher,
4/28/2022 8:45,4/28/2022 9:01,0,108.49.219.202,100,993,1,2022-04-28T9:1:0,R_1Eh9u6NDtkhJxgW,42.481,-71.1563,anonymous,EN,6,3440305,4,22,111,12099,#N/A,,6,5,5,5,3,2,4,4,4,,,,,,,,,,,,,,,,,,,,4,3,4,5,,,,5,4,3,4,3,5,4,5,5,4,4,3,5,4,2,1,1,4,3,4,3,3,2,3,3,4,4,4,4,5,4,4,4,1,2,4,4,2,3,2,4,5,4,2,2,1,2,1,2,1,2,2,,EN,,,,English teacher
5/16/2022 12:14,5/16/2022 12:31,0,104.225.184.86,100,999,1,2022-05-16T12:31:0,R_WAl8WILv1MukiKl,33.1177,-96.6791,anonymous,EN,6,3440020,11,11,112,6002474,#N/A,,4,5,4,5,4,2,3,4,4,,,,,,,,,,,,,,,,,,,,2,3,3,2,,,,5,4,4,4,3,4,4,4,5,5,4,4,4,4,3,4,4,1,4,4,4,3,3,3,2,4,3,4,3,4,4,4,4,2,2,4,3,3,3,2,4,2,4,4,2,1,1,4,2,3,2,2,,EN,,,,
4/5/2022 9:51,4/5/2022 10:08,0,96.252.99.186,100,1000,1,2022-04-05T10:8:0,R_2Pvf9Y7wptjjOPn,42.4532,-71.1428,anonymous,EN,6,3440505,5,13,107,,#N/A,,10,3,4,3,4,5,4,3,4,4,4,4,4,1,4,3,2,4,4,3,4,4,4,4,3,3,4,5,4,5,3,5,5,4,2,,,,,,,,,,,,,,,,,1,3,3,3,1,3,1,2,2,2,3,,,,,,,4,3,2,4,1,3,1,3,4,5,2,2,1,2,2,2,1,1,2,,EN,,,,English teacher
4/6/2022 12:55,4/6/2022 13:12,0,204.14.73.148,100,1001,1,2022-04-06T13:12:0,R_1Op16pPZHFqnPfA,37.751,-97.822,anonymous,EN,6,3440505,4,20,107,,#N/A,,10,2,2,5,2,1,3,2,3,1,4,5,4,1,4,3,1,2,1,1,4,3,3,4,4,3,3,2,3,3,3,2,2,3,2,,,,,,,,,,,,,,,,,4,4,2,2,1,2,1,3,1,2,3,,,,,,,5,2,2,5,1,3,1,4,1,4,2,2,1,2,2,4,3,1,2,,EN,Math teacher,,,
4/6/2022 10:52,4/6/2022 11:08,0,108.49.219.202,100,1004,1,2022-04-06T11:8:0,R_ZJEg31RmLhV3iJH,42.4532,-71.1428,anonymous,EN,6,3440040,1,8,112,,#N/A,,5,3,4,5,3,2,3,4,4,3,3,4,4,2,3,4,4,3,4,3,3,4,4,4,3,3,3,3,3,4,4,3,3,2,2,,,,,,,,,,,,,,,,,1,2,4,4,3,3,5,4,4,4,4,,,,,,,2,2,5,4,2,3,3,3,4,4,3,2,1,2,3,2,3,2,2,,EN,,,,
4/28/2022 10:09,4/28/2022 10:26,0,108.49.219.202,100,1015,1,2022-04-28T10:26:0,R_3Hpni4eGE6VcmFX,42.481,-71.1563,anonymous,EN,6,3440305,5,8,111,,#N/A,,6,3,4,4,5,2,4,4,4,5,5,5,5,1,4,2,1,1,3,2,3,4,2,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,2,2,5,4,2,2,3,4,4,4,2,2,2,2,2,2,2,2,2,,EN,,,,English teacher
4/28/2022 8:43,4/28/2022 9:00,0,108.49.219.202,100,1017,1,2022-04-28T9:0:0,R_efE2vtEP4n2eZy1,42.481,-71.1563,anonymous,EN,6,3440305,8,28,111,8001259,#N/A,,6,,,,,,,,,,,,,1,1,2,2,3,3,2,,,,,4,3,3,2,,,,,,,,4,3,2,3,2,5,5,5,5,5,4,4,4,4,1,1,4,1,4,5,3,3,5,3,4,3,4,3,4,4,2,5,4,4,3,4,5,2,1,1,4,2,4,2,1,1,1,2,1,1,2,2,,EN,,,,English teacher
5/16/2022 12:21,5/16/2022 12:38,0,104.225.184.46,100,1020,1,2022-05-16T12:38:0,R_sL8kbVICsZyQppL,33.1177,-96.6791,anonymous,EN,6,3440020,3,25,113,10314,#N/A,,4,,,,,,,,,5,5,5,5,,,,,,,,5,4,5,4,,,,,,,,,3,3,4,4,5,5,4,4,5,5,4,4,5,4,4,5,4,3,4,5,4,4,3,5,4,2,4,2,5,4,2,4,5,5,3,4,2,2,4,4,2,2,1,4,4,5,1,2,2,2,4,2,2,2,2,,EN,,,,
3/4/2022 9:25,3/4/2022 9:42,0,108.49.219.202,100,1024,1,2022-03-04T9:42:0,R_qITwiBzSH5MYOuB,42.48100281,-71.15630341,anonymous,EN,6,3440505,4,14,112,,#N/A,,5,4,5,4,4,3,5,5,4,,,,,,,,,,,,,,,,,,,,4,4,3,4,,,,4,4,5,4,3,5,5,5,4,4,4,5,4,4,4,2,2,1,4,5,3,5,3,4,4,5,4,5,4,5,4,4,5,2,1,4,4,3,3,2,4,4,4,1,1,2,2,4,2,2,2,2,,EN,,,,
4/14/2022 12:12,4/14/2022 12:29,0,96.230.20.18,100,1027,1,2022-04-14T12:29:0,R_2wdAWqARRYthpOi,42.481,-71.1563,anonymous,EN,6,3440020,10,23,111,,#N/A,,5,,,,,,,,,4,5,3,3,,,,,,,,2,2,3,3,,,,,,,,,5,5,3,4,4,4,3,2,5,4,4,5,4,3,2,4,4,3,4,3,3,4,4,3,4,2,4,3,3,3,4,4,4,5,3,4,3,1,3,4,1,1,2,4,4,4,1,1,2,2,4,1,3,1,2,,EN,,,,
4/14/2022 13:44,4/14/2022 14:01,0,96.230.20.18,100,1030,1,2022-04-14T14:1:0,R_3ijRmlO6bos27q9,42.481,-71.1563,anonymous,EN,6,3440020,5,19,112,10659,#N/A,,5,5,4,5,3,4,4,5,4,4,4,3,4,3,3,4,4,3,3,2,2,3,3,4,3,3,3,3,4,4,3,3,2,2,3,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,4,2,1,4,3,3,3,2,2,3,2,4,2,1,2,4,3,3,2,2,,EN,,,,
4/28/2022 9:42,4/28/2022 9:59,0,108.49.219.202,100,1040,1,2022-04-28T9:59:0,R_33sBr4kTHdIpQqs,42.481,-71.1563,anonymous,EN,6,3440305,8,18,109,7002051,#N/A,,8,4,4,5,4,3,4,4,4,4,4,3,5,3,3,4,4,3,2,4,4,4,4,4,3,3,4,4,3,4,4,3,3,3,2,,,,,,5,4,4,5,4,4,4,4,4,2,2,,,,,,,,,,,,,,,,,,3,2,3,3,3,3,2,3,3,3,3,2,1,2,1,2,3,1,2,,EN,,Science teacher,,
3/4/2022 9:25,3/4/2022 9:43,0,108.49.219.202,100,1043,1,2022-03-04T9:43:0,R_25EidLDdE4AmQlR,42.48100281,-71.15630341,anonymous,EN,6,3440025,3,23,112,,#N/A,,5,3,3,3,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,4,5,3,5,,,,5,4,4,4,4,5,5,4,5,5,4,4,4,3,1,5,5,5,4,5,4,3,1,3,5,2,4,5,5,5,5,4,5,4,2,5,4,4,4,4,4,5,5,1,2,2,2,4,1,1,1,2,,EN,,,,
4/28/2022 9:40,4/28/2022 9:57,0,108.49.219.202,100,1049,1,2022-04-28T9:57:0,R_rkyrE4bweRP6zFD,42.481,-71.1563,anonymous,EN,6,3440305,2,20,109,2606126,#N/A,,8,4,5,5,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,5,5,5,5,,,,4,4,4,4,3,5,5,4,5,5,2,5,5,4,1,2,3,5,5,5,2,5,5,3,4,4,3,4,4,3,3,2,3,3,3,4,4,4,4,1,4,2,3,1,2,2,1,1,2,1,2,2,,EN,,Science teacher,,
5/16/2022 12:55,5/16/2022 13:12,0,104.225.184.46,100,1050,1,2022-05-16T13:12:0,R_1pDV0TGv3jDC5ni,33.1177,-96.6791,anonymous,EN,6,3440020,1,16,113,11618,#N/A,,4,3,3,4,2,2,3,2,3,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,3,3,2,3,2,4,4,3,3,4,1,2,3,3,1,3,1,1,3,5,5,2,2,2,2,3,5,2,4,2,3,3,2,2,2,2,2,3,2,3,3,3,4,1,1,1,1,4,3,3,1,2,,EN,,,,
4/28/2022 10:36,4/28/2022 10:54,0,108.49.219.202,100,1050,1,2022-04-28T10:54:0,R_2WDzzJp8O82GNZn,42.481,-71.1563,anonymous,EN,6,3440305,3,1,110,,#N/A,,7,5,5,5,5,4,5,4,5,5,5,4,5,1,4,3,3,1,2,3,5,4,4,3,1,1,5,2,3,4,3,3,2,2,4,2,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4,5,2,4,5,1,1,2,1,3,1,4,1,1,1,1,1,1,1,2,2,,EN,,,Social Studies teacher,
3/2/2022 11:25,3/2/2022 11:42,0,108.49.219.202,100,1058,1,2022-03-02T11:42:0,R_125U3ATUFUbhPtm,42.48100281,-71.15630341,anonymous,EN,6,3440025,7,14,112,,#N/A,,4,3,4,4,3,4,3,5,4,5,3,4,5,1,1,3,1,2,3,1,2,4,2,1,2,4,1,5,3,5,2,3,5,4,1,,,,,,,4,3,4,2,2,1,1,4,3,4,,,,,,,,,,,,,,,,,,4,5,2,3,1,1,1,2,3,4,1,3,2,1,4,1,1,2,2,,EN,,,,
4/28/2022 10:34,4/28/2022 10:52,0,108.49.219.202,100,1059,1,2022-04-28T10:52:0,R_1pEaJINX5fglChs,42.481,-71.1563,anonymous,EN,6,3440305,8,21,110,,#N/A,,7,4,5,5,4,3,4,4,4,4,4,4,5,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,,,,,,5,5,4,5,4,3,4,4,4,2,2,,,,,,,,,,,,,,,,,,2,2,4,4,2,4,2,4,4,4,2,2,1,2,2,2,1,1,2,,EN,Math teacher,,,
4/28/2022 9:44,4/28/2022 10:02,0,108.49.219.202,100,1059,1,2022-04-28T10:2:0,R_02h6KlnQkq6kFyx,42.481,-71.1563,anonymous,EN,6,3440305,10,14,111,,#N/A,,6,5,5,5,3,2,3,3,4,3,4,3,4,2,3,4,4,4,4,5,4,3,3,4,3,3,3,3,4,4,3,4,3,4,5,,,,,,5,5,2,5,4,4,4,4,4,2,3,,,,,,,,,,,,,,,,,,4,2,4,4,1,2,2,4,5,5,2,2,2,2,1,3,3,1,2,,EN,Math teacher,,,
3/4/2022 9:26,3/4/2022 9:43,0,108.49.219.202,100,1060,1,2022-03-04T9:43:0,R_2DSS046zUREpfoU,42.48100281,-71.15630341,anonymous,EN,6,3440025,3,22,112,,#N/A,,5,3,5,3,4,3,4,4,4,3,4,5,4,3,4,3,3,2,3,4,5,4,3,2,3,2,3,3,4,4,4,4,5,4,4,,,,,,5,4,4,4,4,4,4,4,5,4,4,,,,,,,,,,,,,,,,,,1,,2,3,3,3,2,4,3,3,3,3,2,2,3,2,2,2,2,,EN,,,,
4/28/2022 10:08,4/28/2022 10:26,0,108.49.219.202,100,1062,1,2022-04-28T10:26:0,R_BFjupRDMfu0iuvn,42.481,-71.1563,anonymous,EN,6,3440305,6,13,110,6001890,#N/A,,6,5,5,5,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,4,4,3,4,2,3,1,,,,,,5,5,4,5,3,3,3,4,5,4,4,,,,,,,,,,,,,,,,,,2,1,3,3,1,1,1,2,2,4,2,1,3,3,2,3,3,2,2,,EN,,,Social Studies teacher,
4/28/2022 9:41,4/28/2022 9:59,0,108.49.219.202,100,1066,1,2022-04-28T9:59:0,R_yIR4389I09oknyF,42.481,-71.1563,anonymous,EN,6,3440305,5,29,111,,#N/A,,6,3,3,4,5,3,5,3,4,4,5,4,5,1,3,2,3,4,4,5,2,3,3,2,2,3,3,3,3,3,4,4,1,4,3,,,,,,,,,,,,,,,,,4,4,5,3,5,5,3,3,3,4,5,,,,,,,1,1,5,5,2,3,1,4,4,4,2,2,1,1,1,2,1,1,2,,EN,,,Social Studies teacher,
4/14/2022 12:09,4/14/2022 12:27,0,96.230.20.18,100,1070,1,2022-04-14T12:27:0,R_3fNaxNOnwDXoFMt,42.481,-71.1563,anonymous,EN,6,3440020,3,1,112,,#N/A,,5,2,4,2,5,3,4,5,5,5,5,4,5,4,4,4,4,3,3,1,1,3,1,2,3,3,5,3,3,5,2,2,2,1,1,,,,,,3,5,3,3,4,2,3,3,2,5,3,,,,,,,,,,,,,,,,,,4,4,4,4,1,1,1,,3,3,3,2,1,2,3,4,3,2,2,,EN,,,,
4/28/2022 9:40,4/28/2022 9:58,0,108.49.219.202,100,1074,1,2022-04-28T9:58:0,R_2WDtjmkycDkbwTf,42.481,-71.1563,anonymous,EN,6,3440305,12,28,110,6001995,#N/A,,6,3,4,5,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,3,3,2,3,3,5,4,4,4,5,5,5,5,3,2,2,1,5,4,5,3,3,4,4,2,4,5,1,2,2,1,2,1,4,3,4,5,3,3,1,2,4,5,1,1,1,1,1,2,3,1,2,,EN,,,,English teacher
4/28/2022 8:47,4/28/2022 9:05,0,108.49.219.202,100,1076,1,2022-04-28T9:5:0,R_1ihdI9gnMlRWIK7,42.481,-71.1563,anonymous,EN,6,3440305,12,6,110,8001223,#N/A,,6,4,3,5,3,2,3,3,3,5,4,4,4,3,2,4,5,3,3,3,3,4,3,4,3,3,4,4,5,4,4,3,5,3,4,,,,,,4,5,5,5,4,3,2,4,4,3,4,,,,,,,,,,,,,,,,,,2,1,2,4,2,3,4,3,3,3,3,2,1,3,1,2,2,2,2,,EN,Math teacher,,,
4/13/2022 10:44,4/13/2022 11:02,0,108.49.219.202,100,1077,1,2022-04-13T11:2:0,R_2f7nGFNTRH2IxYo,42.481,-71.1563,anonymous,EN,6,3440005,11,2,111,10631,#N/A,,5,4,4,5,3,2,4,3,4,4,3,3,4,3,3,3,4,3,3,4,3,2,3,3,4,4,3,3,3,4,4,3,3,3,3,,,,,,4,4,4,5,4,3,4,3,4,4,4,,,,,,,,,,,,,,,,,,2,2,3,3,3,3,2,3,3,3,3,2,2,1,3,2,1,1,2,,EN,,,,
4/5/2022 9:53,4/5/2022 10:11,0,96.252.99.186,100,1088,1,2022-04-05T10:11:0,R_3oHoxZ8FiSW9OyD,42.4532,-71.1428,anonymous,EN,6,3440505,9,26,107,,#N/A,,10,4,4,4,3,3,4,3,3,5,5,3,5,1,3,2,2,1,1,1,4,4,4,4,3,2,4,3,3,2,3,3,5,4,3,,,,,,,,,,,,,,,,,3,4,3,4,3,4,3,2,1,2,3,,,,,,,4,4,2,3,1,2,1,2,1,2,1,1,2,2,1,2,3,1,2,,EN,Math teacher,,,
4/5/2022 11:40,4/5/2022 11:59,0,96.252.99.186,100,1098,1,2022-04-05T11:59:0,R_yrrv641ItC5tYYh,42.4532,-71.1428,anonymous,EN,6,3440505,10,23,107,2505045,#N/A,,10,3,3,4,2,2,3,3,4,3,4,3,4,3,3,3,3,3,3,2,5,5,5,4,3,3,4,4,4,4,3,4,3,4,3,,,,,,,,,,,,,,,,,3,3,4,5,4,4,3,3,2,2,4,,,,,,,3,3,3,5,2,2,2,2,2,4,1,1,1,2,2,2,2,1,2,,EN,Math teacher,,,
4/4/2022 12:50,4/4/2022 13:08,0,96.252.99.186,100,1102,1,2022-04-04T13:8:0,R_2uX7jfKmHRzt22h,42.45320129,-71.14279938,anonymous,EN,6,3440505,9,28,107,25080037,#N/A,,9,,,,,,,,,4,5,5,3,,,,,,,,4,4,4,4,,,,,,,,,5,4,4,4,5,4,4,4,5,5,5,5,5,3,5,4,5,3,2,3,3,3,5,3,4,4,4,3,3,4,4,5,4,3,2,5,1,2,4,4,3,2,1,2,2,3,3,3,1,3,1,2,1,1,2,,EN,,,Social Studies teacher,
4/28/2022 10:38,4/28/2022 10:56,0,108.49.219.202,100,1103,1,2022-04-28T10:56:0,R_1PXeYW8MUJHga5A,42.481,-71.1563,anonymous,EN,6,3440305,9,16,111,,#N/A,,6,4,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,3,5,4,3,3,2,3,3,5,5,5,5,5,5,5,3,5,5,,,,,,5,5,4,5,5,5,4,5,5,4,3,,,,,,,,,,,,,,,,,,2,2,5,5,3,4,1,3,5,5,2,2,1,1,1,3,3,1,2,,EN,Math teacher,,,
4/28/2022 9:38,4/28/2022 9:57,0,108.49.219.202,100,1106,1,2022-04-28T9:57:0,R_3qs7ls3N1qgbl7C,42.481,-71.1563,anonymous,EN,6,3440305,8,28,111,6002354,#N/A,,6,,,,,,,,,3,4,4,3,,,,,,,,3,3,3,3,,,,,,,,,2,2,1,3,2,3,3,3,5,4,5,4,4,3,4,3,5,3,4,3,4,3,3,3,3,1,3,3,2,4,3,4,4,4,3,4,2,2,4,4,2,2,1,2,3,3,1,2,2,1,1,2,2,2,2,,EN,Math teacher,,,
4/8/2022 12:38,4/8/2022 12:56,0,108.49.219.202,100,1106,1,2022-04-08T12:56:0,R_1JOD1oeMuPWyfa4,42.481,-71.1563,anonymous,EN,6,3440005,12,9,112,11204,#N/A,,4,,,,,,,,,,,,,,1,3,3,4,4,3,,,,,3,4,4,3,,,,,,,,2,2,4,2,3,4,4,3,5,3,1,2,4,4,1,1,5,5,,3,1,2,2,2,2,5,4,2,5,5,4,1,5,5,4,2,1,,,1,1,3,2,3,2,1,2,4,2,2,2,2,,EN,,,,
5/27/2022 14:06,5/27/2022 14:24,0,104.225.184.86,100,1110,1,2022-05-27T14:24:0,R_2qsn0YDPz34U1iB,33.1177,-96.6791,anonymous,EN,6,3440020,8,20,114,,#N/A,,4,,,,,,,,,5,4,4,4,,,,,,,,3,4,3,3,,,,,,,,,5,3,5,2,3,2,3,3,2,4,4,3,5,4,4,2,3,1,2,3,3,3,4,3,5,5,3,5,3,3,3,4,4,4,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,EN,,,,
5/16/2022 12:15,5/16/2022 12:33,0,104.225.162.94,100,1114,1,2022-05-16T12:33:0,R_UROmuNx8tsXb9pT,35.2316,-80.8428,anonymous,EN,6,3440020,10,10,112,10211,#N/A,,4,,,,,,,,,4,4,4,5,,,,,,,,4,4,5,3,,,,,,,,,3,3,5,3,3,4,3,4,5,3,4,5,5,4,5,5,4,3,4,3,3,4,4,4,4,3,5,5,4,5,5,4,4,4,4,4,2,1,4,5,4,4,2,4,,,1,2,1,1,4,2,1,1,2,,EN,,,,
4/13/2022 11:06,4/13/2022 11:24,0,108.49.219.202,100,1114,1,2022-04-13T11:24:0,R_po9BbIefezmQH61,42.481,-71.1563,anonymous,EN,6,3440005,,,,,#N/A,,5,3,4,4,3,2,4,3,4,,,,,,,,,,,,,,,,,,,,3,3,2,4,,,,3,4,3,3,3,5,5,4,3,4,4,3,3,3,2,2,1,2,3,3,3,2,4,3,3,2,3,4,4,3,3,3,4,4,3,3,4,2,3,1,2,3,3,3,2,2,2,4,2,1,1,2,,EN,,,,
4/28/2022 11:04,4/28/2022 11:23,0,108.49.219.202,100,1117,1,2022-04-28T11:23:0,R_tLpgxjU6huPIxvH,42.481,-71.1563,anonymous,EN,6,3440305,11,26,109,,#N/A,,8,4,4,5,3,4,2,1,4,4,3,4,4,2,2,3,3,3,3,2,3,4,4,3,2,3,3,3,4,4,3,4,5,3,4,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,2,2,4,4,1,2,1,3,3,3,1,1,1,2,1,2,1,3,2,,EN,,,,English teacher
4/28/2022 8:47,4/28/2022 9:06,0,108.49.219.202,100,1127,1,2022-04-28T9:6:0,R_2qlPEskCmOdSoUJ,42.481,-71.1563,anonymous,EN,6,3440305,9,16,108,10575,#N/A,,8,,,,,,,,,4,4,5,4,,,,,,,,3,3,4,3,,,,,,,,,5,5,3,3,5,3,5,3,5,4,5,5,3,3,3,3,4,4,4,2,3,4,4,3,5,4,5,3,4,4,4,5,4,4,4,4,2,1,4,4,2,2,3,4,4,4,2,2,1,2,1,2,1,2,2,,EN,,,Social Studies teacher,
4/28/2022 10:10,4/28/2022 10:28,0,108.49.219.202,100,1128,1,2022-04-28T10:28:0,R_27Tov0FgpWCOlBx,42.481,-71.1563,anonymous,EN,6,3440305,7,31,110,,#N/A,,7,,,,,,,,,,,,,1,2,2,1,4,4,4,,,,,4,3,4,4,,,,,,,,3,4,3,3,2,5,5,4,5,5,3,4,5,4,2,1,1,3,5,5,4,4,3,3,2,4,3,4,4,1,2,1,3,4,2,2,3,2,4,1,2,1,3,2,2,2,1,1,3,3,2,2,,EN,,Science teacher,,
4/8/2022 12:25,4/8/2022 12:44,0,108.49.219.202,100,1141,1,2022-04-08T12:44:0,R_2WM9XyG5ZT4vIfc,42.481,-71.1563,anonymous,EN,6,3440005,4,23,113,,#N/A,,4,,,,,,,,,,,,,4,5,5,3,5,4,4,,,,,5,4,5,4,,,,,,,,5,5,5,5,4,4,3,3,3,3,2,3,5,3,3,2,1,2,4,4,4,5,4,4,4,5,4,5,5,5,5,4,5,2,1,5,5,4,5,3,5,5,5,4,2,1,2,4,1,1,2,2,,EN,,,,
4/28/2022 10:09,4/28/2022 10:28,0,108.49.219.202,100,1148,1,2022-04-28T10:28:0,R_3Ea0YweyTYm535m,42.481,-71.1563,anonymous,EN,6,3440305,2,6,111,,#N/A,,6,4,4,4,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,4,4,4,5,,,,5,4,5,4,3,5,4,5,5,4,3,3,4,4,3,2,5,5,4,4,3,3,5,4,4,4,4,3,4,3,3,4,4,2,2,4,4,2,2,1,3,4,3,2,1,1,1,1,3,3,1,2,,EN,,,Social Studies teacher,
4/28/2022 9:41,4/28/2022 10:00,0,108.49.219.202,100,1149,1,2022-04-28T10:0:0,R_tPWR03LIR6KI65P,42.481,-71.1563,anonymous,EN,6,3440305,10,1,109,,#N/A,,7,,,,,,,,,,,,,2,3,4,4,3,4,3,,,,,3,4,5,5,,,,,,,,4,4,3,4,3,5,5,4,5,5,4,4,4,4,3,3,4,4,3,4,3,4,1,4,4,3,4,4,4,4,3,4,4,2,2,4,4,3,3,2,3,3,4,3,1,1,1,1,4,1,2,2,,EN,,Science teacher,,
4/28/2022 10:39,4/28/2022 10:58,0,108.49.219.202,100,1149,1,2022-04-28T10:58:0,R_DePuZXDwtsfsl1v,42.481,-71.1563,anonymous,EN,6,3440305,12,28,110,10506,#N/A,,6,,,,,,,,,,,,,3,3,3,3,4,4,3,,,,,3,3,4,3,,,,,,,,5,5,4,4,4,4,5,4,4,5,4,4,5,4,3,5,2,4,4,5,5,5,5,3,4,3,5,4,4,3,3,4,3,3,3,4,4,3,3,4,4,2,2,1,3,1,2,1,2,2,1,2,,EN,,,Social Studies teacher,
4/13/2022 13:07,4/13/2022 13:26,0,108.49.219.202,100,1151,1,2022-04-13T13:26:0,R_2SlzUysXlA3Qqsq,42.481,-71.1563,anonymous,EN,6,3440040,2,12,113,,#N/A,,4,3,3,5,,3,4,4,4,4,5,4,5,2,4,4,4,3,4,4,3,2,1,,1,1,2,2,5,5,5,4,2,4,3,,,,,,4,5,5,5,4,5,4,5,5,2,,,,,,,,,,,,,,,,,,,2,2,4,4,1,1,3,4,4,4,1,2,1,2,4,3,3,,2,,EN,,,,
