StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,What district is your school in?,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3
4/5/2022 15:16,4/5/2022 15:27,0,50.207.254.128,100,672,1,2022-04-05T15:27:0,R_1lfzzKZtc04ln6K,,,,,42.1476,-71.5319,anonymous,EN,7,1850090,5,4,5,4,5,5,4,2,4,4,4,4,2,3,3,3,5,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,5,3,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,2,3,1,5,5,4,5,3,3,3,4,3,4,3,3,3,
5/11/2022 14:06,5/11/2022 14:24,0,208.118.224.216,100,1101,1,2022-05-11T14:24:0,R_vDM8NbD3NflZp3r,,,,,42.6351,-71.3014,anonymous,EN,3,1600027,4,4,4,4,4,5,3,2,4,4,4,4,3,3,4,4,3,3,4,5,4,5,3,4,3,4,,,3,4,,,3,3,2,3,3,3,4,3,3,3,3,3,3,2,2,3,3,2,4,4,5,3,3,3,3,2,2,2,1,2,2,4,3,4,2,3,2,3
5/12/2022 8:06,5/12/2022 8:29,0,208.118.224.218,100,1373,1,2022-05-12T8:29:0,R_27wometnVN0LxQ8,,,,,42.6351,-71.3014,anonymous,EN,3,1600027,4,4,4,4,4,3,4,1,3,3,4,4,3,3,3,2,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,2,2,2,3,4,2,2,1,3,3,3,3,1,1,1,3,3,3,2,2,2,3
5/3/2022 14:37,5/3/2022 14:49,0,174.242.72.94,100,757,1,2022-05-03T14:49:0,R_2zc4lOhUazdVHIi,,,,,42.3912,-71.0882,anonymous,EN,7,1850505,5,4,3,4,4,5,4,2,4,4,4,2,3,2,3,3,4,3,3,4,4,3,3,3,2,3,4,3,3,4,4,3,3,2,4,4,4,4,4,3,3,4,4,2,3,4,3,4,3,3,3,4,4,2,2,2,4,4,3,4,5,3,2,2,2,3,4,5,5,5
4/12/2022 14:58,4/12/2022 15:13,0,50.207.254.138,100,867,1,2022-04-12T15:13:0,R_YPMxlARCmD8iH9n,,,,,42.14759827,-71.5318985,anonymous,EN,7,1850010,5,5,4,4,4,5,4,2,4,4,4,4,3,4,4,3,3,3,3,5,4,2,4,4,3,3,3,3,4,4,3,3,3,3,3,2,2,4,3,4,5,3,5,3,4,4,4,4,3,4,2,3,4,2,2,1,4,3,2,3,3,3,3,4,4,4,2,3,3,3
5/11/2022 13:48,5/11/2022 13:58,0,208.118.224.216,100,563,1,2022-05-11T13:58:0,R_2wGfkcmBgF7Jdci,,,,,42.6351,-71.3014,anonymous,EN,3,1600315,5,4,4,3,3,4,3,2,3,4,4,3,3,4,2,3,4,2,3,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,2,4,3,3,5,3,3,4,4,4,2,3,3,4,4,3,4,5,2,1,1,3,3,2,3,3,,,,,,2,2,2,3
6/7/2022 12:30,6/7/2022 12:38,0,50.207.254.136,100,454,1,2022-06-07T12:38:0,R_3BZXykeA4fZiGHf,,,,,42.1476,-71.5319,anonymous,EN,7,1850305,5,4,4,3,2,2,3,1,4,4,4,3,3,3,3,3,2,1,2,4,5,4,3,3,2,2,3,3,4,3,2,3,3,3,3,4,3,3,3,1,3,2,3,2,3,2,4,3,4,3,3,4,3,3,2,1,3,3,2,3,3,3,3,4,2,2,3,4,3,4
6/7/2022 14:10,6/7/2022 14:19,0,50.207.254.138,100,560,1,2022-06-07T14:19:0,R_3MFeMvzWGVxxizK,,,,,42.1476,-71.5319,anonymous,EN,7,1850305,3,4,4,4,3,3,2,3,4,4,4,3,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,1,3,4,2,4,3,5,3,3,3,1,3,4,3,3,4,3,4,4,4,4,2,3,3,1,4,4,2,2,2,2,2,3,4,3,3,4,3,4
5/3/2022 14:30,5/3/2022 14:49,0,50.207.254.117,100,1178,1,2022-05-03T14:49:0,R_cAcmy6gMXNmbeM1,,,,,42.1476,-71.5319,anonymous,EN,7,1850505,3,3,3,2,3,5,2,2,3,2,3,2,3,3,3,3,3,3,3,4,3,3,3,2,1,4,4,4,3,4,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,4,3,3,2,1,1,3,5,1,1,1,3,3,3,2,2,2,3,2,3,1,3,3,2,3
5/11/2022 13:45,5/11/2022 13:56,0,208.118.224.220,100,647,1,2022-05-11T13:56:0,R_reWePjSUscceTsd,,,,,42.6351,-71.3014,anonymous,EN,3,1600005,5,4,4,5,4,5,4,2,4,4,4,4,3,3,3,3,4,4,5,5,4,5,4,4,5,4,4,4,3,3,3,3,4,4,4,3,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,5,3,3,4,3,3,3,3,1,1,1,3,3,4,3,4,3,3
6/21/2022 8:55,6/21/2022 9:11,0,208.118.224.218,100,936,1,2022-06-21T9:11:0,R_2SjAnuLjPzYrzIX,,,,,42.6351,-71.3014,anonymous,EN,3,1600360,2,3,3,4,4,4,4,4,3,3,3,3,4,4,4,2,5,4,4,4,4,3,5,4,4,4,1,4,4,4,4,3,3,4,3,4,3,3,4,4,4,1,1,2,2,3,3,4,3,3,3,3,5,3,3,4,5,4,3,4,3,4,3,3,4,4,3,3,2,4
5/11/2022 20:58,5/11/2022 21:15,0,73.89.20.32,100,1034,1,2022-05-11T21:15:0,R_1ONpTlGgqKzeb6r,,,,,42.6764,-71.3171,anonymous,EN,3,1600002,4,4,4,3,4,4,3,2,4,4,2,3,2,2,2,2,4,2,4,4,4,4,4,4,2,3,4,3,4,3,3,3,3,4,3,3,3,2,1,3,4,2,3,3,4,3,3,2,3,4,3,4,5,3,2,2,3,2,2,3,1,2,2,2,3,2,3,3,2,3
5/11/2022 12:43,5/11/2022 13:24,0,208.118.224.212,100,2499,1,2022-05-11T13:24:0,R_7ZDA35zaDHUXaud,,,,,42.6351,-71.3014,anonymous,EN,3,1600002,5,5,5,4,4,4,3,2,5,4,4,5,3,3,3,3,4,3,4,4,4,4,3,4,3,3,3,4,5,4,4,4,4,3,4,3,3,3,2,3,4,2,3,4,4,3,3,3,4,5,5,5,4,3,3,2,5,4,3,3,1,3,2,4,4,4,3,4,3,4
5/11/2022 12:30,5/11/2022 13:22,0,208.118.224.211,100,3164,1,2022-05-11T13:22:0,R_2pVOhLJyDHke96F,,,,,42.6351,-71.3014,anonymous,EN,3,1600090,5,5,5,4,4,4,3,4,4,3,3,3,2,2,2,2,3,2,2,4,4,4,3,3,2,3,3,3,4,3,3,2,3,2,3,3,3,2,2,2,3,3,3,3,3,4,3,4,2,3,3,5,3,1,2,1,3,3,2,3,3,3,3,4,3,3,3,4,2,3
5/11/2022 14:04,5/11/2022 14:22,0,172.58.221.100,100,1094,1,2022-05-11T14:22:0,R_3hxvRUXU6wffdlP,,,,,42.4125,-71.0034,anonymous,EN,3,1600075,5,5,5,4,4,5,5,3,4,4,4,4,4,4,3,4,5,4,5,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,4,3,4,3,3,5,5,3,3,3,3,3,3,4,5,5,5,5,5,4,3,,4,4,3,4,2,3,,3,3,4,2,2,3,3
6/14/2022 10:08,6/14/2022 10:35,0,208.118.224.214,100,1609,1,2022-06-14T10:35:0,R_2q8mZAdvMBmDcO4,,,,,42.6351,-71.3014,anonymous,EN,3,1600010,5,5,5,5,5,5,5,3,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,3,3,3,4,4,3,4,5,5,5,4,4,4,3,3,5,3,5,5,5,5,4,5,5,5,5,5,2,3,4,4,5,4,3,5,3,3,3,3,3,4,5,5,5,5
5/11/2022 13:33,5/11/2022 13:48,0,208.118.224.213,100,886,1,2022-05-11T13:48:0,R_2zIkZiq4nf3zQYc,,,,,42.6351,-71.3014,anonymous,EN,3,1600005,4,4,4,4,4,5,4,1,3,4,4,3,3,3,3,4,4,3,4,5,5,5,3,4,4,4,4,3,3,3,3,2,4,4,3,3,4,4,2,4,4,3,3,3,4,3,3,3,3,3,3,3,4,2,2,2,4,4,4,4,2,2,1,2,2,3,3,3,3,3
5/11/2022 15:25,5/16/2022 15:13,0,208.118.224.214,100,431261,1,2022-05-16T15:13:0,R_OoFXtuQplsAXgn7,,,,,42.6351,-71.3014,anonymous,EN,3,1600036,5,4,4,4,4,4,4,2,5,4,4,4,3,2,2,2,3,2,4,4,4,3,3,4,3,5,5,4,4,3,4,4,3,3,2,2,3,2,2,4,4,3,3,3,5,2,4,3,4,4,4,4,3,3,3,2,3,3,4,4,2,2,2,3,3,3,3,3,3,3
5/11/2022 15:58,5/11/2022 16:09,0,208.118.224.212,100,643,1,2022-05-11T16:9:0,R_0iiYT6SH1pgjitH,,,,,42.6351,-71.3014,anonymous,EN,3,1600018,5,4,5,3,3,3,3,2,4,4,4,4,2,4,4,2,3,3,4,5,5,4,4,4,4,3,3,3,3,3,3,3,4,3,3,2,3,3,3,4,3,1,2,2,3,3,3,3,3,2,3,4,5,3,3,1,3,3,3,4,2,3,2,3,3,2,4,4,3,3
5/11/2022 14:18,5/11/2022 14:37,0,208.118.224.217,100,1116,1,2022-05-11T14:37:0,R_XEOqO6q5LJiTNYJ,,,,,42.6351,-71.3014,anonymous,EN,3,1600040,5,5,5,5,4,4,5,2,5,4,4,4,3,3,2,3,4,3,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,5,5,5,5,5,4,3,2,4,4,3,4,3,3,1,3,4,3,3,3,3,3
5/11/2022 13:51,5/11/2022 14:22,0,208.118.224.214,100,1863,1,2022-05-11T14:22:0,R_1LjPYLpu3fFXWml,,,,,42.6351,-71.3014,anonymous,EN,3,1600315,5,5,5,5,3,3,3,3,4,4,4,4,3,4,2,3,4,4,5,4,5,5,5,5,5,3,3,4,5,4,4,4,5,4,4,3,4,3,3,4,3,1,3,3,4,3,4,4,4,4,4,5,5,4,4,3,5,5,4,5,3,4,3,3,4,4,3,4,2,3
5/11/2022 12:12,5/11/2022 12:24,0,208.118.224.214,100,682,1,2022-05-11T12:24:0,R_DAEHsKJlLNd5zd7,,,,,42.6351,-71.3014,anonymous,EN,3,1600040,4,4,4,4,4,5,4,3,4,4,4,4,4,4,5,4,4,4,4,3,5,5,3,3,3,4,4,3,4,3,3,3,3,4,2,4,5,4,4,4,5,4,4,3,3,4,3,4,2,2,2,2,5,4,3,3,5,5,2,4,3,2,2,2,3,3,3,3,3,3
4/12/2022 15:14,4/12/2022 15:36,0,50.207.254.138,100,1312,1,2022-04-12T15:36:0,R_110z6PuG6iwM8cF,,,,,42.14759827,-71.5318985,anonymous,EN,7,1850010,5,5,5,4,4,5,4,1,4,4,4,4,4,4,3,5,4,3,3,5,5,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,4,3,4,3,3,,3,,4,3,3,5,5,3,3,2,4,4,3,3,,,,5,3,3,2,3,5,5
5/12/2022 7:18,5/12/2022 8:45,0,208.118.224.218,100,5220,1,2022-05-12T8:45:0,R_2WGoD3n8pnS1m4a,,,,,42.6351,-71.3014,anonymous,EN,3,1600340,5,5,5,4,3,5,3,3,5,4,4,5,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,5,3,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,2,1,4,5,2,3,3,3,3,3,3,3,4,5,3,5
5/11/2022 15:17,5/11/2022 15:54,0,208.118.224.220,100,2210,1,2022-05-11T15:54:0,R_1CazwvESNv6JXbA,,,,,42.6351,-71.3014,anonymous,EN,3,1600036,4,4,4,5,4,4,3,1,4,4,4,4,2,3,2,3,4,3,3,5,4,5,3,4,3,3,4,3,4,3,3,4,3,3,4,3,4,3,3,3,3,2,2,3,5,4,4,3,3,4,3,4,5,2,2,2,2,4,4,4,3,3,3,2,4,4,2,2,3,3
5/11/2022 12:25,5/11/2022 12:38,0,66.31.218.224,100,734,1,2022-05-11T12:38:0,R_3a9uOTGvTZ0fubT,,,,,42.6283,-71.3311,anonymous,EN,3,1600015,4,4,3,5,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,4,3,3,4,2,2,5,2,3,3,4,3,4,3,3,4,3,4,5,2,2,1,4,3,3,3,3,3,3,2,3,3,2,3,3,3
5/11/2022 12:37,5/11/2022 17:19,0,172.58.189.78,100,16908,1,2022-05-11T17:19:0,R_WiGd8XZNRUeVwBP,,,,,38.8892,-76.9417,anonymous,EN,3,1600015,5,4,4,3,4,5,3,2,5,5,4,5,3,3,4,3,5,3,3,4,4,4,4,3,3,3,5,4,4,4,3,3,4,3,4,3,3,3,2,2,4,2,3,3,4,3,3,4,3,3,4,4,5,2,2,2,4,4,3,4,2,2,3,3,4,4,3,4,4,5
5/11/2022 13:36,5/11/2022 14:02,0,208.118.224.217,100,1577,1,2022-05-11T14:2:0,R_bpgDax0cCGvUqnn,,,,,42.6351,-71.3014,anonymous,EN,3,1600005,4,4,4,3,3,4,3,1,4,4,4,4,2,2,2,2,3,1,3,4,4,4,5,4,4,4,4,3,3,4,4,3,3,3,2,2,4,3,3,,4,2,3,3,4,4,3,4,3,3,4,3,5,3,,,4,3,,3,3,2,3,3,3,3,1,2,3,3
5/11/2022 13:51,5/11/2022 14:30,0,208.118.224.221,100,2343,1,2022-05-11T14:30:0,R_3KSAu5DNZNTHVCx,,,,,42.6351,-71.3014,anonymous,EN,3,1600075,5,4,3,5,5,4,4,2,4,5,5,5,4,4,3,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,3,3,,4,,,4,5,4,3,4,3,5,4,3,,3,2,4,4,3,4,1,2,2,4,3,3,4,5,,3
5/11/2022 15:06,5/11/2022 15:16,0,208.118.224.212,100,631,1,2022-05-11T15:16:0,R_2BhZgamj2rnO3Kg,,,,,42.6351,-71.3014,anonymous,EN,3,1600080,4,4,4,4,4,5,4,3,3,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,2,1,1,4,3,,3,2,2,2,3,3,3,1,1,2,2
5/11/2022 13:00,5/11/2022 13:33,0,208.118.224.212,100,1984,1,2022-05-11T13:33:0,R_1IgzURRTRCpxeYt,,,,,42.6351,-71.3014,anonymous,EN,3,1600030,5,5,5,4,4,5,4,2,4,4,5,4,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,5,2,5,5,5,4,4,4,4,4,5,4,4,3,3,1,4,4,4,5,3,3,2,4,4,4,3,3,3,3
5/3/2022 14:36,5/3/2022 14:41,0,50.207.254.128,100,304,1,2022-05-03T14:41:0,R_1fcK4PIJ9s1oCAG,,,,,42.1476,-71.5319,anonymous,EN,7,1850505,5,5,5,5,3,5,3,3,2,2,3,3,2,3,3,3,4,5,5,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,5,5,4,4,3,3,3,3,3,3,3,3,2,2,3,2,4,3,5,3,3,3,3,3,3,3
5/11/2022 9:34,5/11/2022 9:52,0,208.118.224.221,100,1054,1,2022-05-11T9:52:0,R_2SHxYQdLY112C1m,,,,,42.6351,-71.3014,anonymous,EN,3,1600360,5,5,5,2,4,5,3,4,5,5,5,5,3,4,3,3,4,3,3,5,5,5,5,5,5,3,3,4,4,3,3,3,4,4,4,3,5,3,4,4,4,2,3,3,4,4,4,4,4,4,4,5,4,2,2,3,5,5,4,5,4,4,4,3,3,4,3,4,3,4
5/11/2022 12:31,5/11/2022 20:37,0,71.232.125.195,100,29120,1,2022-05-11T20:37:0,R_10pIMQUvh2ir3qI,,,,,42.6283,-71.3311,anonymous,EN,3,1600015,4,4,4,4,4,3,3,2,5,4,4,4,3,3,3,4,5,3,3,4,4,4,4,3,4,4,4,3,4,4,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,3,3,4,4,4,4,4,5,2,2,1,4,4,2,4,2,2,2,2,3,3,3,3,4,4
5/11/2022 10:37,5/12/2022 10:03,0,208.118.224.220,48,84378,0,2022-05-19T10:3:0,R_29aVk3Okgi4FUth,,,,,,,anonymous,EN,3,1600040,,,,,,,,,4,4,4,4,2,2,3,2,,,,,,,,,,,,,3,3,3,3,,,,,,,,,4,3,3,3,2,2,2,2,,,,,,,,,1,2,1,2,,,,3,2,4,3,3,3,4
4/5/2022 19:37,4/5/2022 19:54,0,98.217.82.46,91,1052,0,2022-04-12T19:54:0,R_2XpnOLSdm4JkAPh,,,,,,,anonymous,EN,7,1850090,3,2,4,3,2,5,3,2,2,2,2,4,2,2,3,2,5,2,3,5,4,2,4,3,4,2,3,2,2,2,3,2,3,3,3,3,3,2,3,4,4,3,2,3,,,,,2,2,2,3,1,3,2,2,4,4,3,4,,,,3,3,3,2,3,3,3
4/5/2022 15:15,4/5/2022 15:23,0,50.207.254.116,100,441,1,2022-04-05T15:23:0,R_1Ini4TgrjjiiUUt,,,,,42.1476,-71.5319,anonymous,EN,7,1850090,4,4,3,3,3,5,3,3,4,2,2,2,2,2,2,3,,2,2,4,4,3,3,3,4,3,3,3,4,3,3,3,2,3,1,3,5,2,3,3,3,2,4,4,2,1,2,1,3,3,3,3,1,2,2,2,4,4,2,3,2,2,2,3,3,3,2,3,3,3
5/13/2022 8:05,5/13/2022 9:00,0,208.118.224.220,100,3259,1,2022-05-13T9:0:0,R_4HnAdWzlFOTicsF,,,,,42.6351,-71.3014,anonymous,EN,3,1600020,5,5,5,5,5,5,4,2,4,4,4,4,3,4,3,3,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,5,2,2,1,3,3,3,3,2,2,2,,4,4,2,3,3,4
6/16/2022 7:57,6/16/2022 8:11,0,208.118.224.216,100,847,1,2022-06-16T8:11:0,R_1lyKnBeQJMsFJMH,,,,,42.6351,-71.3014,anonymous,EN,3,1600505,5,5,5,4,4,4,3,4,5,5,5,5,4,4,4,4,5,3,4,5,5,5,5,5,5,,,4,4,4,4,4,4,3,5,4,4,5,3,4,5,2,,5,4,4,5,5,,,,,2,3,3,1,5,5,4,5,4,4,4,3,3,4,,,4,4
5/11/2022 15:14,5/12/2022 15:28,0,208.118.224.211,100,87274,1,2022-05-12T15:28:0,R_xeVTlc9NO523e3D,,,,,42.6351,-71.3014,anonymous,EN,3,1600036,4,4,4,5,5,5,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,4,4,3,3,4,4,2,3,3,4,3,3,3,3,4,4,4,5,3,3,5,3,4,,4,2,2,2,3,4,5,1,2,1,2
5/11/2022 14:23,5/11/2022 14:34,0,208.118.224.211,100,689,1,2022-05-11T14:34:0,R_1q87sB5Za1WuquN,,,,,42.6351,-71.3014,anonymous,EN,3,1600040,5,5,5,5,5,5,4,2,4,4,4,4,4,4,3,4,3,3,4,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,,,,,3,5,3,4,5,5,5,5,3,4,4,4,5,5,5,5,2,2,2,4,4,3,3,4,3,4
5/11/2022 15:14,5/11/2022 15:30,0,208.118.224.219,100,977,1,2022-05-11T15:30:0,R_SZF2yir1LIYXqa5,,,,,42.6351,-71.3014,anonymous,EN,3,1600036,5,5,4,5,4,4,4,3,4,4,4,4,3,2,4,5,5,4,4,4,5,4,4,4,4,4,4,2,5,4,4,4,4,4,5,3,3,2,3,2,4,4,3,3,4,4,3,2,4,5,4,4,2,3,3,3,5,5,4,5,2,2,3,4,3,4,3,3,3,4
4/5/2022 15:17,4/5/2022 15:26,0,50.228.77.92,100,533,1,2022-04-05T15:26:0,R_03tOWhLRZCupTPz,,,,,42.2853,-87.9532,anonymous,EN,7,1850090,3,4,4,3,2,5,4,3,3,4,4,4,3,3,3,3,4,1,4,4,3,4,4,3,4,3,3,3,3,4,4,3,3,3,3,2,1,2,2,3,3,2,3,4,2,,5,,4,3,4,4,5,2,3,1,3,3,2,3,,,,3,3,4,2,3,3,3
5/10/2022 10:40,5/10/2022 10:51,0,208.118.224.216,100,662,1,2022-05-10T10:51:0,R_3ly2EZjI9BXGx3L,,,,,42.6351,-71.3014,anonymous,EN,3,1600360,5,4,5,2,2,4,3,2,4,4,4,4,2,3,2,2,2,1,3,3,3,4,1,3,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,4,2,2,3,3,3,3,3,3,3,3,3,4,3,2,2,2,3,3,3,3,2,3,3,2,3,3,4,5,4,5
5/11/2022 8:48,5/11/2022 8:59,0,208.118.224.212,100,675,1,2022-05-11T8:59:0,R_bJxI4WXf72Heznz,,,,,42.6351,-71.3014,anonymous,EN,3,1600055,5,4,4,4,4,3,3,1,4,4,4,4,2,2,3,3,4,4,4,3,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,3,3,2,2,2,3,3,4,3,4,3,2,3,4,4,4,5,5,2,2,1,4,3,3,3,3,3,3,2,4,3,3,3,2,3
5/3/2022 14:26,5/3/2022 14:33,0,50.207.254.139,100,403,1,2022-05-03T14:33:0,R_33jWgfPcPBS04M3,,,,,42.1476,-71.5319,anonymous,EN,7,1850505,5,5,5,4,4,3,3,2,5,5,5,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,2,5,5,5,4,3,3,2,3,5,3,3,2,4,3,2,3,3,3,3,3,3,3,2,3,3,5
6/8/2022 10:42,6/8/2022 11:12,0,50.207.254.138,100,1826,1,2022-06-08T11:12:0,R_3h6jqksgCKEsJvS,,,,,42.1476,-71.5319,anonymous,EN,7,1850305,5,4,4,4,2,5,3,3,4,4,4,3,3,3,4,3,3,3,3,4,4,4,3,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,3,2,1,1,3,3,3,3,3,2,3,3,4,5,3,3,2,4,3,3,2,1,1,1,2,3,3,3,3,3,3
5/11/2022 12:15,5/11/2022 12:27,0,208.118.224.218,100,720,1,2022-05-11T12:27:0,R_1E6ZlA9lke0hPFg,,,,,42.6351,-71.3014,anonymous,EN,3,1600040,4,4,5,4,3,4,3,2,4,3,3,4,2,3,3,3,4,2,4,2,3,5,2,3,3,4,4,3,4,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,3,4,3,2,4,3,3,4,5,3,3,2,2,3,1,3,2,2,2,1,4,2,2,3,2,3
5/11/2022 13:48,5/11/2022 14:19,0,208.118.224.213,100,1903,1,2022-05-11T14:19:0,R_VQGYa5VPP7CeZKp,,,,,42.6351,-71.3014,anonymous,EN,3,1600075,5,4,5,5,5,5,5,2,4,4,4,4,4,3,4,3,5,4,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,3,4,4,4,4,5,5,5,4,5,4,4,4,4,3,3,5,5,5,3,3,1,4,4,2,4,3,3,3,3,4,3,3,3,3,4
5/11/2022 14:55,5/11/2022 18:12,0,73.47.134.16,100,11805,1,2022-05-11T18:12:0,R_1FIN1n3rPNpOniW,,,,,42.6283,-71.3311,anonymous,EN,3,1600360,5,4,5,5,5,5,5,3,4,4,5,4,3,4,2,4,3,4,5,5,5,5,5,5,5,3,3,4,4,4,4,4,5,5,5,3,3,3,4,4,5,5,4,3,4,4,4,4,4,4,4,5,3,2,2,2,5,5,5,5,4,3,3,3,4,4,4,4,3,3
5/11/2022 13:58,5/11/2022 14:22,0,208.118.224.221,100,1429,1,2022-05-11T14:22:0,R_1FUINeylSbHjgmR,,,,,42.6351,-71.3014,anonymous,EN,3,1600015,4,4,4,4,4,3,3,1,4,4,4,4,2,3,4,2,4,3,3,3,3,3,2,2,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,1,3,2,3,3,3,3,3,1,3,3,,,5,2,2,1,3,3,,3,3,2,2,3,3,3,,,3,4
3/1/2022 15:43,3/1/2022 16:15,0,50.207.254.134,100,1904,1,2022-03-01T16:15:0,R_1Dp8rDIMgSP2JrS,,,,,42.14759827,-71.5318985,anonymous,EN,7,1850075,4,5,5,5,4,3,4,,4,4,4,5,4,4,3,4,,,,4,4,5,4,4,4,,,4,5,5,5,5,,,,3,3,3,3,3,5,1,,,4,,5,,4,4,4,5,4,,,,5,5,,5,,,,4,3,2,,,,
5/3/2022 14:34,5/3/2022 14:56,0,50.207.254.133,100,1310,1,2022-05-03T14:56:0,R_3jcXXoi6uCrPRoa,,,,,42.1476,-71.5319,anonymous,EN,7,1850505,3,3,4,3,2,5,2,2,4,4,4,4,2,3,3,3,4,3,2,4,4,5,4,3,4,3,4,4,2,4,4,4,4,4,4,4,3,3,2,2,2,1,3,3,2,3,4,2,3,4,4,3,5,4,4,2,3,3,3,4,3,3,3,3,3,3,4,5,3,5
5/13/2022 9:34,5/20/2022 13:32,0,208.118.224.219,100,619067,1,2022-05-20T13:32:0,R_1OCehpDqv7MVpa1,,,,,42.6351,-71.3014,anonymous,EN,3,1600036,5,5,4,4,4,4,3,1,4,3,4,4,3,4,4,3,4,2,5,3,3,3,4,4,2,4,4,4,3,3,4,3,3,4,3,4,3,2,3,2,4,2,4,3,4,4,3,4,2,3,4,4,5,4,3,3,2,2,3,3,3,2,3,2,4,4,3,3,3,1
3/1/2022 15:51,3/1/2022 16:16,0,50.207.254.134,100,1464,1,2022-03-01T16:16:0,R_3NX473E8Dj6gKFE,,,,,42.14759827,-71.5318985,anonymous,EN,7,1850075,5,5,5,4,4,5,3,2,4,4,4,4,4,4,4,5,4,2,4,3,4,4,4,4,3,3,5,4,4,4,4,3,4,4,4,4,4,3,2,2,3,3,4,4,5,,4,,4,4,4,5,5,3,2,2,4,3,2,3,,,,3,4,3,2,2,3,3
5/11/2022 12:13,5/11/2022 12:34,0,208.118.224.217,100,1272,1,2022-05-11T12:34:0,R_1FEXxkuL1rVTXUZ,,,,,42.6351,-71.3014,anonymous,EN,3,1600040,5,5,4,4,5,5,4,2,4,4,4,3,3,3,4,3,4,3,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,4,3,2,2,4,3,4,3,3,3,3,3,5,3,3,2,4,2,3,2,3,3,3,2,4,3,2,2,3,3
