StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,District,DESE ID,"Please select the month, day and year of your birthday. - Month","Please select the month, day and year of your birthday. - Day","Please select the month, day and year of your birthday. - Year",LASID,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,gender,What is your gender? - Another gender or gender identity not listed above - Text,race,What is your race/ethnicity?(Please select all that apply) - Prefer to self-describe - Text,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
4/27/22 12:50,4/27/22 13:01,0,209.80.140.36,100,638,1,2022-04-27T13:1:12,R_3qdktIUKjJ7ULay,EN,4,2480305,11,11,108,36308,8,2,3,5,1,1,1,1,1,1,1,1,1,3,4,2,3,5,4,3,2,4,2,3,1,2,2,2,3,4,4,4,2,4,2,1,1,1,1,1,1,5,5,4,5,2,4,4,5,5,4,2,3,4,5,4,3,4,4,4,5,3,4,4,3,3,4,3,2,,5,,EN,,Science teacher,,
5/5/22 8:55,5/5/22 9:04,0,50.221.21.222,100,578,1,2022-05-05T9:4:48,R_3E4QyDnN7k29MSl,EN,8,3100305,11,15,110,88261,5,,,,,,,,,1,3,5,4,,,,,,,,1,1,1,2,,,,,,,,,3,1,3,3,2,2,5,1,2,4,3,1,4,3,5,5,5,5,4,1,2,3,2,2,2,1,3,3,4,1,3,1,3,4,2,5,2,,7,,EN,,,,
5/5/22 13:54,5/5/22 20:16,0,73.123.243.86,58,22955,0,2022-05-06T20:17:1,R_3qIDBj7WyI8Jyr9,ES,4,2480505,4,14,108,48150,9,5,5,5,3,4,1,3,4,,,,,,,,,3,4,4,,,,,,,,,,,,,1,3,2,4,,5,5,5,5,4,4,3,4,4,,,,,4,5,5,4,1,2,2,5,4,1,4,2,5,1,1,4,5,5,,,,,ES,maestro de matemÃ¡ticas,,,
5/5/22 13:04,5/5/22 13:31,0,209.80.140.32,100,1610,1,2022-05-05T13:31:41,R_cBnhrfEX3KbSvap,EN,4,2480505,12,12,105,32803,11,3,1,5,1,1,3,2,4,3,5,1,4,3,5,4,4,3,2,4,1,1,1,1,2,2,3,1,2,2,4,2,5,1,2,5,3,2,4,5,2,3,5,4,4,1,5,4,4,5,1,2,2,2,3,2,2,2,2,3,5,4,4,1,4,1,1,2,2,,,,EN,,,,English teacher
5/5/22 13:04,5/5/22 13:15,0,209.80.140.32,100,665,1,2022-05-05T13:15:6,R_01duaLOZ2jfTVjH,EN,4,2480014,3,15,108,35037,9,2,1,2,5,3,4,5,5,5,5,4,5,3,3,4,2,3,1,5,3,1,2,4,3,3,3,4,2,5,4,4,5,3,2,4,4,5,4,1,5,4,3,3,3,3,5,4,4,5,2,1,1,2,3,5,5,1,1,1,2,3,2,1,3,5,4,1,2,,4,,EN,,,,English teacher
4/29/22 9:18,4/29/22 9:46,0,50.205.154.86,100,1673,1,2022-04-29T9:46:17,R_32JS8LiPPU40d4Z,ES,4,2480056,6,22,112,46151,4,,,,4,1,1,4,4,4,3,1,3,4,5,4,4,4,4,1,,,,,,4,3,4,4,4,4,1,,,,,,,,,,,,,,1,5,3,5,4,,,,,,,,1,1,4,4,3,4,1,3,5,5,5,,,,,ES,,,,
4/26/22 7:59,4/27/22 8:01,0,209.80.140.38,100,86515,1,2022-04-27T8:1:10,R_Ce40NMIFSGke87v,EN,4,2480014,7,24,109,37514,8,2,1,1,2,1,3,2,4,1,1,1,1,4,3,3,2,1,1,1,5,2,4,,5,3,3,3,5,5,3,4,3,4,3,2,4,2,4,1,1,1,1,5,1,3,2,5,1,2,5,3,3,1,1,5,4,4,2,5,2,,3,3,2,1,3,2,1,,,,EN,,,Social Studies teacher,
5/5/22 13:06,5/5/22 13:31,0,209.80.140.32,100,1509,1,2022-05-05T13:31:28,R_d6ioXDfQkLzyrV7,EN,4,2480505,5,29,106,32556,11,1,2,2,5,5,5,5,5,5,5,5,5,2,2,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,2,1,2,4,3,3,3,2,5,5,5,5,1,1,1,5,5,4,5,4,5,5,3,4,3,4,1,,3,,EN,Math teacher,,,
4/26/22 9:15,4/26/22 9:31,0,50.205.154.86,100,961,1,2022-04-26T9:31:32,R_3lLyDik6TIE5v8L,ES,4,2480056,5,3,113,43844,4,3,2,3,1,2,4,2,4,2,1,5,2,1,3,2,1,3,5,4,4,4,3,4,5,5,5,5,4,3,5,2,5,5,5,2,4,1,3,2,5,1,1,2,2,2,2,4,2,3,5,4,4,1,2,1,3,2,1,3,5,4,5,1,3,2,3,3,2,,4,,ES,,,,
2/7/22 8:55,2/7/22 9:13,0,192.64.64.114,100,1093,1,2022-02-07T9:13:20,R_22xJrwhhhEe4Z1K,EN,5,2740115,,,,111008680,6,,,,,,,,,,,,,1,2,2,2,1,2,3,,,,,1,2,5,1,,,,,,,,3,3,5,4,4,5,4,5,4,5,3,5,4,3,5,3,1,2,2,5,5,5,3,3,3,3,2,3,1,1,2,2,2,2,,3,,EN,,,Social Studies teacher,
5/9/22 9:53,5/9/22 10:24,0,50.221.21.222,100,1898,1,2022-05-09T10:24:47,R_3nJAyA4R2pokBzj,EN,8,3100505,7,25,109,88548,8,,,,,,,,,5,4,1,5,,,,,,,,5,3,4,4,,,,,,,,,4,2,4,4,4,4,3,3,4,1,1,2,1,3,5,2,5,5,4,3,2,3,1,1,1,5,3,1,2,1,3,3,1,3,2,3,1,,"4,5",,EN,Math teacher,,,
5/10/22 12:16,5/10/22 12:46,0,50.221.21.222,100,1829,1,2022-05-10T12:46:43,R_3TY7bLC53tGzbpv,EN,8,3100305,6,7,112,86636,5,2,1,2,5,5,1,5,5,,,,,,,,,,,,,,,,,,,,5,5,4,5,,,,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,,,5,,3,5,1,,3,5,5,5,5,5,5,5,5,5,1,,"6,7",,EN,,,,
1/28/22 10:37,1/28/22 11:31,0,192.64.64.114,100,3205,1,2022-01-28T11:31:20,R_bmG7Suzdfm9Ja2B,EN,5,2740015,7,20,112,111010691,5,,,,,,,,,5,5,5,5,,,,,,,,2,3,3,3,,,,,,,,,5,1,5,5,5,5,5,5,5,5,4,4,3,4,4,4,3,4,5,2,3,4,1,1,1,5,5,2,5,2,5,3,3,1,3,3,2,,5,,EN,,,,
4/25/22 9:40,4/25/22 10:06,0,209.80.140.36,100,1588,1,2022-04-25T10:6:42,R_1N5ny2R9qzXQJYK,EN,4,2480305,1,15,111,39284,6,5,5,5,2,1,2,1,3,3,5,4,5,1,1,4,4,1,1,1,2,3,4,3,4,3,4,2,2,2,1,3,5,5,3,3,4,2,2,1,2,1,3,2,3,1,4,4,4,4,1,1,1,1,1,1,1,4,1,1,3,2,2,2,1,1,1,2,3,i go by all genders/pronouns,"4,5",,EN,Math teacher,,,
4/26/22 7:53,4/26/22 8:07,0,209.80.140.38,100,863,1,2022-04-26T8:7:54,R_1opckhzxuA6CsYo,EN,4,2480014,1,27,111,38939,6,1,1,1,3,1,3,3,2,2,3,5,2,1,1,1,1,1,1,5,4,3,3,3,3,4,4,2,1,1,1,3,4,4,5,4,1,1,1,2,1,3,4,5,3,1,3,5,3,3,3,1,2,4,1,4,5,1,1,4,3,1,3,1,1,3,5,2,1,,2,,EN,,Science teacher,,
5/3/22 12:31,5/3/22 12:42,0,50.221.21.222,100,657,1,2022-05-03T12:42:35,R_2XgnZrBF6iC0pYD,EN,8,3100305,9,3,110,2571,6,3,3,4,4,3,4,5,4,3,4,1,5,2,4,3,5,1,2,5,1,2,2,4,1,2,3,3,4,1,2,3,1,1,1,,,,,,,,,,,,5,4,4,5,2,1,1,2,1,2,2,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
4/25/22 9:17,4/25/22 9:33,0,50.205.154.86,100,925,1,2022-04-25T9:33:17,R_W2oXXsph8zX5keB,EN,4,2480056,9,27,112,42891,4,2,3,2,5,5,5,5,5,5,4,4,5,3,3,1,1,5,4,4,2,4,5,5,4,5,4,5,4,4,3,4,5,3,4,4,5,5,4,5,5,2,2,1,2,2,1,4,2,2,5,4,4,4,1,1,1,3,5,4,5,2,4,3,1,3,2,2,1,,6,,EN,,,,
4/29/22 12:31,4/29/22 12:41,0,209.80.140.36,100,569,1,2022-04-29T12:41:9,R_2SB1VbUekXygQ9e,EN,4,2480305,10,25,109,37532,7,1,1,1,1,1,1,3,2,3,2,5,1,1,4,2,1,1,2,1,5,5,4,5,3,2,5,2,4,3,1,4,1,5,4,3,4,3,2,1,3,1,2,3,1,1,1,5,2,5,3,1,2,1,1,1,1,3,3,3,4,3,2,1,2,3,4,3,1,,8,,EN,,,Social Studies teacher,
4/26/22 7:54,4/26/22 8:07,0,209.80.140.38,100,780,1,2022-04-26T8:7:57,R_OjtUKcl1hsjBZ17,EN,4,2480014,9,12,109,37560,7,2,3,5,1,1,2,1,2,1,1,2,1,3,3,3,3,1,1,2,1,2,1,1,1,1,3,3,5,3,3,5,2,4,4,1,2,1,1,1,1,4,3,2,3,1,5,4,4,5,1,2,2,3,4,3,5,5,3,4,5,2,5,2,2,1,4,3,2,,4,,EN,,,Social Studies teacher,
4/26/22 7:52,4/26/22 8:04,0,50.205.154.86,100,720,1,2022-04-26T8:4:16,R_z6XQk1Wr6807uWR,EN,4,2480057,10,14,109,39714,7,1,1,2,4,2,4,,4,4,,4,4,,,,,1,1,1,,1,1,1,1,1,1,1,,,1,,3,1,1,3,4,,3,,4,2,4,4,4,1,5,3,3,4,1,1,1,1,1,,5,,,2,1,1,1,1,1,1,1,1,2,,4,,EN,,,Social Studies teacher,
5/3/22 9:50,5/3/22 10:00,0,50.221.21.222,100,608,1,2022-05-03T10:0:52,R_pGEDkvLqP2eY8k9,EN,8,3100305,3,31,110,,7,,,,,,,,,,,,,1,1,1,,2,4,1,,,,,1,1,4,3,,,,,,,,1,5,5,4,4,4,1,1,1,1,1,2,4,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,2,,6,,EN,,,Social Studies teacher,
5/3/22 13:13,5/3/22 13:27,0,50.221.21.222,100,833,1,2022-05-03T13:27:12,R_27jVDqYfkGsdTIM,EN,8,3100305,7,27,111,86282,6,,,,,,,,,5,5,2,3,,,,,,,,5,4,1,1,,,,,,,,,1,3,1,5,4,5,5,3,5,1,3,4,2,3,4,3,3,3,1,2,1,3,4,3,4,5,5,4,1,2,3,4,4,3,5,4,2,,5,,EN,,,Social Studies teacher,
5/5/22 13:11,5/5/22 13:56,0,209.80.140.32,100,2722,1,2022-05-05T13:57:0,R_27WhNAAYwA9PZ5S,ES,4,2480505,5,30,105,48143Ynt,9,5,5,1,3,4,,4,4,1,3,3,3,5,3,5,4,4,4,5,4,4,3,4,5,4,5,4,5,5,5,5,5,5,5,2,3,3,2,3,2,2,2,4,1,5,1,5,3,5,4,4,5,5,1,1,2,1,3,2,4,1,5,4,1,4,3,5,2,,4,,ES,maestro de matemÃ¡ticas,,,
5/5/22 13:54,5/6/22 7:34,0,209.80.140.32,100,63622,1,2022-05-06T7:34:37,R_1OAG1SDCnPiqaHP,PT-BR,4,2480505,1,22,108,48073,9,3,1,2,5,4,4,4,5,5,4,3,5,5,4,4,4,5,5,5,5,4,4,4,,3,5,3,2,5,5,5,1,1,1,5,5,4,5,5,5,3,3,4,4,5,5,5,3,3,5,5,5,5,1,1,1,5,5,5,5,5,1,2,2,4,3,5,2,,,,PT-BR,,,,Professor de InglÃªs
4/28/22 12:35,4/28/22 13:09,0,50.205.154.84,100,1988,1,2022-04-28T13:9:4,R_2WBbbWuxvc4ASQB,EN,4,2480035,8,12,113,42802,4,4,5,5,4,1,2,5,4,4,4,5,5,1,1,2,3,3,4,1,2,5,1,3,2,3,4,5,5,5,3,5,4,1,5,5,5,5,5,5,5,3,2,2,5,4,5,5,5,5,4,5,3,4,3,4,3,1,5,2,5,3,1,3,3,3,3,3,2,,3,,EN,,,,
5/5/22 13:09,5/5/22 13:12,0,209.80.140.32,57,217,0,2022-05-06T13:13:0,R_3jUnkXKh4pDjccc,EN,4,2480505,6,10,105,35789,12,,,,4,4,4,4,4,,,,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,Math teacher,,,
5/5/22 13:01,5/5/22 13:18,0,209.80.140.32,100,969,1,2022-05-05T13:18:8,R_1Ow5R880BSAFtUy,EN,4,2480505,9,28,107,47458,9,3,3,5,4,2,4,3,5,4,5,3,5,3,4,3,3,3,5,2,3,4,3,4,2,2,2,2,3,2,5,3,3,4,1,4.00,5.00,5.00,4.00,5.00,5.00,1,2,2,4,1,5,3,4,5,4,1,1,3,1,1,1,1,1,3,4,2,4,1,1,1,1,3,2,,"4,5",,EN,,Science teacher,,
5/6/22 8:46,5/6/22 9:16,0,50.205.154.88,100,1816,1,2022-05-06T9:16:48,R_1KjyiNCjle9Uinu,EN,4,2480013,3,2,113,38626,4,3,5,2,5,1,5,5,5,5,5,5,5,5,4,4,5,1,5,1,2,5,1,5,5,3,5,2,3,5,4,3,1,4,5,5,5,4,5,5,5,5,5,5,4,2,4,5,5,5,5,5,5,5,3,4,1,5,1,5,5,4,5,2,3,5,5,4,2,,4,,EN,,,,
5/5/22 13:05,5/5/22 13:24,0,209.80.140.32,100,1125,1,2022-05-05T13:24:7,R_3rSAQccOsyubPUZ,EN,4,2480505,3,19,108,35462,9,1,1,2,5,2,1,4,4,5,5,4,5,2,2,2,4,1,3,3,3,4,2,4,2,4,3,2,5,5,4,5,1,1,1,4.00,5.00,5.00,3.00,2.00,4.00,5,5,3,5,2,4,3,4,4,2,1,1,1,2,3,1,2,2,2,2,3,3,5,4,2,4,3,2,,"3,5",,EN,Math teacher,,,
5/5/22 13:05,5/5/22 13:34,0,172.58.223.98,100,1770,1,2022-05-05T13:34:49,R_3frDHfkQHLhhx0T,EN,4,2480505,8,5,105,43035,10,4,4,1,5,5,,5,5,5,5,4,5,4,3,5,5,5,5,5,3,2,3,3,5,5,5,5,5,5,4,5,2,4,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,3,2,3,1,1,1,1,2,5,5,4,5,1,5,3,5,3,,,4,,EN,,,,English teacher
4/25/22 12:37,4/25/22 13:11,0,50.205.154.84,100,2035,1,2022-04-25T13:11:49,R_SDz4YhGeKjkzM1X,EN,4,2480035,3,18,113,45700,4,4,5,5,3,2,2,3,2,1,2,2,1,1,2,3,3,1,1,1,2,2,1,2,2,5,1,4,1,1,1,2,2,2,1,4,4,3,2,1,3,1,3,1,2,1,5,5,3,5,1,1,1,1,4,5,5,1,1,1,2,1,1,1,1,1,1,1,2,,7,American Salvador,EN,,,,
2/10/22 11:42,2/10/22 11:52,0,192.64.64.114,100,643,1,2022-02-10T11:52:59,R_1LRs93s0tF7LTWq,EN,5,2740075,1,11,110,111015722,7,1,1,3,5,5,4,5,3,5,4,5,5,4,5,5,5,1,3,2,2,4,5,5,5,4,5,4,5,4,5,5,5,5,5,,,,,,,,,,,,3,3,3,5,5,3,4,5,2,1,1,,,,,,,,,,,,2,,"4,5,7",I am portugese by the way the food in my school sucks,EN,Math teacher,,,
2/7/22 8:51,2/7/22 9:06,0,192.64.64.114,100,914,1,2022-02-07T9:6:41,R_1jiYLqsyLxG8iGh,EN,5,2740115,1,,,111009837,6,1,1,1,1,1,4,3,4,2,3,3,4,2,2,3,2,1,1,2,5,3,1,5,1,2,5,1,1,1,1,3,1,1,1,,,,,,,,,,,,2,5,1,5,1,1,1,2,1,1,3,,,,,,,,,,,,2,,"6,7",,EN,,,Social Studies teacher,
2/18/22 13:44,2/18/22 13:52,0,192.64.64.114,100,480,1,2022-02-18T13:52:49,R_sRUoD9laOvRK8jT,EN,5,2740083,8,21,109,111007486,7,3,1,3,1,2,2,3,3,4,3,3,3,1,3,3,4,1,1,2,3,5,5,3,3,2,2,4,5,5,2,2,5,1,5,,,,,,,,,,,,5,3,3,5,1,4,1,1,3,1,1,,,,,,,,,,,,1,,2,,EN,,Science teacher,,
5/9/22 9:47,5/9/22 10:01,0,174.242.138.41,85,815,0,2022-05-10T10:1:10,R_3KDFqmNLHsmBzGN,EN,8,3100505,2,17,108,84751,9,,,,4,5,3,3,4,4,4,4,4,,,,,,,,5,5,5,5,1,4,2,2,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,1,1,1,2,3,,,,,EN,,Science teacher,,
4/25/22 7:07,4/25/22 9:38,0,50.205.154.84,100,9059,1,2022-04-25T9:38:39,R_3KIyNnxLtMcUyT4,EN,4,2480035,7,13,114,40168,3,5,,,3,,,,,4,,,,,,,5,,5,,,,,1,,,,5,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,,,3,,,5,,2,,7,amarican,EN,,,,
4/27/22 10:11,4/27/22 10:15,0,209.80.140.36,100,256,1,2022-04-27T10:15:24,R_31RU3aVHPjabOlR,EN,4,2480003,4,8,114,43234,3,4,,,1,,,,,3,,,,,,,4,,5,,,,,2,,,,5,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,,,3,,,5,,,,,,EN,,,,
4/29/22 9:27,4/29/22 9:39,0,209.80.140.36,100,747,1,2022-04-29T9:39:44,R_1Y2tKRHVCZ9EZbP,EN,4,2480003,12,7,111,Liam goodwin ,5,4,,4,,,5,,,3,,,,,,,,,,,,,,5,,,,4,,,,5,1,,,2,2,1,2,,2,,,,,,,,,,,3,,,,,,1,,3,2,3,2,1,,1,,,2,,,,EN,,,,
2/15/22 10:17,2/15/22 10:26,0,192.64.64.114,100,560,1,2022-02-15T10:26:29,R_3HqsYjVak84b99y,PT-BR,5,2740505,7,18,107,111017710,9,1,,,3,5,4,3,5,5,5,4,5,3,3,2,3,2,2,2,3,5,3,2,5,5,5,5,5,5,5,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,3,5,5,5,5,2,,"8,7",,PT-BR,,Professor de CiÃªncias,,
2/15/22 10:13,2/15/22 10:21,0,172.58.219.156,100,457,1,2022-02-15T10:21:1,R_3R7VQeUwuIcp59P,EN,5,2740505,8,10,106,111005787,11,1,1,1,5,3,5,5,5,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Quandale dingle,7,Romani,EN,,,,English teacher
5/3/22 13:18,5/3/22 13:22,0,50.221.21.222,100,249,1,2022-05-03T13:22:52,R_uamDHLFLqoWnHwJ,EN,8,3100305,10,4,109,85912,7,,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,,5,,EN,,,Social Studies teacher,
2/15/22 10:15,2/15/22 10:21,0,192.64.64.114,100,360,1,2022-02-15T10:21:30,R_1q8oVdRm9XlxTj0,H-CRE,5,2740505,5,9,105,111015638,11,,,,,,,,,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,2,,8,,H-CRE,,pwofesÃ¨ Syans,,
5/9/22 9:59,5/9/22 10:06,0,172.58.216.36,100,397,1,2022-05-09T10:6:17,R_UaQzy9zooCxWYtb,EN,8,3100505,6,19,109,85022,8,1,1,2,4,2,3,3,4,5,3,4,5,2,3,2,1,3,2,2,5,5,4,5,3,2,4,4,3,1,3,3,5,5,5,,,,,,,,,,,,3,5,4,5,3,2,2,2,1,1,1,,,,,,,,,,,,1,,8,,EN,,Science teacher,,
4/28/22 9:04,4/28/22 10:20,0,50.205.154.84,100,4584,1,2022-04-28T10:20:51,R_2ttKjCkGae4KIm2,EN,4,2480035,7,12,112,40614,5,1,1,4,4,3,4,5,3,5,5,2,5,1,1,3,1,1,1,2,3,1,3,2,3,2,2,1,3,3,5,4,1,3,1,3,3,5,4,5,5,3,3,3,3,1,4,3,3,5,3,1,2,3,4,5,5,1,1,3,2,2,3,4,4,1,1,3,1,,5,,EN,,,,
4/25/22 10:16,4/25/22 13:05,0,50.205.154.84,100,10142,1,2022-04-25T13:5:57,R_3LZPBNDNxXUQZEC,EN,4,2480035,9,16,112,46228,4,5,5,5,4,2,4,2,5,5,5,5,4,2,5,5,3,2,2,2,1,2,1,4,3,4,3,4,3,2,2,2,5,5,5,5,4,4,2,3,5,2,3,2,5,2,5,5,3,4,5,2,3,3,3,1,1,2,2,1,2,2,3,1,1,3,2,3,1,,"4,5",,EN,,,,
5/5/22 13:02,5/5/22 13:11,0,209.80.140.13,100,513,1,2022-05-05T13:11:10,R_bpHszNrBNZNQLWF,EN,4,2480505,9,17,104,32981,12,1,1,2,5,5,5,5,5,3,3,4,3,1,1,2,1,1,1,1,3,3,3,3,4,4,4,4,5,5,5,5,2,2,1,3,3,3,3,3,3,3,3,2,4,2,2,5,2,3,5,1,3,3,1,1,1,2,2,3,3,3,3,1,1,1,1,1,1,,2,,EN,,Science teacher,,
2/15/22 10:20,2/15/22 10:25,0,172.58.222.249,100,302,1,2022-02-15T10:25:41,R_2ql056lsYx43d0g,EN,5,2740505,9,11,105,111004982,11,3,3,2,2,4,4,4,3,5,4,2,4,1,1,1,1,4,3,,2,3,3,5,4,1,3,4,1,2,5,1,3,1,1,5,4,4,2,4,5,4,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,2,,1,,EN,,Science teacher,,
4/27/22 13:28,4/27/22 13:42,0,209.80.140.36,100,828,1,2022-04-27T13:42:37,R_rpbantVgffsEMql,EN,4,2480305,2,16,109,45670,8,3,5,4,1,2,4,1,3,4,2,2,4,3,3,4,3,2,3,1,2,5,3,5,1,2,2,4,5,1,5,4,5,1,1,5,4,3,3,2,3,2,5,1,5,1,3,5,4,4,3,1,3,1,1,3,1,4,2,5,3,2,4,3,1,1,2,3,2,,4,,EN,,,,English teacher
5/5/22 13:03,5/5/22 13:11,0,209.80.140.32,100,492,1,2022-05-05T13:11:51,R_12bDkQBUL7J0Je8,EN,4,2480505,12,23,105,33222,11,2,3,4,4,1,1,2,2,4,3,2,4,4,4,4,4,2,1,2,3,2,2,5,4,2,2,3,5,1,2,4,5,4,1,3,4,1,4,2,5,5,4,5,4,2,5,3,3,5,5,2,4,4,4,1,1,1,1,5,2,3,1,2,5,2,1,3,1,,4,,EN,,,,English teacher
4/29/22 8:26,4/29/22 8:37,0,209.80.140.36,100,668,1,2022-04-29T8:37:22,R_OrQOdmyMdI3XzMZ,EN,4,2480305,8,10,110,43805,7,4,2,3,2,3,3,4,4,5,5,3,4,2,3,5,4,1,1,5,4,5,5,5,2,3,3,3,3,3,5,3,5,3,1,2,4,3,3,1,3,3,4,1,3,3,5,4,4,5,5,1,1,1,1,1,1,2,3,3,5,1,2,2,1,2,1,3,3,i use all pronouns,4,,EN,,,,English teacher
5/5/22 13:07,5/5/22 13:15,0,209.80.140.32,100,490,1,2022-05-05T13:15:20,R_2QxOrcGowgiQ1qW,EN,4,2480505,11,17,106,42439,9,3,3,5,1,3,4,1,4,5,5,2,3,4,5,4,4,1,3,1,3,5,5,5,3,4,5,4,4,4,4,5,4,5,1,4,3,4,5,2,3,4,4,3,5,1,4,4,3,5,5,1,1,4,4,2,2,1,4,5,5,5,5,1,4,1,4,4,2,,4,,EN,Math teacher,,,
5/5/22 13:01,5/5/22 13:19,0,209.80.140.32,100,1038,1,2022-05-05T13:19:5,R_2e2yk0EInIm94bp,EN,4,2480505,4,28,108,35109,9,3,3,4,4,2,4,3,4,4,5,5,5,1,4,3,2,2,1,1,4,5,5,5,5,5,4,5,4,5,2,5,1,2,2,4,5,5,4,5,5,4,4,3,3,2,4,4,4,4,5,1,4,5,4,1,2,2,2,2,5,1,5,1,5,3,4,3,2,,5,,EN,,,,English teacher
4/25/22 9:23,4/25/22 9:32,0,209.80.140.36,100,526,1,2022-04-25T9:32:35,R_1Ho6blQwunufgtn,EN,4,2480003,5,5,111,41421,5,1,3,5,3,2,3,1,3,3,2,2,1,2,2,1,1,4,3,3,2,3,2,2,5,3,4,2,2,2,2,1,1,4,5,5,,3,1,2,1,5,1,,3,2,1,5,1,2,2,3,5,1,3,5,5,3,2,1,3,4,5,1,4,1,5,2,2,,"3,6",,EN,,,,
2/28/22 8:38,2/28/22 9:01,0,192.64.64.114,100,1392,1,2022-02-28T9:1:43,R_3n6HMLVw9EAHcwn,EN,5,2740087,3,28,113,111011292,4,4,3,2,3,2,3,4,3,5,4,5,4,3,2,1,1,5,5,5,3,2,4,2,3,3,2,3,1,1,2,1,2,4,3,,,,,,,,,,,,4,5,5,5,5,3,5,4,2,1,1,,,,,,,,,,,,2,,4,,EN,,,,
4/27/22 7:52,4/27/22 8:19,0,209.80.140.38,58,1638,0,2022-04-28T8:19:47,R_1j823BSiUxuRgu2,EN,4,2480014,1,8,110,34694,6,4,4,4,4,5,5,4,4,3,5,5,4,5,2,5,5,3,5,3,3,2,1,3,,,,,4,3,2,2,1,3,1,3,5,4,3,4,3,5,2,2,5,2,1,5,2,5,,,,,2,2,1,,,2,4,2,5,2,1,1,4,2,,,,,EN,,,,English teacher
4/26/22 7:56,4/26/22 8:17,0,209.80.140.38,100,1250,1,2022-04-26T8:17:42,R_p3KH1NBkHCKM2Wd,EN,4,2480014,3,3,111,37470,6,4,5,5,2,1,1,1,1,2,3,4,2,2,5,4,3,1,1,1,1,3,2,1,3,1,2,2,3,2,2,2,2,2,2,4,3,4,2,1,4,3,3,2,3,2,5,4,5,5,,1,1,1,1,4,5,1,5,2,2,1,2,2,2,5,1,1,1,,5,,EN,Math teacher,,,
4/29/22 9:23,4/29/22 9:47,0,50.205.154.86,100,1420,1,2022-04-29T9:47:29,R_ym5px09lJPTREfn,ES,4,2480056,1,17,112,46639,4,1,2,5,2,1,2,3,4,,,,,,4,3,5,4,5,4,3,5,5,4,,,,,5,5,4,5,,,,,,,,,,2,5,3,4,2,1,,3,3,4,4,5,4,5,1,1,,,,,,,5,2,4,3,5,,,,,ES,,,,
4/29/22 10:45,4/29/22 10:59,0,209.80.140.36,100,804,1,2022-04-29T10:59:0,R_2yfG2kEmvBozmCU,EN,4,2480003,7,24,113,41844,4,1,1,1,4,2,3,3,4,2,4,5,4,3,4,3,1,1,2,1,2,2,1,2,1,4,1,3,2,1,2,2,1,1,1,4,4,4,5,2,5,5,4,3,4,1,3,5,4,5,2,3,1,1,1,1,2,4,4,4,2,3,1,1,1,3,2,4,1,,5,,EN,,,,
