StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,What district is your school in?,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,"If there is anything you would like us to know about your school that we did not ask about, please tell us.",How easy to understand were the questions?,How interesting were the questions?,Please give us any additional feedback about the survey.,
6/8/22 13:05,6/8/22 14:48,0,50.205.154.86,100,6168,1,2022-06-08T14:48:36,R_31N4lLPkJXwHd5Z,EN,4,2480056,5,5,4,2,2,2,1,2,5,5,4,5,1,2,2,1,3,3,1,1,1,1,3,3,2,3,3,2,2,3,2,2,3,4,2,2,3,2,3,3,3,2,3,3,5,4,4,4,4,4,4,4,3,1,1,1,3,3,1,3,2,3,3,2,2,2,2,2,2,2,,,,,
4/25/22 19:05,4/25/22 19:26,0,73.119.10.89,100,1280,1,2022-04-25T19:26:23,R_3QSrZQoYabUHsV0,EN,8,3100505,4,4,4,2,2,2,1,1,4,4,5,3,1,1,2,1,2,1,2,1,3,2,2,3,2,3,4,4,3,4,3,3,1,1,3,3,3,4,3,2,3,4,2,2,3,3,1,2,4,4,2,4,3,2,2,1,3,1,2,2,2,1,2,2,2,1,4,5,4,5,,8,6,,
5/25/22 9:10,5/25/22 10:06,0,192.64.64.114,100,3400,1,2022-05-25T10:6:55,R_1ihzmyCNDKszRfp,EN,5,2740083,5,4,4,2,2,5,1,1,5,5,5,5,2,2,2,2,2,1,2,5,5,5,3,3,4,4,3,5,4,3,4,4,3,3,3,2,4,2,3,4,4,2,4,4,3,4,4,3,2,3,3,4,3,2,2,1,3,4,4,3,3,3,3,2,2,3,1,3,2,3,,8,,,
6/8/22 11:46,6/8/22 12:29,0,50.205.154.92,100,2591,1,2022-06-08T12:29:22,R_1oBBrDQ31Pf07RL,EN,4,2480050,5,4,5,4,4,4,4,4,5,5,5,5,5,4,5,4,4,3,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,5,2,2,3,3,1,4,2,1,3,2,5,3,3,4,4,4,4,5,5,2,1,2,4,4,4,4,2,2,2,4,3,3,1,2,3,3,,6,4,,
6/8/22 14:02,6/8/22 14:17,0,107.122.189.12,100,916,1,2022-06-08T14:17:57,R_1CdUGM7X2Ov93wZ,EN,4,2480014,5,5,5,1,2,4,3,2,5,4,4,5,4,4,3,4,5,5,4,2,2,2,2,3,3,3,3,3,3,3,2,2,2,1,2,3,3,3,3,5,4,5,4,4,4,3,4,3,2,2,4,4,2,2,2,1,2,3,2,1,2,3,3,1,3,3,4,5,3,3,,5,7,,
6/8/22 14:26,6/8/22 14:36,0,50.205.154.88,100,634,1,2022-06-08T14:36:52,R_3jVxw4RCGffG89J,EN,4,2480013,5,5,5,3,3,3,1,1,5,5,5,5,4,3,1,2,4,4,4,3,3,3,3,3,3,4,4,5,4,4,5,4,3,2,2,4,4,4,3,3,4,2,4,4,4,3,4,3,2,2,3,,3,1,2,2,4,2,2,2,3,3,3,3,4,4,1,1,2,2,,9,4,,
5/10/22 11:36,5/10/22 11:40,0,192.64.64.114,100,261,1,2022-05-10T11:40:43,R_ZJobcWoOefqbOZb,EN,5,2740005,5,5,5,5,3,5,4,1,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,3,3,5,4,5,4,3,5,5,5,,5,,4,4,5,5,4,2,2,1,4,4,2,2,,,,4,5,4,1,2,3,4,,8,8,9,
6/8/22 12:28,6/8/22 12:40,0,107.122.193.6,100,732,1,2022-06-08T12:40:19,R_3CDT0d7nT8j11sk,EN,4,2480505,5,5,5,2,2,5,1,1,4,4,4,3,3,3,2,2,4,2,3,4,3,4,3,1,2,4,4,4,4,3,4,4,2,2,3,2,2,1,3,2,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,2,3,3,3,3,3,3,3,5,5,5,,3,3,,
6/8/22 12:36,6/8/22 13:04,0,209.80.140.32,100,1648,1,2022-06-08T13:4:6,R_1f1p1itoqgXAifZ,EN,4,2480505,4,4,4,4,3,5,1,,5,5,5,3,3,4,4,3,2,2,3,5,5,5,2,2,4,3,3,4,3,3,3,4,3,3,2,3,3,4,3,4,4,3,4,2,,,,,2,3,5,2,1,2,2,1,3,2,2,2,,,,4,4,3,3,5,1,5,"Where are questions about the effectiveness of the central office?  If this survey is supposed to drive change and decisions then all blame is placed on the principal, teachers, and support staff.  ",1,3,1,
5/10/22 14:51,5/11/22 12:42,0,100.0.77.48,100,78633,1,2022-05-11T12:42:28,R_1PaXjHMePHVZNcZ,EN,5,2740505,5,4,4,3,3,5,2,,,,,,2,3,2,2,,,,2,2,3,,,,2,3,2,3,3,3,2,,,,2,2,3,1,3,3,1,3,1,,,,,,,,,5,2,2,1,3,2,1,3,,,,,,,1,5,1,4,"At our school, there is a huge disparity between those that have and those that do not.  The school and teams are quick to punish and not fully support students and families and listen to their point of view.  There is a lot of talking about E&I and less walking the walk.",5,5,5,
6/8/22 13:09,6/8/22 13:28,0,209.80.140.36,100,1173,1,2022-06-08T13:28:38,R_1g5yK7hUt6VacxM,EN,4,2480305,4,4,4,5,5,5,5,3,5,3,4,5,4,3,4,4,4,5,5,5,4,5,5,5,4,2,2,1,2,2,2,1,4,4,4,4,4,4,4,3,3,1,3,2,3,4,3,4,4,5,3,5,3,,,2,3,3,3,,2,2,2,4,3,5,3,3,4,5,make time for specialized electives in the daily schedule - we need electives,7,5,,
6/8/22 13:52,6/8/22 13:57,0,209.80.140.38,100,293,1,2022-06-08T13:57:53,R_21zUzEtqv7IH1dN,EN,4,2480014,5,4,5,3,4,5,2,2,4,3,3,4,2,2,2,2,4,3,3,1,1,3,2,2,1,3,3,2,3,3,3,3,4,4,4,2,2,1,1,3,2,1,3,2,4,4,4,4,4,4,4,4,3,1,1,1,3,3,2,2,3,3,3,5,4,4,3,4,1,4,NA,3,3,N/A,
4/25/22 13:04,4/25/22 14:13,0,50.221.21.222,100,4146,1,2022-04-25T14:13:43,R_1Fr2pfuLSUVNKSK,EN,8,3100505,5,5,5,4,4,4,3,,4,5,5,4,4,4,4,4,3,4,4,4,3,4,4,5,4,2,3,3,2,2,3,2,,,,2,4,4,3,4,4,3,3,2,,,,4,,,,,5,1,1,1,,4,,,2,2,2,2,2,1,3,4,3,3,,,,,
6/8/22 12:32,6/8/22 12:44,0,107.77.223.20,100,694,1,2022-06-08T12:44:31,R_3EM4jFPBfiAmF9M,EN,4,2480505,5,5,5,5,5,5,5,5,4,4,4,4,2,3,3,2,3,5,5,5,5,5,5,5,5,3,4,4,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,4,5,4,3,1,1,3,3,3,3,2,2,2,3,3,3,2,2,3,3,,5,,,
4/25/22 14:45,4/26/22 12:34,0,50.221.21.222,100,78564,1,2022-04-26T12:34:29,R_2w18ZzBAtIIp6eV,EN,8,3100505,5,5,5,5,5,3,4,4,5,5,5,5,1,1,1,1,3,5,5,5,5,5,5,4,5,4,4,4,4,3,4,4,4,4,4,5,5,5,5,3,4,3,4,4,4,5,5,5,5,5,4,5,5,4,2,1,4,5,3,5,3,4,4,3,3,5,3,4,3,4,,9,4,"Some questions are vague, e.g. ""How of then the students are bullied because of who they are?"". Anything that objectively describes a student (a physical or a character feature, cultural background ) is normally who they are. ",
5/11/22 8:38,5/11/22 8:49,0,192.64.64.114,100,635,1,2022-05-11T8:49:3,R_1fdZJBVrqWzxvcx,EN,5,2740505,5,5,5,3,4,5,3,1,4,4,4,4,2,3,2,3,3,4,5,3,2,2,4,4,4,2,3,4,4,4,4,3,4,4,5,1,3,3,4,4,4,2,4,4,4,4,4,4,5,5,5,5,5,3,3,2,4,4,3,4,1,1,1,3,3,4,4,4,1,4,,9,5,,
6/8/22 14:38,6/8/22 14:50,0,174.242.77.157,100,693,1,2022-06-08T14:50:21,R_3r2jajvvNMbwu1O,EN,4,2480056,5,5,5,3,3,5,4,2,4,4,5,5,4,4,5,4,5,4,5,3,3,3,4,4,3,3,4,4,4,5,4,4,3,4,3,3,3,2,3,2,3,2,4,4,4,4,4,4,4,5,5,5,5,1,3,1,4,3,3,3,2,3,3,1,4,4,1,1,2,2,,9,,,
6/8/22 11:24,6/8/22 12:08,0,50.205.154.92,100,2652,1,2022-06-08T12:8:41,R_3DjVV3FlCvH85GB,EN,4,2480050,5,5,4,5,4,4,5,3,4,4,5,4,4,4,4,4,4,3,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,4,3,4,4,4,1,5,5,1,4,4,5,4,4,3,4,4,4,5,5,4,3,1,5,5,4,5,2,2,2,3,3,4,1,1,3,3,,9,5,,
6/8/22 12:27,6/8/22 12:45,0,209.80.140.32,100,1061,1,2022-06-08T12:45:10,R_3G9QdAOQpMmkWtf,EN,4,2480505,5,5,5,2,2,4,1,3,5,5,5,5,2,2,3,2,2,1,2,5,5,3,2,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,1,1,3,2,4,4,3,3,2,3,4,3,4,4,3,1,2,2,3,3,2,2,3,3,3,2,3,3,1,3,1,3,,5,5,,
6/8/22 13:40,6/8/22 13:48,0,50.205.154.86,100,503,1,2022-06-08T13:48:37,R_1OqnRn6c1S5axo8,EN,4,2480056,5,4,5,4,,2,3,2,4,5,5,3,4,4,3,2,2,4,4,4,3,4,4,4,2,3,2,2,3,4,4,2,4,3,3,3,2,1,3,3,1,1,2,2,3,,3,,4,3,3,4,5,1,2,1,3,2,2,3,,,,1,1,2,2,2,3,2,no,4,3,1,
5/10/22 14:11,5/10/22 14:45,0,192.64.64.114,100,2060,1,2022-05-10T14:45:54,R_24Bi4dCeFJ4ULec,EN,5,2740115,5,4,4,3,2,5,3,,,,,,2,2,3,3,,,,4,5,4,,,,3,4,1,3,4,3,2,,,,3,3,2,3,3,4,1,3,2,,,,,,,,,5,5,3,4,3,2,1,2,,,,,,,2,3,1,3,We need more staff. I rotating para for 1st grade. We need a permanent social worker whose caseload is 15 students and supports family needs. ,9,5,6,
4/30/22 19:08,4/30/22 19:32,0,24.60.213.41,100,1423,1,2022-04-30T19:32:20,R_1oGtqMQVAbLx3xp,EN,8,3100003,5,5,5,3,3,3,2,1,4,4,4,4,2,3,2,2,2,1,1,2,4,3,2,3,2,4,4,4,4,4,4,3,3,3,2,3,4,2,2,4,5,1,1,4,4,3,4,2,3,3,3,3,5,4,3,1,4,4,3,4,4,3,4,2,4,4,1,1,3,3,Communication has been lacking in the school. Input from teachers rarely happen and our voices are not always heard and when they are the response is only to pacify with rarely no results from administration.,7,6,,
6/10/22 10:11,6/10/22 13:00,0,50.205.154.84,100,10185,1,2022-06-10T13:0:56,R_3ipPqL5DnL38LKV,EN,4,2480035,4,4,4,5,5,5,5,2,3,3,3,3,1,1,1,1,5,4,5,5,5,5,3,2,3,3,4,4,4,3,4,3,3,4,2,4,4,3,3,5,3,2,3,4,,,,,3,4,4,4,2,3,1,2,5,4,4,4,,,,3,4,3,3,4,3,4,,8,6,2,
6/8/22 13:12,6/8/22 13:18,0,209.80.140.36,100,344,1,2022-06-08T13:18:2,R_2rSg5WRqwjAnmr4,EN,4,2480305,5,5,5,4,4,4,4,,,,,,3,3,3,3,,,,5,5,3,,,,1,1,1,3,3,3,2,,,,3,5,3,4,4,4,4,5,4,,,,,,,,,5,3,2,2,5,4,4,4,,,,,,,3,3,3,3,,5,5,5,
6/8/22 12:32,6/8/22 12:40,0,209.80.140.32,100,506,1,2022-06-08T12:40:51,R_2SpF1Ht9czJL5Bx,EN,4,2480505,4,5,4,3,2,5,3,1,5,5,5,4,2,2,2,2,3,3,3,4,5,5,4,4,4,3,3,4,3,3,4,3,3,3,4,2,2,3,1,2,3,2,3,2,3,4,4,4,4,4,4,5,5,1,1,1,3,3,3,3,3,3,3,3,3,3,5,5,3,5,The teacher culture is toxic,6,6,"The questions about how much time a student ""could"" spend doing physical activity or art, are confusing.  A senior could sign up for an art elective and spend 7 hours a week doing art.  A freshman does not have room in their schedule for that.  I think those questions should be re-worded.",
6/8/22 12:37,6/8/22 12:53,0,50.205.154.83,100,949,1,2022-06-08T12:53:18,R_ALsjNHM3ZnizS37,EN,4,2480035,4,4,4,5,4,3,3,2,5,5,5,5,1,4,1,3,4,4,4,4,4,4,4,4,2,3,4,3,3,3,3,2,4,3,4,3,2,2,4,4,4,4,4,4,3,,3,,4,4,5,4,5,1,1,1,4,4,4,4,,,,3,3,1,2,2,4,5,,9,5,6,
6/8/22 12:28,6/8/22 12:36,0,172.58.219.53,100,463,1,2022-06-08T12:36:4,R_2zIyitXgOWRQ4ZT,EN,4,2480505,4,4,4,3,2,5,2,1,4,4,4,4,1,1,1,1,2,1,2,3,5,2,1,2,3,2,2,3,3,2,3,3,2,1,1,3,3,3,2,2,2,1,2,2,1,3,1,1,3,4,3,4,3,1,1,1,2,2,1,2,1,2,2,2,2,2,2,3,3,5,"Why we continue to insist that policy changes that have damaged the school climate and culture will work in spite of substantial evidence that they are failing. Why leadership is tone deaf to the concerns consistently voiced by teachers regarding attendance, detracking, and grading. ",8,5,"Could have used fewer pandemic related questions since they were not relevant to this year or the next year of teaching, could have used more localized questions about Revere. ",
6/8/22 13:08,6/8/22 13:16,0,209.80.140.36,100,479,1,2022-06-08T13:16:46,R_3kCjchiOlYYRXvr,EN,4,2480305,5,5,4,3,2,3,4,2,4,3,5,4,3,4,4,4,5,4,4,5,5,5,4,4,4,3,3,2,2,2,2,2,2,3,1,3,3,1,3,2,4,3,4,3,3,3,4,3,4,4,4,4,3,1,1,1,3,3,1,3,2,1,2,3,3,2,3,3,4,4,,8,6,,
6/8/22 14:26,6/8/22 14:48,0,50.205.154.88,100,1275,1,2022-06-08T14:48:1,R_3PZjW88hnHc5hPG,EN,4,2480013,5,5,5,3,4,5,3,2,5,5,5,5,3,4,3,3,5,3,2,2,2,4,3,2,2,4,,2,,,,2,3,2,4,2,2,3,1,2,4,3,4,3,4,4,3,4,4,4,5,5,5,4,4,3,3,1,,3,2,2,2,3,3,4,3,3,2,3,"Teachers should be allowed to give more input. Principals and superintendent's office should send out open ended anonymous surveys to help improve school learning community.  Feedback surveys should be 1-2 a year.  Teachers are not trusted, teachers are locked outside with kids which is not safe.",5,,"Open response survey questions would be much more effective.
You are forcing people to put an answer.  My real answer is not listed.
These forced survey show invalid data.
Ask less questions and people should write in answers.  Then you can actually do something useful with the information. 
",
6/8/22 12:44,6/8/22 12:58,0,50.205.154.84,100,871,1,2022-06-08T12:58:46,R_1Kef2roueL2j3Xc,EN,4,2480035,5,4,5,3,3,4,3,1,4,4,5,4,2,2,3,2,5,3,4,1,1,3,2,2,2,4,4,4,4,4,4,4,2,3,2,3,4,2,2,3,4,2,1,,5,3,4,3,4,4,4,4,5,,3,2,4,2,2,2,4,3,4,3,4,2,3,5,3,5,I would like to see the choice Not applicable for questions I have no idea about. ,6,3,,
4/27/22 14:17,4/27/22 14:29,0,50.221.21.222,100,747,1,2022-04-27T14:29:44,R_2zwIXBTWKFyUvHO,EN,8,3100305,5,5,5,5,5,4,5,2,5,5,4,4,2,2,2,2,4,2,4,5,5,5,5,5,5,3,3,3,3,3,4,3,4,3,3,3,5,5,5,5,5,3,4,4,5,5,4,5,5,5,5,5,5,2,2,1,5,3,4,4,3,3,3,4,4,4,3,5,3,5,,8,3,,
6/8/22 13:04,6/8/22 13:28,0,50.205.154.89,100,1484,1,2022-06-08T13:28:48,R_e9etimzJdklTYYN,EN,4,2480025,4,4,4,5,2,5,4,1,4,5,4,3,3,2,3,4,5,2,4,4,4,5,3,3,2,4,4,4,3,4,4,3,3,3,3,4,3,3,2,3,4,1,1,4,5,3,4,4,4,4,5,5,5,3,2,1,4,2,2,2,1,2,2,,3,4,3,3,4,4,,4,5,,
6/8/22 13:12,6/8/22 13:20,0,50.205.154.86,100,424,1,2022-06-08T13:20:1,R_1ezu5mR9OZb03Hc,EN,4,2480057,5,5,3,5,4,5,4,4,5,5,3,4,4,3,4,3,4,4,4,5,5,5,3,3,3,2,5,3,3,2,3,2,3,3,1,3,5,2,2,2,2,1,4,3,3,3,3,3,3,3,2,3,4,2,2,2,2,2,2,2,3,3,3,4,3,3,1,4,1,4,,9,3,,
6/8/22 12:27,6/8/22 12:40,0,209.80.140.32,100,790,1,2022-06-08T12:41:0,R_10MDTv5fAYg43d4,EN,4,2480505,5,4,5,3,3,5,2,2,4,4,4,4,2,2,2,2,2,2,3,4,4,4,3,2,2,3,3,3,3,3,3,3,3,1,2,1,3,1,2,2,2,1,2,1,,,,,3,3,3,4,1,1,2,1,2,2,1,1,,,,2,3,3,4,4,4,4,,9,5,3,
6/8/22 13:44,6/8/22 13:55,0,209.80.140.36,100,644,1,2022-06-08T13:55:4,R_4YKTgqYM0A64L05,EN,4,2480003,5,5,5,4,4,2,4,1,4,4,4,4,2,4,4,4,5,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,4,2,2,4,2,1,2,4,1,1,2,3,1,3,1,3,3,4,4,5,2,2,2,5,4,4,4,3,3,3,3,2,3,3,3,2,2,,6,8,,
6/8/22 13:02,6/8/22 13:22,0,50.205.154.89,100,1227,1,2022-06-08T13:22:32,R_2qypQX48OiAsjK6,EN,4,2480025,5,5,5,4,4,5,3,2,5,5,5,5,2,3,3,2,4,4,3,4,4,4,3,3,3,3,4,4,4,3,4,3,2,2,2,4,4,3,2,2,3,2,3,3,3,2,4,2,5,4,4,5,5,2,2,2,2,3,2,3,3,3,3,3,4,3,1,2,1,1,,7,5,,
6/8/22 12:53,6/8/22 13:12,0,209.80.140.32,100,1086,1,2022-06-08T13:12:2,R_3qCqUcFxznxgBUr,EN,4,2480505,4,4,4,3,3,4,2,3,4,4,4,3,2,2,3,4,3,2,3,4,5,5,4,4,5,3,2,3,4,3,3,3,3,2,3,2,1,4,1,3,3,1,5,4,4,3,3,2,3,5,4,5,4,,,,2,2,1,3,3,2,2,3,3,3,1,5,5,5,,8,6,,
6/8/22 12:32,6/8/22 12:43,0,209.80.140.32,100,697,1,2022-06-08T12:43:52,R_1dgogzc7pZTdm2q,EN,4,2480505,5,5,5,2,2,3,2,3,4,4,4,4,3,4,3,2,4,4,3,2,4,3,,,,,,,2,,4,3,,,,2,3,2,,3,,,,,2,4,4,4,,,,,2,1,1,2,4,1,,2,,,,,,,,,4,,,4,4,,
6/8/22 13:10,6/8/22 13:35,0,50.205.154.89,100,1464,1,2022-06-08T13:35:21,R_1pxMvj0v0V8YXps,EN,4,2480025,5,4,3,4,4,4,4,3,4,4,5,4,1,1,1,1,4,1,3,3,2,3,3,3,2,4,4,2,3,3,4,4,4,3,4,2,2,1,1,2,4,3,2,2,3,3,4,2,2,2,2,3,5,3,3,2,5,5,3,5,3,3,3,2,2,2,3,4,3,3,EC should feel part of everything in the school instead of feeling left out,8,4,,
6/8/22 14:39,6/8/22 14:55,0,50.205.154.86,100,967,1,2022-06-08T14:55:18,R_8dfjwT8GyaZiNhv,EN,4,2480056,5,4,4,2,2,5,3,2,4,3,4,4,2,3,4,2,4,3,3,4,4,4,4,4,4,3,3,4,3,3,2,3,1,3,1,3,3,3,3,1,3,3,3,2,2,4,3,1,4,4,4,4,3,1,,1,4,3,2,2,1,2,2,2,2,2,1,1,1,1,,9,8,,
5/10/22 11:59,5/10/22 12:06,0,192.64.64.114,100,404,1,2022-05-10T12:6:3,R_1GZgtfqX7rtCQkA,EN,5,2740120,4,5,4,5,5,5,5,2,4,4,4,4,3,3,1,3,4,3,4,5,5,5,5,5,5,3,3,3,4,4,3,3,3,4,3,3,3,4,2,4,4,1,3,3,4,3,2,3,2,3,4,5,5,3,2,2,5,5,4,4,2,2,1,4,3,3,2,4,2,4,,7,7,,
6/8/22 14:38,6/8/22 14:50,0,50.205.154.83,100,683,1,2022-06-08T14:50:10,R_23UAm26nGSg942m,EN,4,2480056,5,4,4,5,5,5,5,3,5,4,4,4,2,4,4,4,5,3,2,5,4,4,5,5,3,4,4,4,3,4,4,3,2,4,2,3,3,3,3,1,4,2,3,4,4,5,3,3,4,4,4,4,5,2,2,1,5,4,2,2,2,2,3,4,4,4,3,3,1,2,,9,5,,
5/10/22 12:20,5/10/22 12:54,0,192.64.64.114,100,2031,1,2022-05-10T12:54:12,R_3NVrhV576c1DcDN,EN,5,2740111,5,4,4,3,4,5,4,3,5,5,5,5,2,4,3,4,4,4,4,1,2,1,3,2,1,3,3,3,4,5,3,3,3,3,3,3,2,2,2,4,4,1,3,2,5,5,4,4,4,4,5,5,5,4,4,3,5,4,3,3,3,3,3,3,4,4,2,3,5,4,"In early education, it is very difficult to provide them with the help they need because paraprofessionals are often substituting for other classes.  The district needs to step it up and have substitutes available for us.",8,6,,
6/8/22 13:00,6/8/22 13:12,0,50.205.154.89,100,721,1,2022-06-08T13:12:42,R_3qDxoIfQ5UULj1j,EN,4,2480025,5,5,5,4,4,4,3,3,5,5,5,4,3,3,3,3,5,3,5,4,4,5,3,3,2,3,4,4,4,4,4,4,5,5,4,2,2,1,1,3,4,2,3,2,5,4,4,4,2,2,2,2,5,3,2,1,4,4,3,3,2,3,3,3,3,4,4,5,3,4,,8,5,,
6/8/22 14:28,6/8/22 14:39,0,50.205.154.88,100,679,1,2022-06-08T14:39:42,R_ehT2pckNgGZDzpf,EN,4,2480013,5,4,5,3,4,5,3,1,4,4,4,5,1,1,4,2,3,5,4,4,3,4,4,4,3,,,,4,4,4,3,4,4,3,2,1,1,3,3,3,2,4,3,2,2,4,2,4,4,4,5,5,4,2,2,5,5,4,4,3,2,3,4,4,3,3,3,3,3,,9,5,,
5/6/22 10:03,5/6/22 10:16,0,50.206.93.226,100,753,1,2022-05-06T10:16:12,R_2wAL1FkAB7kc4gZ,EN,8,3100003,5,5,5,4,4,5,5,3,5,5,5,5,4,2,2,2,4,4,4,5,5,5,4,5,4,5,5,4,5,4,4,4,5,4,3,4,4,3,3,3,5,1,5,5,4,3,5,3,4,4,4,4,5,3,2,1,5,4,2,3,2,3,3,3,4,3,2,2,3,3,,5,5,,
6/8/22 12:31,6/8/22 12:50,0,209.80.140.32,100,1154,1,2022-06-08T12:50:27,R_aXeVHxJ37IF5VqF,EN,4,2480505,4,4,5,2,2,3,2,1,4,4,4,4,2,4,4,1,5,1,1,2,2,3,2,1,2,3,4,3,3,1,3,3,4,3,2,1,4,3,1,2,2,2,3,1,3,3,2,2,3,3,2,4,3,1,1,1,3,2,4,2,3,3,3,2,2,3,4,4,4,4,,6,4,,
6/8/22 12:47,6/8/22 13:10,0,209.80.140.32,100,1350,1,2022-06-08T13:10:13,R_AMcHHVgfKMXbOql,EN,4,2480505,4,5,5,4,2,3,1,2,4,4,4,3,2,2,2,2,4,1,3,3,3,5,2,4,1,4,4,3,3,2,4,2,3,2,2,3,3,4,3,4,2,1,2,2,3,4,4,4,3,4,4,4,3,1,1,1,4,3,2,2,3,3,3,3,3,2,1,4,1,4,,7,3,,
6/8/22 12:48,6/8/22 13:07,0,172.58.220.60,100,1191,1,2022-06-08T13:7:55,R_pLCgub1PGXRMXBL,EN,4,2480505,5,5,5,,4,5,,,5,5,5,5,3,5,1,3,4,,3,3,3,5,4,4,,4,4,4,4,4,4,4,5,5,4,2,4,4,1,4,3,3,5,5,,,,,,,,,5,,,,3,2,2,3,,,,,,,5,5,5,5,"I feel, big picture, sped is not a priority in this building. ",5,4,3,
6/8/22 12:30,6/8/22 12:41,0,50.205.154.83,100,637,1,2022-06-08T12:41:8,R_2EaDe3gPrHMfP77,EN,4,2480505,5,5,5,3,2,3,4,1,4,4,4,4,4,3,3,3,4,5,3,2,2,1,3,3,3,3,3,4,2,3,2,1,2,2,3,2,4,3,3,3,3,1,3,3,4,4,4,4,4,4,4,4,4,1,2,1,2,2,1,1,4,4,4,1,2,3,3,3,3,3,,9,5,The suvey needed to contain specific questions about faculty support from the administration.,
6/8/22 14:16,6/8/22 14:23,0,209.80.140.38,100,435,1,2022-06-08T14:23:40,R_1OH1zqedOG0IfsK,EN,4,2480014,4,2,4,5,4,4,2,2,3,3,3,3,3,1,3,1,3,5,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,3,1,3,4,3,2,4,3,1,4,2,3,2,3,3,4,3,2,2,1,2,2,2,1,2,2,1,2,3,5,2,3,1,4,,8,5,,
6/8/22 12:50,6/8/22 13:04,0,50.205.154.83,100,830,1,2022-06-08T13:4:13,R_1pX5kBRNxmJUbqz,EN,4,2480505,2,2,2,2,1,5,1,2,3,5,3,3,2,2,2,2,1,1,1,1,1,2,1,1,1,3,4,3,2,1,2,2,1,1,3,1,1,5,2,1,2,1,3,3,2,,2,,2,2,3,4,5,1,1,1,2,2,2,3,,,,2,1,2,1,1,3,3,,,,,
6/8/22 12:31,6/8/22 12:39,0,209.80.140.32,100,468,1,2022-06-08T12:39:48,R_sTh7X37jOVG5Eat,EN,4,2480505,5,5,5,3,3,4,2,2,5,4,4,4,3,1,3,2,4,2,2,3,5,5,3,3,2,3,3,4,3,4,4,3,1,2,1,2,3,3,2,2,4,2,3,3,3,4,2,2,2,3,3,3,2,1,2,1,4,3,2,2,2,2,3,3,3,2,3,5,2,5,We have made significant structural changes that are not going well.  I feel demoralized and demotivated in my work.,7,4,It is difficult to answer questions on the average amount of time in physical activities or in creative arts classes.  I had to make very rough guesses at those questions.,
6/8/22 12:31,6/8/22 12:42,0,209.80.140.32,100,672,1,2022-06-08T12:42:18,R_2YWDAfKkBSVpcww,EN,4,2480505,5,5,5,2,2,2,1,,,,,,1,1,3,1,,,,3,1,2,,,,3,3,3,3,3,3,2,,,,3,2,3,3,3,2,2,4,2,,,,,,,,,3,1,2,1,2,2,1,1,,,,,,,2,4,2,3,There is a very unhealthy culture in terms of morale. I have never worked in an environment where so many of my co-workers seem to feel we were in competition. ,5,4,3,
6/8/22 12:27,6/8/22 12:40,0,209.80.140.32,100,808,1,2022-06-08T12:40:57,R_bjfvaBPCXJZVJnj,EN,4,2480505,4,4,4,2,2,2,1,,,,,,1,2,5,3,,,,2,3,3,,,,4,4,3,2,2,2,2,,,,3,3,3,3,2,3,2,3,3,,,,,,,,,5,1,1,1,1,2,1,1,,,,,,,3,3,3,4,"ELL supports, translation, interpreters, & more administration is needed for our school. ",4,,7,
