StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,Q81,Q83_1,Q84_1,Q85,Q89_1,Q85
3/1/22 13:25,3/1/22 15:32,0,108.49.219.202,100,7602,1,2022-03-01T15:32:12,R_1mW2xeuNO8zkQUl,42.48100281,-71.15630341,anonymous,EN,6,3440045,4,4,4,4,4,5,4,3,5,5,4,4,3,3,4,3,4,4,5,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,,3,,3,5,4,4,4,4,4,,,,,,9,8,,,
3/1/22 15:20,3/1/22 15:30,0,108.49.219.202,100,644,1,2022-03-01T15:30:46,R_2D7V0hfdqZ8kEpM,42.48100281,-71.15630341,anonymous,EN,6,3440025,4,4,4,5,5,5,4,2,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,3,4,,9,8,,,
3/1/22 15:45,3/1/22 16:02,0,96.252.99.186,100,1045,1,2022-03-01T16:2:33,R_ea093URC5JS01uF,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,5,5,4,4,4,4,5,4,5,3,4,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,3,5,5,5,4,5,4,4,4,4,4,3,3,4,4,5,5,5,,6,4,,,
3/1/22 14:28,3/1/22 14:58,0,108.49.219.202,100,1824,1,2022-03-01T14:58:35,R_2S9A9dTtOlpZgKC,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,4,4,4,4,5,3,3,4,4,4,4,3,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3,3,3,,8,8,,,
3/1/22 14:54,3/1/22 15:02,0,108.49.219.202,100,428,1,2022-03-01T15:2:5,R_3G3bqQT5yYN2enD,42.48100281,-71.15630341,anonymous,EN,6,3440005,4,4,5,4,4,4,4,3,4,4,4,4,4,3,3,3,4,3,5,5,4,5,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,3,3,4,3,3,4,5,,8,4,,,
3/2/22 14:38,3/2/22 14:51,0,108.49.219.202,100,811,1,2022-03-02T14:51:37,R_2f0TbRkJHGrfbr7,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,4,5,4,4,4,3,2,5,4,4,4,4,4,3,4,4,3,,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,5,4,4,3,4,3,3,4,3,4,,7,7,,,
3/1/22 14:56,3/1/22 15:23,0,108.49.219.202,100,1621,1,2022-03-01T15:23:7,R_23TzHyiSliHtHEI,42.48100281,-71.15630341,anonymous,EN,6,3440025,4,4,4,3,3,5,3,5,4,4,4,4,3,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,3,5,3,3,2,3,4,4,4,4,3,3,3,4,4,3,3,4,4,,,,,,
3/1/22 16:13,3/1/22 16:25,0,108.49.219.202,100,710,1,2022-03-01T16:25:30,R_4GRpsfEHQFnKpUt,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,5,5,5,5,5,5,3,4,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,4,5,5,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,3,4,3,4,,7,7,,,
3/1/22 14:56,3/1/22 15:33,0,108.49.219.202,100,2274,1,2022-03-01T15:33:57,R_1Q3nc8p6ypoNbfO,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,4,5,3,4,5,4,3,4,4,4,5,4,3,4,3,4,4,4,4,4,5,4,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,,7,4,,,
3/1/22 16:13,3/1/22 16:22,0,108.49.219.202,100,524,1,2022-03-01T16:22:31,R_STX4PcNU0P96ehr,42.48100281,-71.15630341,anonymous,EN,6,3440305,4,5,3,3,3,2,2,2,4,4,4,3,2,3,2,2,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,2,3,3,3,3,2,3,,6,3,,,
3/1/22 15:45,3/1/22 15:55,0,96.252.99.186,100,606,1,2022-03-01T15:55:14,R_24Ad7rv43rrrWDx,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,4,5,4,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,3,5,4,4,4,3,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,3,4,5,3,4,5,4,4,3,4,4,3,4,3,4,,9,7,,,
3/1/22 16:14,3/1/22 16:29,0,108.49.219.202,100,842,1,2022-03-01T16:29:1,R_XSpJx4rWBOQf6zn,42.48100281,-71.15630341,anonymous,EN,6,3440305,3,4,,5,4,5,,4,4,4,4,4,3,3,4,3,3,5,4,4,5,3,4,4,4,3,3,5,4,4,4,4,4,4,3,2,4,3,4,4,5,4,4,4,4,3,4,4,4,4,4,4,3,,,,4,,,,4,3,3,4,4,4,,,,,,8,7,,,
3/1/22 15:45,3/1/22 16:12,0,96.252.99.186,100,1644,1,2022-03-01T16:12:28,R_R7XsORcXisi23V7,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,4,4,3,4,3,2,4,4,5,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,3,3,4,3,4,4,4,4,3,4,4,3,4,3,5,,8,5,,,
3/1/22 17:01,3/1/22 17:13,0,96.252.99.186,100,675,1,2022-03-01T17:13:8,R_3QVrRLTlAjBA9RD,42.45320129,-71.14279938,anonymous,EN,6,3440505,4,4,5,3,3,3,3,3,3,3,4,3,3,4,2,2,4,3,3,4,4,3,4,4,4,3,3,3,3,3,4,3,4,4,5,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,3,4,5,4,4,4,3,3,3,4,3,4,,8,7,,,
3/1/22 14:37,3/1/22 14:54,0,108.49.219.202,100,1003,1,2022-03-01T14:54:5,R_2Xp1I1wPU2HFHzm,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,5,5,4,4,5,4,2,4,4,4,4,4,4,4,4,5,3,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,3,3,3,4,4,2,3,5,5,,9,7,,,
3/1/22 14:51,3/1/22 15:29,0,108.49.219.202,100,2268,1,2022-03-01T15:29:35,R_XIeomVofiiuPZ61,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,4,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,3,4,4,5,4,5,5,3,4,4,4,5,4,5,5,3,4,4,5,4,4,3,3,4,4,2,3,2,3,,8,5,,,
3/1/22 16:13,3/1/22 16:21,0,108.49.219.202,100,474,1,2022-03-01T16:21:39,R_OIJlIbVU2pJljzz,42.48100281,-71.15630341,anonymous,EN,6,3440305,4,4,4,3,3,4,3,1,4,4,4,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,5,5,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,3,5,,6,3,,,
4/5/22 14:44,4/5/22 14:53,0,73.123.168.16,100,548,1,2022-04-05T14:53:11,R_3puwxlgnGQdlNiB,42.4532,-71.1428,anonymous,EN,6,3440020,4,4,4,5,5,4,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,5,3,3,3,4,4,3,4,4,4,3,4,4,4,2,3,2,2,,8,7,,,
3/1/22 15:48,3/1/22 16:14,0,96.252.99.186,100,1560,1,2022-03-01T16:14:7,R_3I3TjJc1AUELOpQ,42.45320129,-71.14279938,anonymous,EN,6,3440505,4,4,4,4,4,3,4,2,4,3,4,4,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,4,4,4,3,4,It is a great school but there are still unique challenges that go under the radar because of the overall high function style of the school.  Because of the status of the town in general some things are believed not to exist but students still have challenges to face.,8,6,,,
3/16/22 10:31,3/16/22 13:11,0,96.252.99.186,100,9570,1,2022-03-16T13:11:19,R_1FfYKRZtlbRNN5K,42.45320129,-71.14279938,anonymous,EN,6,3440505,4,3,4,4,4,5,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,4,5,5,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,4,5,5,5,5,4,5,4,4,5,4,4,4,4,5,3,4,4,3,,7,7,,,
3/1/22 14:53,3/1/22 15:23,0,108.49.219.202,100,1783,1,2022-03-01T15:23:25,R_3qyg0C3aQE4GSaI,42.48100281,-71.15630341,anonymous,EN,6,3440005,4,3,4,4,3,4,3,3,4,4,3,4,3,3,3,4,5,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,4,4,3,2,3,4,4,3,4,4,4,4,5,5,4,3,2,3,4,3,4,3,3,3,4,3,4,2,3,5,4,"I often don't know the reason why some things are mandated, like this survey for example. What will it lead to? ",7,5,,,
3/1/22 14:58,3/1/22 15:12,0,108.49.219.202,100,834,1,2022-03-01T15:12:19,R_26mavbxpj5jGZ51,42.48100281,-71.15630341,anonymous,EN,6,3440040,4,4,4,4,4,3,3,4,3,3,4,4,4,3,4,5,4,3,4,4,4,5,3,4,4,3,2,3,3,3,3,3,3,4,3,4,4,4,3,4,4,2,4,3,3,4,4,4,4,3,3,5,4,3,4,2,4,3,3,5,3,3,3,3,3,3,3,3,3,4,There were no questions about classroom management strategies - what works and what doesn't work. ,6,5,,,
3/1/22 15:04,3/1/22 15:18,0,96.252.99.186,100,830,1,2022-03-01T15:18:7,R_3RybAOz3ErpXwao,42.45320129,-71.14279938,anonymous,EN,6,3440505,,,5,5,4,4,4,,4,4,4,4,3,4,4,4,4,4,3,5,5,5,4,4,4,,,4,5,4,4,4,5,4,5,,,3,3,5,5,5,4,4,,,5,5,,,,,5,5,5,,3,3,3,5,5,4,,4,4,4,4,5,3,4,,8,,,,
3/1/22 16:05,3/1/22 16:21,0,72.74.93.34,100,929,1,2022-03-01T16:21:5,R_1r9BkCGB5waLq08,42.25059509,-71.12860107,anonymous,EN,6,3440025,4,4,4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,4,5,4,5,4,4,4,3,4,4,5,4,4,4,3,4,4,3,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,4,4,4,3,4,3,2,2,3,3,,9,,,,
3/1/22 15:33,3/1/22 15:42,0,96.252.99.186,100,552,1,2022-03-01T15:42:20,R_3qJA2fDnKURr88P,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,2,3,3,3,4,4,5,4,3,3,3,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,5,4,4,3,4,4,4,3,4,4,3,3,3,3,4,4,4,3,4,4,2,3,4,5,,8,6,,,
3/1/22 16:13,3/1/22 16:20,0,108.49.219.202,100,434,1,2022-03-01T16:20:27,R_22mLoJBOOIScxA3,42.48100281,-71.15630341,anonymous,EN,6,3440305,4,3,4,4,4,5,5,4,3,3,4,3,3,4,3,3,4,4,3,5,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,2,3,5,5,4,4,3,4,4,4,4,4,4,5,5,2,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,,9,7,,,
3/1/22 16:13,3/1/22 16:28,0,108.49.219.202,100,851,1,2022-03-01T16:28:9,R_2QswpMg1OyjCmSZ,42.48100281,-71.15630341,anonymous,EN,6,3440305,3,4,3,3,3,4,3,2,4,4,4,4,4,4,4,4,4,3,3,5,4,5,4,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,4,3,4,4,4,4,3,3,3,4,3,3,3,1,4,4,4,4,4,4,4,3,3,3,3,5,3,5,,,,,,
3/1/22 15:10,3/1/22 15:19,0,108.49.219.202,100,530,1,2022-03-01T15:19:21,R_2V26xkJFkXupvQR,42.48100281,-71.15630341,anonymous,EN,6,3440025,4,4,4,3,2,4,4,2,4,4,4,3,2,2,2,2,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,4,4,3,4,5,3,3,3,3,4,4,4,3,4,3,3,4,4,5,,7,5,,,
3/1/22 14:51,3/1/22 15:12,0,108.49.219.202,100,1277,1,2022-03-01T15:12:58,R_1INtF9SWwkIX7SH,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,5,5,5,5,5,5,4,5,5,5,5,4,3,3,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,4,5,5,5,3,3,3,4,3,3,4,3,4,4,4,5,,,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,,9,9,,,
3/1/22 15:45,3/1/22 16:17,0,96.252.99.186,100,1907,1,2022-03-01T16:17:27,R_1MKu5FWlX1uDhA8,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,3,4,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,3,5,5,5,5,5,4,4,3,4,4,4,4,4,4,3,4,5,4,5,,8,7,,,
3/1/22 16:13,3/1/22 16:25,0,108.49.219.202,100,725,1,2022-03-01T16:25:21,R_1i4Auxmck0DubLF,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,5,5,4,4,4,5,3,4,4,4,4,4,3,3,3,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,4,3,4,2,3,3,3,4,4,3,3,3,4,3,4,4,5,5,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,3,2,3,4,5,,7,6,,,
4/5/22 14:45,4/5/22 15:06,0,96.230.20.18,100,1248,1,2022-04-05T15:6:23,R_1hAtuZ9VntYplRP,42.481,-71.1563,anonymous,EN,6,3440020,5,4,4,2,4,4,4,5,5,5,5,4,4,4,4,4,3,4,4,5,4,4,5,4,3,5,5,4,5,3,4,4,4,4,4,4,4,4,2,4,5,4,5,4,3,4,4,4,4,3,3,4,3,4,4,3,4,4,3,3,3,4,4,3,4,4,3,3,3,4,,9,9,,,
3/1/22 15:41,3/1/22 15:54,0,96.252.99.186,100,746,1,2022-03-01T15:54:6,R_3eeEOAu38r6dVOU,42.45320129,-71.14279938,anonymous,EN,6,3440505,4,4,5,4,4,4,4,3,5,4,5,3,3,2,2,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,3,2,2,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,,8,5,,,
3/1/22 15:25,3/1/22 15:34,0,108.49.219.202,100,556,1,2022-03-01T15:34:20,R_1pDWJBlBxHHA1ko,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,4,5,5,4,5,4,2,4,4,4,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,5,4,3,3,4,4,4,2,5,5,4,4,5,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,4,4,4,5,3,4,3,4,,9,8,,,
3/1/22 15:34,3/1/22 15:58,0,96.252.99.186,100,1407,1,2022-03-01T15:58:17,R_0eOg3LjY6WaKWFH,42.45320129,-71.14279938,anonymous,EN,6,3440505,,4,4,4,4,5,4,2,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,4,3,2,3,3,4,4,4,3,3,3,4,4,5,4,5,5,4,3,2,4,4,4,4,3,4,4,2,4,4,5,,5,5,,,
3/1/22 15:41,3/1/22 16:09,0,96.252.99.186,100,1644,1,2022-03-01T16:9:16,R_r7nBQ2GNElUKaOZ,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,5,4,2,5,4,4,5,3,3,3,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,,4,4,4,4,4,5,,4,4,3,3,4,4,4,5,5,5,5,5,4,5,3,5,5,3,4,4,4,4,4,4,4,4,4,4,3,5,5,5,,7,5,,,
3/4/22 14:16,3/7/22 9:10,0,96.252.99.186,100,240814,1,2022-03-07T9:10:28,R_263mJpOvZJGXbYv,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,4,4,4,4,4,3,2,4,4,5,4,4,4,4,3,4,2,4,4,5,3,3,3,3,3,3,4,4,4,4,3,4,3,4,3,3,4,3,4,3,3,4,4,3,3,4,4,3,3,3,4,4,2,3,2,3,4,3,4,4,4,4,3,4,4,4,5,3,5,some of these questions don't apply and it would be nice if you had an answer that would allow you to say that.,7,3,,,
3/1/22 15:14,3/1/22 15:30,0,108.49.219.202,100,947,1,2022-03-01T15:30:14,R_3enz1y1R6nssBvO,42.48100281,-71.15630341,anonymous,EN,6,3440045,4,4,4,4,4,5,4,4,4,4,3,4,3,2,3,2,4,3,4,5,4,4,5,4,5,3,3,4,5,4,4,3,4,4,4,3,3,3,3,4,4,3,3,4,4,4,5,4,4,3,3,3,4,4,4,2,4,3,3,4,4,4,,4,4,4,2,3,3,4,,,,,,
3/1/22 15:10,3/1/22 15:19,0,108.49.219.202,100,556,1,2022-03-01T15:19:29,R_uernpDObrd09QhH,42.48100281,-71.15630341,anonymous,EN,6,3440045,5,5,5,4,4,5,3,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,5,4,3,4,4,4,2,2,2,3,4,4,4,3,3,3,4,5,4,4,3,3,3,3,3,5,4,4,3,4,3,3,4,4,4,,8,7,,,
3/1/22 16:13,3/1/22 16:21,0,108.49.219.202,100,484,1,2022-03-01T16:21:15,R_1N538LoOSBis8lz,42.48100281,-71.15630341,anonymous,EN,6,3440305,4,4,5,2,2,4,3,3,3,3,3,3,4,3,3,3,3,2,3,5,5,4,4,4,4,3,3,4,3,3,4,3,3,3,3,2,4,4,3,4,4,3,3,3,4,3,3,4,2,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,4,3,5,3,3,,7,4,,,
3/1/22 15:33,3/1/22 15:59,0,71.233.227.113,100,1576,1,2022-03-01T15:59:46,R_2rutiqmMo2XnaDD,42.39349365,-71.18360138,anonymous,EN,6,3440505,4,4,4,4,4,5,3,3,4,3,4,3,3,4,3,3,5,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,2,2,2,2,4,4,4,3,4,4,4,4,2,2,3,3,5,4,3,4,3,3,3,3,3,4,3,4,2,3,,7,7,,,
3/1/22 14:57,3/1/22 15:20,0,108.49.219.202,100,1383,1,2022-03-01T15:20:4,R_3etaWb44yIJ5xpT,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,5,5,4,4,4,4,3,5,5,5,4,3,3,3,2,4,3,3,4,3,4,3,3,3,4,3,4,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,5,5,2,2,3,4,4,4,4,4,4,4,4,3,3,3,3,,8,5,,,
3/1/22 14:49,3/1/22 14:59,0,108.49.219.202,100,618,1,2022-03-01T14:59:38,R_2ZZDqh7j4q6Dwyb,42.48100281,-71.15630341,anonymous,EN,6,3440005,4,4,5,5,5,5,4,3,4,4,4,4,3,3,3,3,5,4,5,4,4,5,4,5,5,4,4,4,5,4,4,4,4,4,4,3,3,4,3,5,5,3,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,5,3,3,3,3,,8,6,,,
3/1/22 14:20,3/1/22 15:46,0,108.49.219.202,100,5183,1,2022-03-01T15:46:39,R_rjovvxfOKq7KQCJ,42.48100281,-71.15630341,anonymous,EN,6,3440040,4,4,5,4,4,3,4,2,4,4,4,4,3,3,4,3,4,2,2,4,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,3,3,3,4,2,2,4,3,5,3,5,4,3,3,3,3,4,3,3,2,5,4,3,4,4,4,4,3,4,4,3,3,3,3,,6,5,,,
3/1/22 15:23,3/1/22 15:31,0,108.49.219.202,100,461,1,2022-03-01T15:31:5,R_vcLnp3smUaPB3Ud,42.48100281,-71.15630341,anonymous,EN,6,3440045,5,5,5,4,4,4,4,3,5,4,4,4,4,4,3,4,4,3,4,5,5,5,4,4,4,5,5,4,4,4,4,4,3,3,3,4,4,4,3,4,3,3,2,2,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,3,3,3,2,4,3,3,4,4,4,,9,7,,,
3/1/22 16:13,3/1/22 16:22,0,108.49.219.202,100,549,1,2022-03-01T16:22:18,R_8jksXkmbS4lJfUZ,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,5,5,5,5,5,2,4,5,4,5,4,3,3,3,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,4,5,4,4,5,4,4,5,4,4,3,4,4,3,3,4,2,4,4,3,4,5,4,4,3,4,4,3,3,3,3,,9,7,,,
3/1/22 15:43,3/1/22 16:07,0,96.252.99.186,100,1448,1,2022-03-01T16:7:47,R_1jln3QZEoltpEaC,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,3,4,2,4,4,4,3,4,4,4,4,3,4,4,5,5,4,4,3,4,4,4,5,3,3,4,4,4,4,5,4,4,4,4,5,4,4,3,3,4,5,5,4,3,3,3,3,2,3,3,2,4,4,3,4,4,4,4,4,3,3,3,4,4,5,,9,7,,,
3/1/22 14:53,3/1/22 15:02,0,108.49.219.202,100,556,1,2022-03-01T15:2:45,R_1zaMEmdScyZNqZX,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,4,5,4,4,5,3,1,4,4,4,4,3,4,4,4,5,3,4,4,2,4,3,4,3,3,4,4,4,5,4,4,3,4,3,3,3,4,3,4,4,3,4,4,3,4,4,4,3,3,3,4,5,5,5,4,3,4,4,4,3,3,3,4,4,4,3,3,3,3,,,,,,
3/1/22 15:35,3/1/22 16:01,0,96.252.99.186,100,1521,1,2022-03-01T16:1:18,R_2xKObwhyZrFGqDs,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,3,4,5,4,4,4,4,5,3,3,3,3,4,4,,4,4,3,3,4,4,3,,,,3,4,4,4,4,4,4,4,3,4,3,5,4,3,4,4,2,4,4,4,3,3,3,3,2,3,,,4,4,,4,4,3,3,3,2,3,,,3,5,,6,,,,
3/1/22 14:51,3/1/22 15:12,0,108.49.219.202,100,1215,1,2022-03-01T15:12:8,R_2ylS37stOtcS24h,42.48100281,-71.15630341,anonymous,EN,6,3440045,4,4,4,3,3,3,3,2,4,4,4,3,2,3,3,3,3,2,2,3,3,4,4,4,4,4,4,4,3,3,4,3,3,2,2,4,3,2,2,3,4,2,2,2,4,4,4,4,3,3,3,4,3,3,3,,,3,3,4,3,3,3,2,2,3,2,2,4,4,,9,8,,,
3/1/22 14:57,3/1/22 15:08,0,108.49.219.202,100,695,1,2022-03-01T15:8:44,R_3nxbnBbuhmfA874,42.48100281,-71.15630341,anonymous,EN,6,3440040,4,4,3,3,3,3,3,3,4,3,3,4,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,3,3,3,3,2,2,2,3,4,3,4,3,3,3,4,4,3,3,3,4,4,1,2,1,4,3,3,3,3,3,3,3,3,3,1,1,3,3,,9,9,,,
3/1/22 16:13,3/1/22 16:21,0,108.49.219.202,100,482,1,2022-03-01T16:21:30,R_2DSOqClqwUas9iw,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,5,4,2,2,5,2,1,4,4,4,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,2,3,3,3,4,4,3,4,4,3,2,3,3,4,4,4,3,3,3,3,4,5,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,,7,6,,,
3/1/22 15:50,3/1/22 16:16,0,96.252.99.186,100,1537,1,2022-03-01T16:16:31,R_1IbG8P6DkNy42PX,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,4,3,4,4,4,5,5,3,3,3,4,4,3,3,2,3,2,3,2,3,3,3,4,3,4,3,4,3,3,4,3,3,4,4,4,4,4,4,3,4,5,5,4,4,4,4,4,3,4,3,2,4,3,3,4,4,4,4,4,3,4,4,4,3,2,,6,5,,,
3/1/22 16:21,3/1/22 16:33,0,108.49.219.202,100,715,1,2022-03-01T16:33:3,R_3KOZCcsVZKeJNVs,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,4,4,3,3,4,3,1,5,4,4,4,3,3,4,3,4,2,4,4,3,4,3,3,3,3,3,4,4,3,4,4,3,3,2,3,3,4,3,3,2,2,2,2,4,4,4,4,3,3,3,3,3,4,3,2,3,4,3,3,4,4,4,4,3,3,3,4,2,3,,8,5,,,
