StartDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,LocationLatitude,DistributionChannel,language,district,Q124,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,Q81,Q83_1,Q84_1,Q85,X,X.1,X.2,DESE ID
4/22/19 13:54,IP Address,209.80.140.125,49,6994,FALSE,2019-04-29T15:51:0,R_1JPVvmNopQQmthf,NA,anonymous,EN,Revere,NA,NA,NA,NA,5,4,5,4,3,4,3,4,4,NA,NA,NA,NA,5,2,4,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,4,3,3,3,NA,NA,NA,NA,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,3,4,,NA,NA,,NA,NA,,02480057
4/29/19 9:15,IP Address,209.80.140.129,100,25546,TRUE,2019-04-29T16:21:0,R_1HozhvD74MV0qdp,42.4125061,anonymous,EN,Revere,NA,5,5,5,4,4,5,4,1,5,5,5,4,3,2,4,3,4,3,5,3,2,3,4,4,2,2,2,2,4,4,4,3,4,4,3,3,3,3,4,4,5,4,5,5,4,4,4,4,4,2,4,4,5,NA,NA,NA,5,4,NA,NA,3,3,3,4,5,5,1,1,4,4,,9,6,,NA,NA,,02480003
4/29/19 17:03,IP Address,66.31.180.201,100,770,TRUE,2019-04-29T17:16:0,R_1oih7rcyHOy8bi9,41.92610168,anonymous,EN,Attleboro,NA,5,4,4,4,3,3,3,1,4,4,3,3,2,3,3,2,2,1,3,2,3,3,2,2,2,5,5,4,4,4,4,4,3,4,2,2,3,3,2,2,2,1,2,1,4,3,3,3,2,2,4,3,3,4,2,1,3,3,2,3,3,3,2,2,3,3,4,4,3,4,,8,8,,NA,NA,,00160035
4/29/19 8:51,IP Address,73.61.21.169,100,40348,TRUE,2019-04-29T20:4:0,R_ON1KNFmGkRysSkh,42.36340332,anonymous,EN,Revere,NA,5,5,4,4,4,5,3,2,2,4,NA,2,2,2,1,1,4,5,4,2,2,1,3,4,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,4,2,2,2,1,4,4,4,4,2,3,4,3,5,3,1,4,5,5,1,4,4,3,2,2,3,3,1,2,4,5,The moral amongst the teachers is not very high. A lot of teachers come to work defeated which is hard to create an environment where teachers want to be in. Teachers feel that their voice isn't heard in the decision making throughout the school. Increased student behaviors make it hard to teach!,7,8,,NA,NA,,02480003
4/29/19 20:04,IP Address,73.114.222.125,100,722,TRUE,2019-04-29T20:16:0,R_3CCxLOxe0mhz2Mp,42.03149414,anonymous,EN,Attleboro,NA,5,5,5,5,5,5,4,1,4,5,4,4,2,3,3,3,4,1,5,3,3,4,4,3,2,5,5,4,5,5,5,4,5,3,4,3,3,3,3,4,3,2,3,3,4,4,4,3,2,2,2,4,4,3,3,2,4,4,2,4,4,3,1,3,3,3,4,5,4,5,,4,5,,NA,NA,,00160035
4/30/19 8:03,IP Address,50.205.154.80,100,629,TRUE,2019-04-30T8:14:0,R_21ivZhgBb3oAeSH,42.4125061,anonymous,EN,Revere,NA,4,4,4,5,4,4,2,1,2,4,4,4,1,3,2,3,3,2,4,3,3,3,2,2,3,4,5,4,3,3,4,3,4,4,3,3,3,2,3,3,3,3,3,1,5,3,3,3,2,1,4,3,5,2,NA,1,4,4,NA,4,2,2,2,2,2,3,1,1,3,3,,7,5,,NA,NA,,02480025
4/30/19 8:03,IP Address,50.205.154.80,100,629,TRUE,2019-04-30T8:14:0,R_21ivZhgBb3oAeSH,42.4125061,anonymous,EN,Revere,NA,4,4,4,5,4,4,2,1,2,4,4,4,1,3,2,3,3,2,4,3,3,3,2,2,3,4,5,4,3,3,4,3,4,4,3,3,3,2,3,3,3,3,3,1,5,3,3,3,2,1,4,3,5,2,NA,1,4,4,NA,4,2,2,2,2,2,3,1,1,3,3,,7,5,,NA,NA,,03440005
4/25/19 17:44,IP Address,209.80.140.125,100,398081,TRUE,2019-04-30T8:19:0,R_1dpqwqRyGDUzUUd,42.4125061,anonymous,EN,Revere,NA,4,4,4,2,2,2,3,2,3,2,1,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,3,4,3,2,4,3,3,3,3,4,1,1,1,NA,5,3,3,3,4,4,4,3,4,3,3,2,2,2,3,3,4,4,ETL postition,5,5,,NA,NA,,02480056
4/30/19 8:11,IP Address,209.80.140.125,100,588,TRUE,2019-04-30T8:21:0,R_3hEC8ciGZuzFq67,42.4125061,anonymous,EN,Revere,NA,5,4,4,3,4,5,4,4,4,4,4,4,4,2,3,3,3,3,4,4,2,3,3,4,4,4,5,3,4,3,4,3,4,3,4,2,2,2,2,3,2,2,3,3,4,4,4,3,3,4,4,4,5,2,2,2,3,4,3,4,3,2,2,3,3,4,2,3,2,3,,7,6,,NA,NA,,02480056
4/30/19 8:21,IP Address,50.205.154.80,100,738,TRUE,2019-04-30T8:34:0,R_1oAtTRQ6NJfIacZ,42.4125061,anonymous,EN,Revere,NA,5,5,5,5,5,5,4,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,2,4,4,4,4,3,3,2,3,3,4,3,3,3,4,,8,5,,NA,NA,,02480050
4/30/19 8:20,IP Address,50.205.154.80,100,1069,TRUE,2019-04-30T8:38:0,R_2DMGHchCxH2R6tM,42.4125061,anonymous,EN,Revere,NA,5,4,5,5,5,5,5,4,4,4,4,4,1,1,1,1,4,5,5,3,3,2,2,3,2,4,4,3,3,3,3,2,4,4,1,2,2,1,3,2,2,1,5,1,3,3,4,2,4,4,4,5,5,NA,NA,NA,3,3,2,2,3,4,2,3,3,3,1,4,1,2,,8,8,,NA,NA,,02480025
4/30/19 8:20,IP Address,50.205.154.80,100,1069,TRUE,2019-04-30T8:38:0,R_2DMGHchCxH2R6tM,42.4125061,anonymous,EN,Revere,NA,5,4,5,5,5,5,5,4,4,4,4,4,1,1,1,1,4,5,5,3,3,2,2,3,2,4,4,3,3,3,3,2,4,4,1,2,2,1,3,2,2,1,5,1,3,3,4,2,4,4,4,5,5,NA,NA,NA,3,3,2,2,3,4,2,3,3,3,1,4,1,2,,8,8,,NA,NA,,03440005
4/30/19 8:40,IP Address,209.80.140.7,100,936,TRUE,2019-04-30T8:56:0,R_3IDS612AfuhGAFz,42.4125061,anonymous,EN,Revere,NA,5,5,4,4,4,3,5,3,4,4,3,5,4,4,4,3,3,3,3,4,3,4,3,3,3,4,4,4,4,3,4,3,3,3,3,5,3,2,5,4,4,3,5,3,5,4,4,4,3,4,4,5,4,3,2,1,3,3,2,3,3,3,3,3,4,5,2,3,3,3,,7,1,,NA,NA,,02480025
4/30/19 8:40,IP Address,209.80.140.7,100,936,TRUE,2019-04-30T8:56:0,R_3IDS612AfuhGAFz,42.4125061,anonymous,EN,Revere,NA,5,5,4,4,4,3,5,3,4,4,3,5,4,4,4,3,3,3,3,4,3,4,3,3,3,4,4,4,4,3,4,3,3,3,3,5,3,2,5,4,4,3,5,3,5,4,4,4,3,4,4,5,4,3,2,1,3,3,2,3,3,3,3,3,4,5,2,3,3,3,,7,1,,NA,NA,,03440005
4/30/19 8:51,IP Address,96.70.214.213,100,501,TRUE,2019-04-30T9:0:0,R_2Vwnkubgaa6YQgl,41.92610168,anonymous,EN,Attleboro,NA,5,4,5,3,3,5,4,2,4,5,4,5,3,3,3,4,4,5,5,3,5,3,3,3,3,3,3,1,2,4,3,1,2,3,3,3,4,5,2,2,2,3,2,2,3,3,4,4,5,5,5,5,3,4,2,2,4,3,4,3,5,3,3,4,5,5,3,4,4,5,The open concept is very difficult with the number of children we have in each classroom,8,6,,NA,NA,,00160045
4/30/19 8:41,IP Address,50.205.154.70,100,1185,TRUE,2019-04-30T9:1:0,R_2CUEE0myj87YUzC,42.4125061,anonymous,EN,Revere,NA,4,4,4,4,4,4,3,2,4,3,3,3,2,3,3,2,2,3,4,2,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,5,3,2,2,4,3,3,3,3,2,2,3,2,4,3,3,3,3,,6,4,,NA,NA,,02480025
4/30/19 8:41,IP Address,50.205.154.70,100,1185,TRUE,2019-04-30T9:1:0,R_2CUEE0myj87YUzC,42.4125061,anonymous,EN,Revere,NA,4,4,4,4,4,4,3,2,4,3,3,3,2,3,3,2,2,3,4,2,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,2,3,3,3,3,3,4,3,4,3,3,3,3,3,4,4,5,3,2,2,4,3,3,3,3,2,2,3,2,4,3,3,3,3,,6,4,,NA,NA,,03440005
4/30/19 8:48,IP Address,209.80.140.125,100,846,TRUE,2019-04-30T9:2:0,R_2TKOgSosjbn4cGD,42.4125061,anonymous,EN,Revere,NA,4,5,4,2,2,5,4,4,4,4,4,4,2,2,1,1,4,5,5,2,2,2,1,5,1,5,3,5,5,5,5,4,3,2,3,1,2,1,1,3,2,1,1,2,3,2,4,1,3,4,4,5,5,1,2,1,2,2,2,3,5,3,2,2,4,2,3,4,2,3,Access to everyday materials for learning is extremely limited.  Teachers spend an exorbitant amount of money on things that other school districts provide.  It was recently understood that Beachmont has a SURPLUS and asked teachers what materials they need.  How is this fair to us?,9,7,,NA,NA,,02480056
4/30/19 9:10,IP Address,209.80.140.129,100,470,TRUE,2019-04-30T9:18:0,R_3L1r0qH6xtYKhtG,42.4125061,anonymous,EN,Revere,NA,5,5,3,5,5,5,5,4,4,5,5,5,2,3,3,3,5,4,5,3,2,1,3,4,3,2,4,2,2,2,2,2,3,3,2,4,3,2,3,3,3,2,5,2,4,4,4,5,3,3,3,4,5,5,5,3,4,4,3,3,3,2,2,3,3,4,2,2,4,4,,9,5,,NA,NA,,02480003
4/30/19 9:09,IP Address,96.70.214.213,100,561,TRUE,2019-04-30T9:18:0,R_1N316HmHUqzq71w,41.92610168,anonymous,EN,Attleboro,NA,4,4,4,3,2,4,2,1,4,4,4,4,3,3,2,3,3,2,3,4,4,4,3,3,2,4,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,1,2,3,4,3,3,3,2,2,2,3,5,3,3,3,2,2,2,3,3,2,2,3,3,3,2,3,3,3,,8,6,,NA,NA,,00160045
4/30/19 9:09,IP Address,96.70.214.213,100,910,TRUE,2019-04-30T9:24:0,R_PYC7vcV7zcp1qYF,41.92610168,anonymous,EN,Attleboro,NA,5,5,5,4,4,3,4,2,4,4,4,4,3,3,3,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,3,4,4,4,4,3,3,4,4,5,4,4,5,4,4,4,4,4,3,3,4,4,4,3,4,3,4,,9,9,,NA,NA,,00160045
4/30/19 8:49,IP Address,174.199.4.107,100,2287,TRUE,2019-04-30T9:27:0,R_3KOb4BpqzJzYZMe,41.53819275,anonymous,EN,Attleboro,NA,5,5,5,3,3,4,4,2,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,4,3,3,4,4,4,4,4,4,2,3,3,4,4,3,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,9,9,,NA,NA,,00160045
4/30/19 9:14,IP Address,68.163.96.171,100,1002,TRUE,2019-04-30T9:31:0,R_1gbYIa68fp7Clsu,42.53269958,anonymous,EN,Revere,NA,5,5,5,5,4,5,5,2,4,4,3,4,3,4,4,4,4,2,4,5,5,5,4,4,4,3,4,3,4,4,4,3,4,3,3,2,2,2,3,3,4,2,3,1,5,4,4,3,3,3,3,4,5,5,5,3,5,5,4,5,3,3,3,3,4,4,2,2,2,2,"Lincoln is a wonderful place to work! Admin, staff, parents, and students are amazing! It is a great old school that deserves its physical facilities updated (a/c, handicapped accessible to second floor, updated electrical, roof repair, proper auditorium, updated smartboards) and books for students!",7,5,"Who specifically if ""non-teaching staff""? That was too open to interpretation.",NA,NA,,02480025
4/30/19 9:14,IP Address,68.163.96.171,100,1002,TRUE,2019-04-30T9:31:0,R_1gbYIa68fp7Clsu,42.53269958,anonymous,EN,Revere,NA,5,5,5,5,4,5,5,2,4,4,3,4,3,4,4,4,4,2,4,5,5,5,4,4,4,3,4,3,4,4,4,3,4,3,3,2,2,2,3,3,4,2,3,1,5,4,4,3,3,3,3,4,5,5,5,3,5,5,4,5,3,3,3,3,4,4,2,2,2,2,"Lincoln is a wonderful place to work! Admin, staff, parents, and students are amazing! It is a great old school that deserves its physical facilities updated (a/c, handicapped accessible to second floor, updated electrical, roof repair, proper auditorium, updated smartboards) and books for students!",7,5,"Who specifically if ""non-teaching staff""? That was too open to interpretation.",NA,NA,,03440005
4/30/19 9:21,IP Address,50.205.154.80,100,949,TRUE,2019-04-30T9:37:0,R_2CD2sArOUk9YjJa,42.4125061,anonymous,EN,Revere,NA,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,2,4,3,4,3,4,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,1,1,NA,2,5,4,4,4,4,4,4,4,4,2,2,3,4,3,3,3,4,2,2,3,3,4,1,1,1,1,,8,7,,NA,NA,,02480025
4/30/19 9:21,IP Address,50.205.154.80,100,949,TRUE,2019-04-30T9:37:0,R_2CD2sArOUk9YjJa,42.4125061,anonymous,EN,Revere,NA,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,2,4,3,4,3,4,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,1,1,NA,2,5,4,4,4,4,4,4,4,4,2,2,3,4,3,3,3,4,2,2,3,3,4,1,1,1,1,,8,7,,NA,NA,,03440005
4/30/19 9:34,IP Address,209.80.140.7,100,476,TRUE,2019-04-30T9:42:0,R_2Xbq7f0lyB8LC9t,42.4125061,anonymous,EN,Revere,NA,4,4,4,3,2,2,3,1,4,3,4,5,1,1,1,1,2,NA,4,3,2,3,2,3,3,3,3,3,4,4,4,3,3,NA,NA,2,1,3,1,2,4,2,NA,NA,4,3,3,NA,4,4,3,5,2,3,3,1,2,1,2,2,3,2,2,3,3,3,1,2,1,2,,NA,NA,,NA,NA,,02480025
4/30/19 9:34,IP Address,209.80.140.7,100,476,TRUE,2019-04-30T9:42:0,R_2Xbq7f0lyB8LC9t,42.4125061,anonymous,EN,Revere,NA,4,4,4,3,2,2,3,1,4,3,4,5,1,1,1,1,2,NA,4,3,2,3,2,3,3,3,3,3,4,4,4,3,3,NA,NA,2,1,3,1,2,4,2,NA,NA,4,3,3,NA,4,4,3,5,2,3,3,1,2,1,2,2,3,2,2,3,3,3,1,2,1,2,,NA,NA,,NA,NA,,03440005
4/30/19 9:20,IP Address,50.205.154.80,100,1441,TRUE,2019-04-30T9:44:0,R_3CUuDWIDBHrqony,42.4125061,anonymous,EN,Revere,NA,4,5,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,5,4,4,4,3,3,3,4,2,3,3,2,3,3,4,4,4,4,4,3,4,4,2,3,2,1,4,4,3,4,4,2,2,4,4,3,1,2,1,2,,7,7,,NA,NA,,02480025
4/30/19 9:20,IP Address,50.205.154.80,100,1441,TRUE,2019-04-30T9:44:0,R_3CUuDWIDBHrqony,42.4125061,anonymous,EN,Revere,NA,4,5,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,3,4,4,3,4,4,4,3,5,4,4,4,3,3,3,4,2,3,3,2,3,3,4,4,4,4,4,3,4,4,2,3,2,1,4,4,3,4,4,2,2,4,4,3,1,2,1,2,,7,7,,NA,NA,,03440005
4/30/19 9:26,IP Address,50.205.154.80,100,1220,TRUE,2019-04-30T9:47:0,R_3nwmVgKIOiIzope,42.4125061,anonymous,EN,Revere,NA,5,4,5,5,5,5,4,1,3,4,4,4,3,2,2,2,4,4,4,2,2,2,1,2,1,3,4,4,3,4,4,3,4,4,3,2,2,2,2,2,3,3,3,3,4,4,4,3,4,4,5,5,4,2,2,2,3,3,2,3,4,2,2,2,2,4,2,3,2,3,,5,5,,NA,NA,,02480025
4/30/19 9:26,IP Address,50.205.154.80,100,1220,TRUE,2019-04-30T9:47:0,R_3nwmVgKIOiIzope,42.4125061,anonymous,EN,Revere,NA,5,4,5,5,5,5,4,1,3,4,4,4,3,2,2,2,4,4,4,2,2,2,1,2,1,3,4,4,3,4,4,3,4,4,3,2,2,2,2,2,3,3,3,3,4,4,4,3,4,4,5,5,4,2,2,2,3,3,2,3,4,2,2,2,2,4,2,3,2,3,,5,5,,NA,NA,,03440005
4/30/19 9:44,IP Address,50.205.154.80,100,526,TRUE,2019-04-30T9:52:0,R_Z7Pb70j9SfQ2DTz,42.4125061,anonymous,EN,Revere,NA,4,4,5,5,5,5,4,2,4,4,4,4,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,3,3,5,4,3,3,4,4,4,4,4,3,3,1,1,1,1,1,3,2,2,3,3,3,2,2,2,2,,5,5,,NA,NA,,02480025
4/30/19 9:44,IP Address,50.205.154.80,100,526,TRUE,2019-04-30T9:52:0,R_Z7Pb70j9SfQ2DTz,42.4125061,anonymous,EN,Revere,NA,4,4,5,5,5,5,4,2,4,4,4,4,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,3,3,5,4,3,3,4,4,4,4,4,3,3,1,1,1,1,1,3,2,2,3,3,3,2,2,2,2,,5,5,,NA,NA,,03440005
4/30/19 9:44,IP Address,50.205.154.80,100,684,TRUE,2019-04-30T9:55:0,R_5uyHpJuFpljwrDP,42.4125061,anonymous,EN,Revere,NA,4,4,4,4,4,5,4,2,2,4,4,4,2,4,2,2,3,3,4,2,2,2,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,4,2,3,3,3,3,2,2,2,3,,8,5,,NA,NA,,02480025
4/30/19 9:44,IP Address,50.205.154.80,100,684,TRUE,2019-04-30T9:55:0,R_5uyHpJuFpljwrDP,42.4125061,anonymous,EN,Revere,NA,4,4,4,4,4,5,4,2,2,4,4,4,2,4,2,2,3,3,4,2,2,2,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,4,2,3,3,3,3,2,2,2,3,,8,5,,NA,NA,,03440005
4/30/19 9:44,IP Address,50.205.154.80,100,1447,TRUE,2019-04-30T10:8:0,R_3gXFwvFcZJe2wJY,42.4125061,anonymous,EN,Revere,NA,2,4,4,4,3,1,1,1,1,3,4,4,1,4,1,1,1,3,2,1,1,2,2,2,3,4,4,4,3,2,3,3,4,3,2,2,2,3,2,3,2,1,1,2,4,2,3,1,4,4,5,5,2,3,2,2,2,2,2,2,4,3,3,3,3,2,2,2,3,4,,7,7,"The first question is not clear. Do you mean presenting MCIEA work or your own lessons? Some of the questions are hard to answer because I am an ELL provider, not a classroom teacher. I also don't work with the non-teaching support staff, so it's hard to answer those questions. ",NA,NA,,02480025
4/30/19 9:44,IP Address,50.205.154.80,100,1447,TRUE,2019-04-30T10:8:0,R_3gXFwvFcZJe2wJY,42.4125061,anonymous,EN,Revere,NA,2,4,4,4,3,1,1,1,1,3,4,4,1,4,1,1,1,3,2,1,1,2,2,2,3,4,4,4,3,2,3,3,4,3,2,2,2,3,2,3,2,1,1,2,4,2,3,1,4,4,5,5,2,3,2,2,2,2,2,2,4,3,3,3,3,2,2,2,3,4,,7,7,"The first question is not clear. Do you mean presenting MCIEA work or your own lessons? Some of the questions are hard to answer because I am an ELL provider, not a classroom teacher. I also don't work with the non-teaching support staff, so it's hard to answer those questions. ",NA,NA,,03440005
4/30/19 9:55,IP Address,50.205.154.80,100,1191,TRUE,2019-04-30T10:15:0,R_RnpKxTZXKBmUf4J,42.4125061,anonymous,EN,Revere,NA,4,4,4,5,5,5,1,1,4,4,1,3,1,1,1,1,1,5,2,1,1,1,1,1,1,4,4,4,4,3,4,3,4,2,2,1,1,1,1,3,2,2,4,3,5,3,3,2,2,3,4,4,2,3,3,3,3,2,3,3,3,4,2,2,3,3,2,1,2,2,I am unable to use 'creative materials' and curriculum is often disjointed because copy machines are often broken.  We do not have a set curriculum and often have to pull from many different resources.  If the copiers are unavailable we are often left to use whatever is available. ,3,3,"Answers should have included ""N/A"" or ""Don't Know.""  I am not familiar with some areas (ie parental involvement.) Too many questions!",NA,NA,,02480025
4/30/19 9:55,IP Address,50.205.154.80,100,1191,TRUE,2019-04-30T10:15:0,R_RnpKxTZXKBmUf4J,42.4125061,anonymous,EN,Revere,NA,4,4,4,5,5,5,1,1,4,4,1,3,1,1,1,1,1,5,2,1,1,1,1,1,1,4,4,4,4,3,4,3,4,2,2,1,1,1,1,3,2,2,4,3,5,3,3,2,2,3,4,4,2,3,3,3,3,2,3,3,3,4,2,2,3,3,2,1,2,2,I am unable to use 'creative materials' and curriculum is often disjointed because copy machines are often broken.  We do not have a set curriculum and often have to pull from many different resources.  If the copiers are unavailable we are often left to use whatever is available. ,3,3,"Answers should have included ""N/A"" or ""Don't Know.""  I am not familiar with some areas (ie parental involvement.) Too many questions!",NA,NA,,03440005
4/30/19 10:07,IP Address,209.80.140.129,100,1357,TRUE,2019-04-30T10:30:0,R_1GHwOMz2Rhtr4tK,42.4125061,anonymous,EN,Revere,NA,4,5,5,5,5,5,4,3,4,4,5,4,3,4,3,4,5,4,5,4,3,3,4,4,5,3,4,4,4,4,3,3,4,5,4,4,3,2,4,5,4,2,3,5,5,5,4,5,4,4,5,5,4,2,2,2,5,5,5,4,4,3,3,4,5,4,2,3,3,3,,8,6,,NA,NA,,02480003
4/30/19 10:42,IP Address,50.205.154.80,100,336,TRUE,2019-04-30T10:48:0,R_2eOqNN5XQL1CouM,42.4125061,anonymous,EN,Revere,NA,4,4,4,5,5,5,5,3,4,3,4,4,2,5,3,3,4,4,4,5,5,4,5,5,4,4,3,4,5,4,4,3,5,5,5,3,2,2,3,3,4,2,4,3,3,3,5,4,4,4,4,4,5,3,4,3,5,5,5,4,3,3,3,3,2,2,3,3,3,5,,NA,NA,,NA,NA,,02480025
4/30/19 10:42,IP Address,50.205.154.80,100,336,TRUE,2019-04-30T10:48:0,R_2eOqNN5XQL1CouM,42.4125061,anonymous,EN,Revere,NA,4,4,4,5,5,5,5,3,4,3,4,4,2,5,3,3,4,4,4,5,5,4,5,5,4,4,3,4,5,4,4,3,5,5,5,3,2,2,3,3,4,2,4,3,3,3,5,4,4,4,4,4,5,3,4,3,5,5,5,4,3,3,3,3,2,2,3,3,3,5,,NA,NA,,NA,NA,,03440005
4/30/19 10:45,IP Address,96.70.214.241,100,758,TRUE,2019-04-30T10:58:0,R_DFS7zmAO1vtiHFD,41.92610168,anonymous,EN,Attleboro,NA,4,4,4,4,3,3,3,2,4,5,4,4,2,1,1,3,4,2,3,2,4,3,1,2,2,4,4,4,3,3,2,2,3,4,2,4,2,2,2,4,5,3,2,4,4,4,5,2,3,2,4,4,3,4,1,2,3,2,3,2,3,4,3,3,3,3,3,4,3,4,,8,5,,NA,NA,,00160035
4/30/19 11:02,IP Address,96.70.214.213,100,576,TRUE,2019-04-30T11:12:0,R_2aYbXA5xszw08Wo,41.92610168,anonymous,EN,Attleboro,NA,3,4,2,2,2,3,2,1,4,4,4,4,2,2,2,2,3,1,2,2,1,1,2,3,3,4,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,4,3,3,3,2,2,1,3,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,1,3,,9,7,,NA,NA,,00160045
4/30/19 11:30,IP Address,96.70.214.241,100,698,TRUE,2019-04-30T11:42:0,R_1n6eRox4YXUKIln,41.92610168,anonymous,EN,Attleboro,NA,5,5,5,5,4,5,4,1,2,3,4,4,2,3,4,2,3,2,2,3,3,5,3,2,4,5,4,4,4,4,3,3,2,2,2,2,1,2,2,4,3,2,4,2,4,3,4,2,3,3,3,5,2,3,1,1,4,2,2,2,4,3,3,3,4,4,2,3,2,3,,5,8,,NA,NA,,00160035
4/30/19 12:57,IP Address,96.70.214.213,100,546,TRUE,2019-04-30T13:6:0,R_3hnB0ajjhi5O2Tc,41.92610168,anonymous,EN,Attleboro,NA,5,5,5,4,4,5,4,3,5,4,4,4,4,4,2,4,4,4,4,5,5,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,2,4,4,5,5,5,4,3,3,3,4,3,3,3,2,5,4,3,4,3,3,2,4,4,4,3,5,5,5,,8,5,,NA,NA,,00160045
4/29/19 13:13,IP Address,50.205.154.80,100,87931,TRUE,2019-04-30T13:38:0,R_2E5HdmCffPLDs6h,42.4125061,anonymous,EN,Revere,NA,4,4,4,4,4,5,4,3,4,4,4,4,3,4,3,3,5,5,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,5,4,4,3,3,4,3,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,,9,7,,NA,NA,,02480050
4/30/19 9:05,IP Address,96.70.214.213,100,16816,TRUE,2019-04-30T13:45:0,R_1KuVtTnyhe7MrNC,41.92610168,anonymous,EN,Attleboro,NA,4,4,4,3,3,4,3,2,4,4,3,4,3,4,3,4,2,2,3,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,3,2,3,4,1,1,2,5,4,5,4,4,4,4,4,5,2,2,1,3,4,3,4,4,3,2,3,4,4,3,3,4,5,,8,5,,NA,NA,,00160045
4/30/19 13:41,IP Address,209.80.140.129,100,769,TRUE,2019-04-30T13:54:0,R_CeRjE75X66HTEDn,42.4125061,anonymous,EN,Revere,NA,4,4,3,4,4,5,3,2,3,3,3,3,4,4,3,4,5,5,5,4,2,4,3,4,4,3,3,3,3,4,3,3,4,4,4,3,2,2,2,4,3,1,2,3,4,4,4,3,4,4,5,5,3,4,3,2,4,4,3,4,4,3,3,3,3,3,1,2,3,3,"Very general answer choices. As always some students do, some don't; Some teachers do, some don't; some parents do, some don't (insert various answer choices). Perceived percentages might give more valid data.",8,5,,NA,NA,,02480003
