StartDate,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseID,Location.Latitude,DistributionChannel,UserLanguage,district,student_id,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,gender,Q90_3_TEXT,race,Q91_7_TEXT,language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher,DESE ID
4/10/19 11:20,100,1068,TRUE,2019-04-10T11:38:0,R_2dXEJmWDdqIbSu5,41.92610168,anonymous,PT-BR,Attleboro,45414,7,2,1,2,1,2,2,1,3,2,1,1,1,3,3,3,3,3,2,3,2,4,1,3,3,1,2,2,3,3,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,3,1,1,4,2,2,1,3,3,1,2,1,,5,,PT-BR,,,Social Studies teacher,,00160315
4/10/19 11:32,100,320,TRUE,2019-04-10T11:38:0,R_vjbRnClvk3eS0JH,41.92610168,anonymous,EN,Attleboro,24423,7,2,2,1,1,1,2,2,2,4,2,5,3,1,3,2,2,2,4,3,3,4,5,4,3,3,3,3,5,4,4,3,2,2,4,4,5,2,3,3,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,4,,EN,,Science teacher,,,00160315
4/10/19 11:25,100,774,TRUE,2019-04-10T11:38:0,R_2WZj21FJtZljUpa,41.92610168,anonymous,EN,Attleboro,1026535062,7,4,3,5,5,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,3,4,3,3,3,4,4,2,4,3,5,5,4,5,5,1,1,2,NA,NA,1,4,3,NA,NA,NA,NA,1,2,3,3,4,3,AYE YO,4,,EN,,,Social Studies teacher,,00160315
4/10/19 11:33,100,352,TRUE,2019-04-10T11:39:0,R_YPkVYlkxHWDr8I1,41.92610168,anonymous,EN,Attleboro,24198,7,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,3,NA,NA,NA,NA,NA,NA,NA,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,NA,NA,NA,NA,3,5,NA,2,2,2,1,1,2,2,NA,3,NA,NA,2,,6,,EN,,Science teacher,,,00160315
4/10/19 11:22,100,1226,TRUE,2019-04-10T11:43:0,R_25SHXHawlrNZehL,41.92610168,anonymous,EN,Attleboro,25055,6,3,3,4,1,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,NA,NA,NA,2,2,3,3,3,3,5,4,3,3,5,3,5,3,3,4,5,3,3,NA,NA,1,5,5,3,2,1,1,3,1,1,3,2,2,,6,,EN,Math teacher,,,,00160315
4/10/19 11:35,100,572,TRUE,2019-04-10T11:45:0,R_Q68X9vxcXnXB281,41.92610168,anonymous,EN,Attleboro,24250,7,3,4,4,2,1,2,1,3,2,2,3,4,3,3,3,3,2,3,2,3,3,1,2,1,3,3,3,4,4,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,1,3,2,2,1,2,3,4,3,4,2,2,,5,,EN,,,,English teacher,00160315
4/10/19 11:42,100,424,TRUE,2019-04-10T11:49:0,R_XHPMpZIEPX6pogF,41.92610168,anonymous,EN,Attleboro,243113,7,5,5,5,4,3,4,4,4,4,4,4,5,3,4,3,3,3,4,4,4,4,3,4,3,3,3,4,4,5,4,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,5,5,5,5,3,5,3,3,4,4,3,1,,5,,EN,,,Social Studies teacher,,00160315
4/10/19 11:41,100,512,TRUE,2019-04-10T11:50:0,R_2tJV97nXx8JazN4,41.92610168,anonymous,EN,Attleboro,25915,6,3,4,5,5,4,5,4,5,5,4,4,5,3,4,5,4,4,4,4,4,3,3,4,5,4,4,5,5,5,5,1,4,5,5,5,5,5,4,5,5,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,6,,EN,Math teacher,,,,00160315
4/10/19 11:44,100,762,TRUE,2019-04-10T11:56:0,R_23dgfkhM1ZB15kc,41.92610168,anonymous,EN,Attleboro,25700,6,2,3,5,4,3,4,3,4,4,4,2,4,2,3,4,4,3,3,3,5,5,3,4,3,4,3,4,3,5,4,1,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,4,5,4,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,4,,EN,,Science teacher,,,00160315
4/10/19 11:49,100,500,TRUE,2019-04-10T11:57:0,R_2YQ7FVkAFgPCaGq,41.92610168,anonymous,EN,Attleboro,25554,6,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,3,2,3,5,5,5,4,4,3,2,4,4,5,4,5,5,5,1,1,1,3,5,5,5,5,3,1,4,5,3,2,,2,,EN,,,Social Studies teacher,,00160315
4/10/19 11:49,100,691,TRUE,2019-04-10T12:0:0,R_2amF0GtgBVkWONK,41.92610168,anonymous,EN,Attleboro,25928,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,1,1,2,NA,NA,NA,NA,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,3,3,4,4,4,3,1,4,4,4,3,4,1,2,4,NA,NA,3,1,4,4,4,1,3,2,2,3,2,3,2,,5,,EN,Math teacher,,,,00160315
4/10/19 11:57,100,838,TRUE,2019-04-10T12:11:0,R_28SzJnW9DbxfeAd,41.92610168,anonymous,EN,Attleboro,8850,7,2,1,2,5,5,3,5,4,NA,NA,NA,NA,1,5,5,3,2,2,1,2,4,4,4,5,5,5,5,NA,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,6,,EN,,,,English teacher,00160315
4/10/19 10:51,100,6350,TRUE,2019-04-10T12:37:0,R_3MPOynVyRSPcsAl,41.92610168,anonymous,EN,Attleboro,253120,6,3,3,5,4,3,5,5,5,5,5,3,5,3,5,5,1,4,4,5,3,3,2,2,3,3,4,3,4,5,1,2,5,3,2,5,5,5,4,5,5,5,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,7,french canadian,EN,,Science teacher,,,00160315
4/10/19 12:31,100,643,TRUE,2019-04-10T12:42:0,R_3lVcOV619ZevmBb,41.92610168,anonymous,EN,Attleboro,25717,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,4,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,3,5,3,4,3,3,5,4,5,5,5,3,4,5,NA,NA,1,4,4,3,5,4,4,3,3,5,3,3,1,,6,,EN,,,,English teacher,00160315
4/10/19 12:47,100,643,TRUE,2019-04-10T12:57:0,R_1dsou0UowqWigE7,41.92610168,anonymous,EN,Attleboro,25730,6,4,4,5,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,NA,NA,NA,5,4,5,4,3,4,4,4,4,4,3,5,5,5,5,4,3,4,4,NA,NA,3,3,2,3,4,1,3,3,4,3,3,3,2,,5,,EN,Math teacher,,,,00160315
4/10/19 12:42,100,971,TRUE,2019-04-10T12:58:0,R_ZseiS5D3Yf3jOXn,41.92610168,anonymous,EN,Attleboro,24194,7,2,2,4,3,3,4,3,4,5,4,5,5,3,4,4,5,3,2,3,1,2,2,2,3,3,3,2,4,3,4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,5,3,4,3,4,5,3,2,3,3,1,,5,,EN,,,Social Studies teacher,,00160315
4/10/19 12:54,100,459,TRUE,2019-04-10T13:1:0,R_2tlJj6SMbhA5R5L,41.92610168,anonymous,EN,Attleboro,253109,6,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,5,4,4,3,4,5,3,4,3,3,3,4,2,5,4,3,3,2,3,1,2,2,3,4,3,2,2,3,5,3,3,3,3,2,,4,,EN,,Science teacher,,,00160315
4/10/19 13:00,100,762,TRUE,2019-04-10T13:12:0,R_3QJABTvlouxmVZm,41.92610168,anonymous,EN,Attleboro,24273,7,4,4,5,5,2,5,4,5,5,5,3,5,4,5,5,4,3,4,3,3,2,2,3,2,5,4,4,5,5,4,1,3,3,4,5,5,5,5,4,5,5,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,"3,4",,EN,,,Social Studies teacher,,00160315
4/10/19 13:04,100,524,TRUE,2019-04-10T13:13:0,R_1JUQ3uAPQeh9I2I,41.92610168,anonymous,EN,Attleboro,25902,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,4,3,3,3,4,5,3,4,4,4,5,4,5,4,5,5,5,5,4,4,1,5,3,4,4,4,4,3,3,5,4,4,1,,6,,EN,,,,English teacher,00160315
4/10/19 13:30,100,516,TRUE,2019-04-10T13:38:0,R_30kpH4a8vX29kK2,41.92610168,anonymous,EN,Attleboro,261160,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,5,4,5,4,4,4,3,2,1,3,2,4,4,4,3,4,5,5,4,2,3,1,3,2,3,3,3,5,5,4,5,4,4,2,,5,,EN,,,,,00160320
4/10/19 13:33,100,425,TRUE,2019-04-10T13:40:0,R_3NVProIAZSIwSIo,41.92610168,anonymous,EN,Attleboro,264106,5,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,5,4,5,4,4,5,5,4,3,4,5,5,4,5,4,5,5,4,5,1,2,1,5,5,4,5,5,5,5,4,5,4,5,2,,5,,EN,,,,,00160320
4/10/19 13:33,100,487,TRUE,2019-04-10T13:41:0,R_2uO4SQ2cRiE048C,41.92610168,anonymous,EN,Attleboro,261140,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,4,NA,NA,NA,NA,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,3,4,5,5,4,1,1,4,2,5,4,4,5,NA,NA,1,3,4,4,4,4,5,5,4,4,NA,3,1,,7,I don��������t know mine ,EN,,,,,00160320
4/10/19 13:31,100,625,TRUE,2019-04-10T13:42:0,R_XAklHO51fMNv5oB,41.92610168,anonymous,EN,Attleboro,264121,5,3,3,3,5,2,5,5,5,5,5,2,5,4,5,4,4,5,4,3,5,3,4,4,2,4,4,4,2,2,3,2,5,4,5,5,4,5,4,4,5,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,5,,EN,,,,,00160320
4/10/19 13:35,100,424,TRUE,2019-04-10T13:42:0,R_Uhb616Nfy07Ezf3,41.92610168,anonymous,EN,Attleboro,261105,5,3,4,4,4,3,4,3,3,3,4,3,3,4,4,5,3,3,4,5,3,1,2,2,5,4,4,4,4,4,4,2,3,3,3,4,4,5,3,3,4,4,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,00160320
4/10/19 13:33,100,567,TRUE,2019-04-10T13:42:0,R_2Ygf2zkMvH81QNE,41.92610168,anonymous,EN,Attleboro,25120,5,3,3,4,4,4,4,5,4,5,4,4,5,3,3,4,4,4,4,3,4,4,4,4,5,4,4,4,5,5,4,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,4,4,4,4,4,5,4,5,5,4,2,,6,,EN,,,,,00160320
4/10/19 13:33,100,562,TRUE,2019-04-10T13:43:0,R_3GCJHzBFe7NTcaD,41.92610168,anonymous,EN,Attleboro,261173,5,4,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,4,4,3,4,5,5,5,4,5,5,5,5,5,5,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,5,5,5,4,5,5,4,4,5,5,1,,5,,EN,,,,,00160320
4/10/19 13:34,100,528,TRUE,2019-04-10T13:43:0,R_1gzJ6sINv3n8TXS,41.92610168,anonymous,EN,Attleboro,264146,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,5,5,4,5,5,5,4,3,4,4,4,5,4,5,5,3,3,4,1,1,3,5,5,3,5,3,4,4,3,4,4,4,1,,5,,EN,,,,,00160320
4/10/19 13:32,100,651,TRUE,2019-04-10T13:43:0,R_3oOdf9rYLMpjPbS,41.92610168,anonymous,EN,Attleboro,261115,5,3,3,3,5,4,5,5,5,5,5,4,5,2,5,5,5,3,4,4,4,4,4,5,5,5,5,4,5,5,5,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,5,4,5,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,6,,EN,,,,,00160320
4/10/19 13:34,100,566,TRUE,2019-04-10T13:43:0,R_0Ds0BTzdJEgZ7a1,41.92610168,anonymous,EN,Attleboro,261131,5,2,3,3,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,4,4,4,2,4,4,3,3,3,3,2,4,4,3,3,2,3,3,3,NA,NA,2,3,4,3,4,3,4,5,2,3,4,3,1,,5,,EN,,,,,00160320
4/10/19 13:33,100,650,TRUE,2019-04-10T13:44:0,R_2zC4dB2nkUOFNGc,41.92610168,anonymous,EN,Attleboro,265133,5,2,3,2,4,3,3,4,3,5,4,5,5,4,5,4,3,3,4,4,5,5,4,4,2,3,4,4,4,5,4,3,2,2,3,5,4,4,4,3,5,5,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,6,,EN,,,,,00160320
4/10/19 13:35,100,543,TRUE,2019-04-10T13:44:0,R_3EnWPDa98800pW9,41.92610168,anonymous,EN,Attleboro,264107,5,5,4,5,5,5,4,4,4,5,3,4,5,3,5,5,5,4,4,5,3,4,5,4,3,4,1,3,4,5,4,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,5,5,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,00160320
4/10/19 13:32,100,757,TRUE,2019-04-10T13:45:0,R_3qwEsLP8XxlZ2Tj,41.92610168,anonymous,EN,Attleboro,1312008,5,4,5,5,3,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,NA,NA,NA,4,4,5,4,3,4,4,4,4,4,4,5,5,4,5,4,3,4,4,NA,NA,2,1,1,3,4,4,4,4,5,4,4,4,1,,"1,6",,EN,,,,,00160320
4/10/19 13:35,100,590,TRUE,2019-04-10T13:45:0,R_3mlCiHorUtoFKNy,41.92610168,anonymous,EN,Attleboro,60001376,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,3,4,4,4,NA,NA,NA,NA,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,5,5,5,4,4,5,3,5,4,4,5,4,4,4,5,NA,NA,1,3,4,3,5,4,4,4,3,3,4,4,2,,4,,EN,,,,,00160320
4/10/19 13:37,100,546,TRUE,2019-04-10T13:46:0,R_2xEqx5U7F5dRPTM,41.92610168,anonymous,EN,Attleboro,261126,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,4,4,3,4,5,4,3,5,3,4,3,4,4,5,5,5,5,5,2,2,1,5,2,5,5,4,5,2,4,5,5,3,1,,5,,EN,,,,,00160320
4/10/19 13:29,100,1055,TRUE,2019-04-10T13:47:0,R_sbtsBK2tZJwsS5j,41.92610168,anonymous,EN,Attleboro,264138,5,2,2,3,3,1,4,5,4,5,3,3,4,4,4,5,3,4,5,2,4,4,4,4,3,4,4,4,3,5,5,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,3,2,3,5,2,4,3,3,4,2,3,2,,"5,7",Portuguese ,EN,,,,,00160320
4/10/19 13:38,100,554,TRUE,2019-04-10T13:47:0,R_279bHZpId2yg1M7,41.92610168,anonymous,EN,Attleboro,26031,5,3,2,4,3,3,4,4,3,5,5,4,5,3,4,4,4,4,5,3,4,4,5,3,3,4,3,4,4,5,3,1,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,5,4,4,4,3,3,4,4,3,4,1,,"1,3",,EN,,,,,00160320
4/10/19 13:33,100,832,TRUE,2019-04-10T13:47:0,R_0DT0JYEr2qJKD6N,41.92610168,anonymous,EN,Attleboro,53329,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,4,5,5,NA,NA,NA,NA,3,2,2,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,4,4,NA,NA,1,3,5,5,5,5,5,3,2,4,4,4,1,,6,,EN,,,,,00160320
4/10/19 13:35,100,746,TRUE,2019-04-10T13:47:0,R_Qagr1lrJUZM0H3r,41.92610168,anonymous,EN,Attleboro,261166,5,4,4,5,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,NA,NA,NA,4,4,4,3,4,4,4,4,4,3,3,5,4,5,5,3,4,3,4,NA,NA,4,5,3,4,4,4,3,3,4,3,3,4,NA,,5,,EN,,,,,00160320
4/10/19 13:27,100,1229,TRUE,2019-04-10T13:47:0,R_1jrCbtKVYjboXQa,41.92610168,anonymous,EN,Attleboro,264139,5,4,3,4,3,2,3,3,3,NA,3,5,3,4,3,4,4,3,4,4,3,3,2,2,1,3,3,2,5,5,3,5,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,3,3,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,4,,EN,,,,,00160320
4/10/19 13:35,100,875,TRUE,2019-04-10T13:50:0,R_XYv2jU4zmZBnjWh,41.92610168,anonymous,EN,Attleboro,261174,5,3,4,5,4,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,NA,NA,NA,5,4,5,3,4,5,NA,NA,NA,NA,NA,5,5,5,5,5,3,2,4,NA,NA,2,NA,NA,NA,NA,NA,NA,5,4,4,4,3,2,,"1,5",,EN,,,,,00160320
4/10/19 13:39,100,751,TRUE,2019-04-10T13:51:0,R_ropWsztlzbg2CB3,41.92610168,anonymous,EN,Attleboro,264144,5,4,3,4,4,1,5,4,4,4,4,4,4,4,2,5,5,4,3,2,2,3,2,1,3,3,3,4,3,5,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,5,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,1,,EN,,,,,00160320
4/10/19 13:38,100,858,TRUE,2019-04-10T13:52:0,R_3RjSyOlRxbFmglF,41.92610168,anonymous,EN,Attleboro,6021,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,3,2,4,3,3,4,4,2,5,5,4,4,4,2,3,4,4,3,3,2,2,3,5,3,5,4,4,3,4,4,2,,5,,EN,,,,,00160320
4/10/19 13:37,100,954,TRUE,2019-04-10T13:53:0,R_3hfGUDrW7GBiN3i,41.92610168,anonymous,EN,Attleboro,9359,5,3,5,5,4,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,NA,NA,NA,5,3,3,4,3,4,2,3,2,2,4,5,5,4,4,3,5,3,2,NA,NA,1,1,3,2,4,2,2,2,1,1,3,3,2,,6,,EN,,,,,00160320
4/10/19 13:35,100,1057,TRUE,2019-04-10T13:53:0,R_TbCHgJAnVUXdsop,41.92610168,anonymous,EN,Attleboro,86572,5,3,4,3,4,3,4,4,5,4,4,4,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,2,2,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,3,4,2,4,1,3,3,2,3,2,,4,,EN,,,,,00160320
4/10/19 13:44,100,592,TRUE,2019-04-10T13:54:0,R_se6MHUD1a3vvoL7,41.92610168,anonymous,EN,Attleboro,261127,5,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,5,4,5,5,5,4,4,4,4,5,4,5,5,NA,5,NA,NA,1,1,1,5,5,4,5,5,5,5,3,1,4,4,1,,5,,EN,,,,,00160320
4/10/19 13:44,100,632,TRUE,2019-04-10T13:55:0,R_2feYVBvxFEHB9yM,41.92610168,anonymous,EN,Attleboro,74183,7,4,5,5,1,1,3,2,2,2,2,5,3,3,3,3,2,3,4,4,2,2,3,3,2,3,3,3,4,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,3,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,"4,5",,EN,Math teacher,,,,00160315
4/10/19 13:37,100,1118,TRUE,2019-04-10T13:56:0,R_vvHWIBMLwKLh8NX,41.92610168,anonymous,EN,Attleboro,253106,6,3,5,5,4,4,5,5,5,5,5,5,5,3,4,3,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,1,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,5,4,4,5,4,5,5,4,4,5,2,,5,,EN,,Science teacher,,,00160315
4/10/19 13:42,100,895,TRUE,2019-04-10T13:57:0,R_3NU1fOSVsuQ0ZAA,41.92610168,anonymous,EN,Attleboro,263135,5,2,5,4,3,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,2,NA,NA,NA,5,4,3,4,3,4,1,3,3,3,3,3,3,2,4,4,3,4,1,NA,NA,4,1,1,4,5,2,3,4,1,2,2,3,1,,5,,EN,,,,,00160320
4/10/19 13:41,100,964,TRUE,2019-04-10T13:57:0,R_3ehoOBNlfpRptq4,41.92610168,anonymous,EN,Attleboro,261150,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,4,NA,NA,1,2,5,4,5,3,5,5,5,5,5,5,2,,5,,EN,,,,,00160320
4/10/19 13:43,100,893,TRUE,2019-04-10T13:58:0,R_3EbRBun9715qrQ2,41.92610168,anonymous,EN,Attleboro,24724,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,3,4,4,4,NA,NA,NA,NA,3,3,NA,4,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,5,4,3,3,3,3,4,4,4,5,5,4,4,5,NA,NA,1,3,3,4,4,3,5,4,4,4,4,4,1,,5,,EN,,,,English teacher,00160315
4/10/19 13:36,100,1625,TRUE,2019-04-10T14:3:0,R_vwVe2MQaYsUMjzr,41.92610168,anonymous,EN,Attleboro,261145,5,4,3,4,5,3,5,5,5,5,5,3,3,3,4,4,4,5,4,4,3,4,4,3,4,4,4,5,3,4,4,1,4,3,3,4,4,5,4,4,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,00160320
4/10/19 13:55,100,565,TRUE,2019-04-10T14:4:0,R_3nCuCORnE8pCmFK,41.92610168,anonymous,EN,Attleboro,264129,5,3,3,2,5,3,4,4,4,5,5,5,5,3,4,4,4,5,5,5,4,4,4,4,3,4,3,4,5,5,5,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,4,5,4,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,5,,EN,,,,,00160320
