StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,
4/27/2022 9:33:00,4/27/2022 9:49:00,0,100,963,1,2022-04-27T9:49:0,R_2sdwVjCa8vcZs31,41.9261,-71.3011,anonymous,EN,1,160050,4,3,4,3,2,4,3,1,4,4,4,3,1,1,1,1,4,3,2,1,1,1,1,1,1,5,5,2,2,2,1,1,1,3,1,1,3,3,1,2,1,1,2,2,,,,,3,3,3,3,3,1,1,1,2,2,1,2,,,,2,2,3,3,3,4,4,A lot of the questions don't apply to my duties or my role as a paraprofessional.  There needs to be a N/A category.
4/14/2022 13:51:00,4/14/2022 14:20:00,0,100,1752,1,2022-04-14T14:20:0,R_dolozACGwMgOGTn,41.9261,-71.3011,anonymous,EN,1,160035,4,4,4,3,4,3,1,1,4,5,3,3,1,1,1,1,4,1,2,1,1,1,1,1,2,2,3,2,2,2,3,2,1,2,2,3,2,2,1,1,5,1,1,4,,,,,1,1,3,3,1,2,1,1,4,3,2,2,,,,2,1,1,3,3,3,4,Mostly geared to teachers.
4/13/2022 16:05:00,4/13/2022 16:16:00,0,92,660,0,2022-04-20T16:24:0,R_9Y87dUEvwGTRMvT,,,anonymous,EN,1,160050,4,4,4,4,2,5,2,3,4,4,4,3,2,2,1,3,4,2,3,2,1,2,2,1,1,5,5,5,4,4,4,4,2,3,3,2,1,3,3,4,3,2,2,2,2,,2,,1,1,1,3,3,2,2,2,4,3,2,3,,,,1,1,1,1,2,2,3,
4/6/2022 14:50:00,4/6/2022 15:06:00,0,100,1004,1,2022-04-06T15:6:0,R_3NFoQFYFg6uGQBl,41.9261,-71.3011,anonymous,EN,1,160505,2,3,4,2,2,2,1,1,4,4,4,3,4,4,4,2,2,1,2,4,4,4,4,4,4,3,3,3,3,1,2,3,2,2,4,2,3,4,1,2,3,4,4,4,3,,4,,4,3,4,4,5,3,5,1,1,3,2,2,,,,1,1,1,4,4,4,5,
4/14/2022 10:52:00,4/14/2022 11:14:00,0,100,1327,1,2022-04-14T11:14:0,R_rpDlizCWvp9Qif7,41.9261,-71.3011,anonymous,EN,1,160001,5,5,5,4,5,5,5,3,5,5,5,5,5,4,3,4,5,5,4,5,4,3,5,5,5,3,3,4,4,5,3,3,4,4,5,3,4,5,4,5,5,4,4,5,,,,,5,5,5,5,1,1,1,1,4,4,5,5,,,,3,5,4,2,2,2,3,
4/12/2022 12:06:00,4/12/2022 12:31:00,0,100,1506,1,2022-04-12T12:31:0,R_bl1lpLTyl4XZMpH,41.92610168,-71.30110168,anonymous,EN,1,160515,5,5,5,5,5,4,5,,,,,,5,5,5,5,,,,5,5,5,,,,4,4,4,4,4,4,4,,,,3,3,4,2,2,5,5,5,5,,,,,,,,,4,2,2,2,2,3,2,3,,,,,,,2,3,2,3,
4/27/2022 9:54:00,4/27/2022 10:04:00,0,100,556,1,2022-04-27T10:4:0,R_2ZOLHZlbokGcHKj,41.9261,-71.3011,anonymous,EN,1,160050,4,5,5,4,5,5,4,2,5,5,4,5,4,4,4,3,4,2,4,1,4,1,1,3,3,5,5,4,3,3,3,3,3,3,4,3,2,3,4,4,5,2,4,5,4,,4,,4,3,4,5,5,2,3,1,3,4,4,4,,,,2,2,1,2,3,4,5,
4/13/2022 16:06:00,4/13/2022 16:22:00,0,100,944,1,2022-04-13T16:22:0,R_2YxNKV32BeyDkvi,41.9261,-71.3011,anonymous,EN,1,160050,5,4,5,5,4,4,4,1,4,4,5,4,3,4,3,1,3,2,4,1,1,1,1,2,1,3,3,3,4,4,3,3,3,3,3,3,2,2,2,3,2,1,2,2,4,4,4,4,3,4,5,4,5,5,2,1,3,3,2,3,2,2,2,3,4,3,3,3,4,4,
4/12/2022 10:26:00,4/12/2022 10:38:00,0,100,727,1,2022-04-12T10:38:0,R_2pMIOOmItBkBKok,42.80099487,-71.3085022,anonymous,EN,1,160320,5,5,5,5,4,5,5,2,4,4,4,5,2,2,3,2,3,3,3,5,5,4,4,4,5,2,1,3,3,4,3,3,4,3,2,2,3,3,2,3,4,1,2,2,5,5,5,5,5,5,5,5,3,5,4,3,3,3,3,4,1,3,4,5,4,4,4,5,3,4,
4/6/2022 15:15:00,4/6/2022 15:27:00,0,100,711,1,2022-04-06T15:27:0,R_3kAn0f0ohVbTnB3,41.9261,-71.3011,anonymous,EN,1,160505,5,5,4,2,2,2,1,1,4,4,4,4,1,3,1,1,2,3,2,1,1,1,3,2,1,4,4,4,3,3,4,3,4,3,4,2,2,2,1,2,3,5,3,3,4,4,4,4,3,3,4,4,1,2,2,1,3,3,2,3,3,3,3,3,3,3,3,5,3,5,
4/13/2022 16:06:00,4/13/2022 16:28:00,0,100,1285,1,2022-04-13T16:28:0,R_2BtWXR2QKzbH0by,41.9261,-71.3011,anonymous,EN,1,160050,5,5,5,4,4,3,3,3,4,5,5,4,1,4,2,2,3,3,4,1,1,1,1,1,2,5,5,4,3,3,3,3,4,4,4,3,3,3,3,3,5,2,3,3,4,,4,,4,3,4,4,3,3,2,1,5,5,,4,,,,3,3,3,3,4,4,5,
3/30/2022 14:34:00,3/30/2022 14:49:00,0,100,890,1,2022-03-30T14:49:0,R_RfUvMip6eACVvCF,41.92610168,-71.30110168,anonymous,EN,1,160315,5,5,5,2,4,3,4,2,5,5,4,5,2,4,2,2,3,1,3,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,3,3,3,1,2,3,1,3,3,4,3,3,4,5,5,5,5,3,2,2,1,3,4,3,4,1,2,2,3,3,4,4,4,4,4,
3/31/2022 14:37:00,4/1/2022 7:31:00,0,100,60836,1,2022-04-01T7:31:0,R_eeZ8PawOBj8Kfdv,41.92610168,-71.30110168,anonymous,EN,1,160315,5,4,5,2,2,2,3,1,5,4,5,4,1,3,1,2,1,1,1,1,1,2,3,2,2,1,1,1,2,3,2,1,3,3,1,2,2,2,2,3,3,2,2,3,4,,,,3,3,3,4,4,3,2,1,5,2,3,3,,,,3,3,4,3,3,3,3,
4/6/2022 14:42:00,4/6/2022 14:56:00,0,100,823,1,2022-04-06T14:56:0,R_d1nYo1Z2X2HITAt,41.9261,-71.3011,anonymous,EN,1,160505,5,5,5,2,2,3,3,3,5,5,5,5,3,2,2,2,4,2,3,2,2,4,2,1,1,2,3,3,3,2,2,2,3,3,3,2,2,1,1,1,2,2,2,4,4,5,4,4,3,4,4,4,5,3,2,1,3,3,2,2,3,3,3,4,3,3,3,5,3,4,
4/27/2022 11:17:00,4/27/2022 11:57:00,0,100,2358,1,2022-04-27T11:57:0,R_1Dvcb1N6YN4RkLG,41.9261,-71.3011,anonymous,EN,1,160050,5,4,5,2,2,5,4,5,4,4,4,4,4,4,3,2,5,1,4,3,4,2,1,1,2,3,4,3,5,5,5,4,3,4,3,3,3,1,3,1,5,2,3,5,,,,,3,4,4,4,3,4,3,3,5,5,5,5,,,,3,3,3,3,3,4,4,
4/13/2022 10:37:00,4/13/2022 10:51:00,0,100,825,1,2022-04-13T10:51:0,R_2X7mimbrXzjmZ94,41.8363,-72.5596,anonymous,EN,1,160001,5,4,4,4,2,3,2,1,5,5,5,4,1,1,3,4,2,1,3,4,4,4,4,3,4,4,5,4,4,4,4,4,2,2,2,1,2,3,2,2,3,5,3,3,3,2,4,2,3,3,3,3,5,2,2,1,5,5,1,3,3,3,4,3,3,4,3,3,3,4,
4/6/2022 7:29:00,4/6/2022 9:28:00,0,100,7154,1,2022-04-06T9:28:0,R_2fGVNWPnWEn4Dvb,41.9261,-71.3011,anonymous,EN,1,160505,5,5,5,2,2,4,1,3,5,5,4,4,1,1,2,2,3,2,2,4,3,4,3,4,3,3,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,1,2,2,4,3,3,3,4,4,5,5,5,4,2,1,3,2,1,2,2,3,3,5,4,4,3,3,3,4,
4/6/2022 11:07:00,4/6/2022 11:23:00,0,100,965,1,2022-04-06T11:23:0,R_wWTwpQmvRTjS9EZ,41.8515,-71.2545,anonymous,EN,1,160505,4,5,5,2,2,5,2,1,5,5,5,4,1,4,1,1,4,2,4,5,3,4,4,4,4,3,3,4,5,5,4,4,4,3,3,3,2,4,4,4,4,4,5,5,4,4,5,4,4,3,4,4,3,3,2,1,5,4,3,4,5,5,5,5,5,4,4,5,4,5,
4/13/2022 5:54:00,4/13/2022 6:16:00,0,100,1303,1,2022-04-13T6:16:0,R_u31i2hAxFC6FIIh,41.9261,-71.3011,anonymous,EN,1,160001,5,3,5,5,4,5,3,,,,,,3,4,5,2,,,,2,3,2,,,,3,2,3,3,4,3,3,,,,3,3,3,2,3,4,1,2,2,,,,,,,,,5,2,1,1,2,2,1,3,,,,,,,2,3,3,4,Add DAILY as an answer to how often we contact parents
4/13/2022 16:05:58,4/13/2022 16:22:11,0,100,973,1,2022-04-13T16:22:12,R_sHTU3TnoahV8ZMZ,41.9261,-71.3011,anonymous,EN,1,160050,4,4,5,4,4,3,3,2,3,4,4,3,3,4,4,2,4,2,3,3,4,4,1,1,2,5,5,4,4,4,4,4,2,4,2,3,2,3,2,3,5,2,5,5,3,,4,,4,4,3,5,5,2,2,1,3,3,1,2,,,,3,3,1,3,3,1,2,"I do not know the answers to questions about the practices of regular classroom teachers (such as  "" how much do they collaborate?"" 
To make it more relevant for ELL teachers questions could include: do you have enough support, materials, communication with classroom teachers, time with students"
4/6/2022 7:30:00,4/6/2022 7:42:00,0,100,703,1,2022-04-06T7:42:0,R_3lJHxTiwCZ3Ncer,41.9261,-71.3011,anonymous,EN,1,160505,5,5,5,2,2,3,1,2,4,3,4,3,2,4,3,1,3,3,2,1,2,1,1,1,1,3,3,3,4,4,3,3,2,2,4,2,1,1,2,4,3,1,4,3,3,4,2,4,4,4,4,4,5,3,3,1,2,2,2,2,2,2,2,4,2,4,3,4,3,4,
4/6/2022 14:47:00,4/6/2022 15:00:00,0,100,789,1,2022-04-06T15:0:0,R_1hEDLFSpjTYmcvh,41.9261,-71.3011,anonymous,EN,1,160505,5,4,4,3,2,5,4,1,4,4,4,3,2,1,1,1,3,3,3,2,2,2,1,1,1,3,3,3,3,3,3,3,3,2,4,2,2,2,2,2,3,1,3,3,,,,,2,3,3,5,2,2,2,1,2,2,1,2,,,,1,3,3,4,5,4,5,It is very difficult to answer questions about teaching in a classroom - I work in a very different role.
4/13/2022 17:50:00,4/13/2022 18:02:00,0,100,696,1,2022-04-13T18:2:0,R_1lyQfifnTCHxv7f,42.3364,-71.0326,anonymous,EN,1,160050,5,5,5,4,3,5,2,2,5,4,4,4,1,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,4,3,3,2,4,5,3,3,4,3,,4,,4,3,3,4,5,2,2,3,3,2,2,2,,,,3,4,3,3,3,3,3,
4/13/2022 15:44:00,4/13/2022 15:52:00,0,100,436,1,2022-04-13T15:52:0,R_28FzCmxXfgC9jMV,41.9261,-71.3011,anonymous,EN,1,160035,5,5,4,2,2,4,2,1,5,5,5,5,2,2,2,2,4,5,2,2,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,4,4,4,3,3,3,3,3,5,4,3,2,2,3,3,1,3,1,1,1,3,3,3,2,3,3,4,
4/6/2022 14:58:00,4/6/2022 15:07:00,0,100,535,1,2022-04-06T15:7:0,R_1Q9qhqaUoTZhi27,41.9261,-71.3011,anonymous,EN,1,160505,5,4,5,4,3,4,2,3,5,5,5,5,3,3,4,4,3,3,3,2,2,3,1,1,1,2,2,3,3,3,3,3,3,3,4,2,1,1,1,1,3,1,3,1,4,4,4,3,4,3,3,4,3,3,3,1,3,2,2,3,2,3,3,3,3,3,1,4,1,4,
4/27/2022 19:46:00,4/27/2022 20:20:00,0,100,2061,1,2022-04-27T20:20:0,R_1KoFLnOy9iEPzuV,41.9261,-71.3011,anonymous,EN,1,160320,2,2,4,4,5,1,4,1,5,5,3,4,1,4,5,2,2,1,2,5,5,5,5,4,5,3,3,4,3,3,3,3,2,3,2,2,3,3,2,4,2,1,3,3,3,4,4,4,2,3,4,4,4,3,2,1,3,3,4,4,2,2,2,3,2,2,3,3,3,3,
4/6/2022 7:40:00,4/6/2022 8:15:00,0,100,2071,1,2022-04-06T8:15:0,R_1l5e4QMefvBKSz4,41.9261,-71.3011,anonymous,EN,1,160505,5,5,4,3,2,5,3,1,4,4,4,3,3,4,2,3,3,1,3,1,1,4,2,2,1,3,3,2,2,2,3,2,2,2,1,1,2,3,1,1,5,1,3,3,3,4,2,3,2,1,2,3,3,3,2,1,3,3,1,3,1,2,2,3,3,3,4,5,3,4,
4/28/2022 22:09:00,4/28/2022 22:21:00,0,100,731,1,2022-04-28T22:21:0,R_2V7uFP2jiufgJHz,41.9261,-71.3011,anonymous,EN,1,160040,5,5,5,5,5,5,4,1,4,4,4,4,3,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,5,5,4,,5,,5,3,3,3,5,5,2,4,4,5,5,5,5,5,3,3,4,4,4,2,1,4,3,2,2,3,3,3,1,3,3,2,3,3,3,
4/6/2022 14:37:00,4/6/2022 14:48:00,0,100,629,1,2022-04-06T14:48:0,R_3rZfFpAa3nwDwo1,41.8501,-72.4649,anonymous,EN,1,160505,5,5,5,4,4,5,4,1,5,5,5,5,3,3,4,4,3,2,4,2,2,3,2,2,1,4,4,2,2,3,2,2,3,3,3,2,2,3,2,2,4,3,4,4,3,4,4,4,4,4,4,5,5,2,2,2,,,,,1,2,2,3,3,3,4,4,4,4,
4/13/2022 16:10:00,4/13/2022 16:21:00,0,100,702,1,2022-04-13T16:21:0,R_3HiQYCck0xVhl9A,41.9261,-71.3011,anonymous,EN,1,160050,5,3,4,2,2,2,1,1,4,4,4,4,2,3,2,1,1,1,1,2,1,5,2,2,2,3,4,4,4,2,3,3,3,3,3,3,5,5,5,4,2,1,2,2,5,4,4,3,4,3,3,3,4,3,2,1,4,4,3,3,2,3,3,3,3,3,3,3,4,4,
3/30/2022 14:40:00,3/30/2022 14:55:00,0,100,898,1,2022-03-30T14:55:0,R_bkLxhozq7FPxnq1,41.88600159,-71.34570313,anonymous,EN,1,160305,5,5,5,5,5,5,5,1,5,5,5,5,2,4,3,4,4,3,5,4,4,4,5,5,4,4,4,4,4,5,4,4,5,5,4,3,4,2,2,2,4,4,4,4,3,4,5,4,2,2,2,4,5,3,2,1,2,4,4,4,2,3,2,2,2,3,4,4,3,4,
4/6/2022 14:35:00,4/6/2022 14:54:00,0,100,1098,1,2022-04-06T14:54:0,R_3O7dnO6Y5hFOmbp,41.9261,-71.3011,anonymous,EN,1,160505,4,4,5,3,4,4,3,1,4,4,5,4,2,2,2,1,4,2,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,2,2,2,1,2,3,2,2,2,3,,3,,4,4,3,4,5,3,,,1,2,1,2,,,,3,3,3,3,5,3,4,
4/6/2022 12:57:00,4/6/2022 13:28:00,0,100,1831,1,2022-04-06T13:28:0,R_3Jme9dCbAHH2qp1,41.9261,-71.3011,anonymous,EN,1,160505,5,4,5,4,2,2,2,4,3,3,4,5,3,1,3,3,2,1,2,4,4,3,3,3,3,3,3,4,4,4,3,3,3,2,3,2,3,4,2,3,1,1,1,1,3,,3,,2,2,4,4,2,4,2,1,4,3,2,4,,,,4,2,5,4,5,4,5,I had no knowledge of some questions. Particularly related to parent involvement.
4/6/2022 8:04:00,4/6/2022 8:21:00,0,91,994,0,2022-04-13T8:21:0,R_1LIi5XsEXlMq5qb,,,anonymous,EN,1,160505,4,3,4,4,,3,,,4,3,2,,2,1,1,2,4,3,4,2,1,2,,,1,3,,,3,3,4,3,3,3,4,3,1,1,1,2,,,,,,,,,,,,,1,1,1,,3,3,3,3,,,,1,1,1,1,1,,,
4/12/2022 10:07:00,4/12/2022 10:26:00,0,100,1092,1,2022-04-12T10:26:0,R_3KK4wr7ngc0IJV1,41.97390747,-71.32839966,anonymous,EN,1,160315,4,4,4,2,2,2,3,,4,4,4,,,2,2,1,5,4,4,,1,2,,,,2,2,2,2,2,2,2,,,1,,,1,,,4,1,2,3,,,,,1,1,2,2,,2,2,1,5,4,,,,,,2,2,2,3,3,3,3,
4/13/2022 16:06:00,4/13/2022 16:21:00,0,100,918,1,2022-04-13T16:21:0,R_1CkaNq8WBg2LOdI,41.9261,-71.3011,anonymous,EN,1,160050,4,5,4,4,2,2,1,1,4,4,3,4,3,4,4,3,1,1,2,2,1,,2,2,1,4,4,4,5,4,4,4,3,3,3,2,2,2,2,3,2,1,2,2,3,,4,,4,3,4,4,5,3,1,1,3,3,2,3,,,,3,4,2,2,3,3,3,
3/30/2022 14:39:00,3/30/2022 15:13:00,0,100,2026,1,2022-03-30T15:13:0,R_1gA3BzvsLDULvEa,41.88600159,-71.34570313,anonymous,EN,1,160305,4,4,4,3,3,5,2,,,,,,2,2,2,2,,,,4,3,4,,,,3,3,4,3,4,4,3,,,,3,2,2,1,1,4,2,3,3,,,,,,,,,5,3,2,3,1,3,3,3,,,,,,,5,5,5,5,
4/6/2022 7:55:00,4/6/2022 8:32:00,0,100,2211,1,2022-04-06T8:32:0,R_2xMfzgpJ9UjxcVf,41.9261,-71.3011,anonymous,EN,1,160505,5,4,5,2,2,5,1,2,4,4,4,4,2,2,2,2,3,2,3,1,2,1,1,1,1,1,1,1,2,3,3,2,2,2,2,3,3,2,2,2,1,1,2,2,3,2,3,2,4,4,4,5,2,2,2,1,2,2,2,2,3,3,3,4,3,4,3,4,3,4,
4/6/2022 7:34:00,4/6/2022 7:49:00,0,100,937,1,2022-04-06T7:49:0,R_51GXbZHQTh6Fn5D,41.9261,-71.3011,anonymous,EN,1,160505,4,4,5,4,3,5,1,,,,,,2,3,1,2,,,,2,1,1,,,,3,3,3,3,3,3,2,,,,3,2,3,2,4,4,2,4,4,,,,,,,,,5,3,3,2,3,3,2,3,,,,,,,4,5,3,5,
4/6/2022 14:28:00,4/6/2022 14:51:00,0,100,1396,1,2022-04-06T14:51:0,R_3feCOLk79WWaHFb,42.2904,-71.0712,anonymous,EN,1,160505,5,5,5,4,3,5,4,2,5,5,5,4,3,3,2,1,4,5,5,2,2,3,4,4,2,2,2,3,4,4,3,3,3,3,4,2,2,3,3,1,4,1,5,5,3,4,5,5,4,4,4,4,5,3,3,2,2,3,2,4,3,3,4,3,3,4,3,3,3,5,
4/6/2022 14:56:00,4/6/2022 15:07:00,0,100,645,1,2022-04-06T15:7:0,R_26b6aaUX21igYit,41.9261,-71.3011,anonymous,EN,1,160505,5,5,4,3,3,5,3,2,4,4,5,5,2,5,3,4,3,4,2,2,2,4,2,1,1,3,4,4,4,4,3,3,3,3,4,2,1,1,1,2,3,1,3,3,3,3,4,4,3,4,4,5,3,3,3,1,3,3,2,3,2,3,2,4,2,3,4,5,3,4,
4/27/2022 9:25:00,4/27/2022 9:44:00,0,100,1124,1,2022-04-27T9:44:0,R_1mWtXJQdRvPutGV,41.9261,-71.3011,anonymous,EN,1,160050,4,4,3,4,3,2,1,1,5,4,3,5,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,3,2,1,2,3,4,3,4,2,1,1,2,3,4,3,3,4,4,3,3,1,2,2,2,2,2,1,2,2,4,3,1,2,1,3,4,3,4,
4/24/2022 13:14:00,4/24/2022 13:22:00,0,100,499,1,2022-04-24T13:22:0,R_2CPSl4cMYEJ5MCj,41.9261,-71.3011,anonymous,EN,1,160040,5,5,5,5,5,3,5,2,5,5,5,5,2,2,2,2,4,3,5,3,4,3,4,4,3,3,4,4,4,4,5,5,3,4,2,5,3,4,2,2,5,2,3,3,,,,,3,3,4,4,5,3,2,1,3,2,2,2,,,,4,4,4,3,3,3,3,
4/13/2022 16:05:00,4/13/2022 16:11:00,0,100,314,1,2022-04-13T16:11:0,R_3EaT2qBRSjopiwt,41.9261,-71.3011,anonymous,EN,1,160050,3,4,3,5,4,5,3,2,4,4,4,3,3,4,4,3,4,3,4,1,1,1,1,1,1,,,,3,4,3,3,4,4,3,3,2,4,2,2,3,1,1,4,3,,3,,4,3,4,4,5,,,,,,,,,,,4,4,4,3,3,4,4,
4/13/2022 16:05:00,4/13/2022 16:27:00,0,100,1295,1,2022-04-13T16:27:0,R_3rM0wFMApmrRY99,41.9261,-71.3011,anonymous,EN,1,160050,5,5,5,3,2,3,2,1,5,4,3,4,2,3,5,3,3,1,1,2,4,2,1,1,1,3,4,2,4,4,3,3,3,4,2,2,2,3,2,4,3,1,2,3,4,4,3,3,5,5,4,5,4,3,2,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,
4/6/2022 10:06:00,4/6/2022 10:20:00,0,100,842,1,2022-04-06T10:20:0,R_D0EaE40mNMKfS81,41.9261,-71.3011,anonymous,EN,1,160505,5,5,5,4,3,5,4,2,5,5,5,5,3,3,2,3,2,3,2,3,3,4,1,1,1,3,3,3,4,4,4,3,3,2,2,1,1,2,1,4,3,3,3,4,4,4,4,4,3,3,3,3,5,4,3,4,4,5,2,4,2,3,3,3,3,4,4,4,3,4,
3/30/2022 9:35:00,3/31/2022 6:34:00,0,100,75528,1,2022-03-31T6:34:0,R_2CvPFjQ0RneKZAT,41.92610168,-71.30110168,anonymous,EN,1,160315,5,4,4,2,2,2,2,2,5,4,3,5,2,1,2,2,3,5,2,3,3,4,2,3,2,1,1,2,1,1,2,1,1,2,1,2,2,2,3,3,2,1,2,2,2,3,2,2,3,3,3,3,5,1,1,1,1,1,1,1,2,2,1,2,3,2,3,3,3,3,
4/6/2022 14:55:00,4/6/2022 15:07:00,0,100,683,1,2022-04-06T15:7:0,R_1IxV8UND9hZLAgC,41.9261,-71.3011,anonymous,EN,1,160505,5,5,5,2,2,2,3,2,4,3,4,4,1,3,1,2,1,4,1,1,4,4,1,1,1,3,3,4,4,4,4,4,3,3,3,3,3,2,3,5,4,4,3,3,4,3,4,4,2,2,1,2,4,3,3,1,3,3,2,4,3,3,3,3,3,4,3,4,2,3,
4/13/2022 16:22:00,4/13/2022 16:31:00,0,100,576,1,2022-04-13T16:31:0,R_2EzvtZgdGu17iQq,41.9261,-71.3011,anonymous,EN,1,160001,5,4,5,2,2,5,2,1,4,4,4,4,2,2,2,2,2,2,3,2,2,2,3,3,3,5,5,4,4,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4,4,,4,,4,4,5,5,5,1,2,1,4,3,2,3,,,,3,3,3,2,2,2,2,
4/13/2022 15:45:00,4/13/2022 15:56:00,0,100,662,1,2022-04-13T15:56:0,R_25TnA3oeb7iaymi,41.9261,-71.3011,anonymous,EN,1,160035,5,5,5,3,4,2,1,2,5,4,4,4,3,4,4,5,4,1,5,4,3,3,2,2,2,4,5,4,4,4,4,3,3,4,3,3,3,3,2,5,5,2,4,4,4,,4,,3,4,5,5,5,2,2,1,3,3,2,3,,,,2,4,4,3,4,3,4,
4/13/2022 22:10:00,4/13/2022 22:18:00,0,100,473,1,2022-04-13T22:18:0,R_4NOVDuhHXOT2m3f,41.9261,-71.3011,anonymous,EN,1,160045,5,5,5,5,5,3,4,,,,,,4,2,3,3,,,,5,5,5,,,,4,4,4,5,5,5,4,,,,4,4,3,1,3,4,3,4,4,,,,,,,,,4,4,2,1,2,4,2,3,,,,,,,3,3,3,3,
4/13/2022 16:23:00,4/13/2022 16:40:00,0,100,1004,1,2022-04-13T16:40:0,R_9WZbPJcX1QBqG0p,41.9261,-71.3011,anonymous,EN,1,160045,5,5,5,3,3,4,4,1,4,4,4,4,2,4,2,2,1,1,3,3,4,5,3,2,2,4,4,4,3,2,3,3,3,3,1,4,3,2,3,4,1,1,2,2,4,4,3,4,4,4,4,3,5,3,2,2,4,3,2,4,3,2,3,3,4,5,3,3,4,5,
4/13/2022 15:45:00,4/13/2022 15:54:00,0,100,532,1,2022-04-13T15:54:0,R_1gT37uvOVLGlv7N,41.9261,-71.3011,anonymous,EN,1,160035,5,4,4,3,3,3,1,1,4,4,2,4,1,1,2,2,2,5,3,1,1,1,1,1,1,3,3,2,2,2,2,3,2,2,1,2,3,3,2,2,3,3,1,3,1,1,1,1,3,3,4,4,5,2,2,1,3,3,2,3,1,1,2,2,3,3,2,2,2,3,
4/7/2022 8:40:00,4/7/2022 9:01:00,0,100,1284,1,2022-04-07T9:1:0,R_PUr1W2MjEQZzCOl,41.9832,-70.9773,anonymous,EN,1,160505,5,4,5,4,4,5,4,,4,3,5,5,4,5,4,3,,,3,5,4,4,5,5,4,,,3,4,4,4,3,4,5,,2,2,2,2,2,5,3,5,5,,,,,,,,4,,,,,,4,,4,,,,2,2,1,4,5,5,5,Paraprofessionals provide a wide range of supports outside the classroom including assisting students with mobility issues & with personal care and in some classes taking students out in the community. All the survey questions related to instruction inside the classroom inside the building.
4/13/2022 16:07:00,4/13/2022 16:18:00,0,73,648,0,2022-04-20T16:18:0,R_1hF3SAXlGYq9Tcb,,,anonymous,EN,1,160050,5,4,4,4,4,5,3,2,2,3,3,4,2,4,3,3,,,,2,3,2,2,2,2,3,4,4,4,3,4,3,,,,2,2,1,3,4,3,1,2,2,,,,,,,,,5,2,2,2,,,,,,,,1,3,2,,1,1,2,
4/6/2022 14:45:00,4/7/2022 10:05:00,0,100,69592,1,2022-04-07T10:5:0,R_viso4QfO70Kg9tT,41.9261,-71.3011,anonymous,EN,1,160505,5,4,5,3,3,4,4,3,4,4,4,4,1,3,3,1,3,3,4,2,1,2,2,2,2,3,3,4,4,4,4,3,3,3,3,1,1,1,2,2,5,2,3,4,4,,4,,4,4,4,5,5,3,3,2,3,3,3,3,,,,2,2,2,2,3,3,5,
4/13/2022 16:06:00,4/13/2022 16:14:00,0,100,483,1,2022-04-13T16:14:0,R_2pMEeQWpamxpPew,41.9261,-71.3011,anonymous,EN,1,160050,5,5,5,5,4,3,4,1,5,5,5,5,3,3,3,3,3,1,3,3,3,3,2,2,2,4,4,3,4,4,4,3,4,4,3,3,4,2,4,3,3,2,1,1,4,4,4,4,3,3,4,5,4,2,1,1,4,4,2,3,3,3,3,4,3,5,3,3,3,3,
4/14/2022 7:50:00,4/14/2022 8:05:00,0,100,907,1,2022-04-14T8:5:0,R_3iIO99VV1H8EmLY,41.9261,-71.3011,anonymous,EN,1,160050,5,5,4,4,2,5,3,4,5,4,5,5,2,2,2,1,4,4,4,2,4,1,2,2,1,3,3,1,3,3,2,2,4,3,3,2,3,2,3,4,4,2,2,2,4,4,4,4,4,3,3,3,4,5,4,2,3,3,3,4,2,2,3,3,3,4,4,5,3,4,
