StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,DESE ID,Q70,Q72,Q72_5_TEXT,Q74,Q74_5_TEXT,Q86,Q86_5_TEXT,Q87,Q87_5_TEXT,Q89,Q89_5_TEXT,Q90,Q90_5_TEXT,Q92,Q92_5_TEXT,Q93,Q93_5_TEXT,Q95,Q95_5_TEXT,Q96,Q96_5_TEXT,Q98,Q98_5_TEXT,Q99,Q99_5_TEXT,p-scrp-q3,p-scrp-q2,p-valm-q1,p-valm-q2,p-valm-q3,p-valm-q4,Q87-2,p-comm-q1,p-comm-q2,p-comm-q3,p-tcom-q1,p-tcom-q3,p-evnt-q4,p-comm-q4,Q57,p-evnt-q3,p-evnt-q1,p-evnt-q2,Q88,p-socx-q3,p-socx-q4,p-scrp-q1,Q58_2,p-socx-q1,p-sosu-q1,p-sosu-q2,p-sosu-q3,Q59_2,p-socx-q2,p-sosu-q4,p-phys-q3,Q60,p-acpr-q1,p-acpr-q2,p-acpr-q3,p-acpr-q4,Q61_2,p-cure-q1,p-cure-q2,p-cure-q3,p-cure-q4,Q62,Q61,Q61_100_TEXT,Q62_2,Q62_100_TEXT,Q64,Q64_100_TEXT,Q65,Q65_100_TEXT,Q63,Q63_100_TEXT,Q67,Q67_100_TEXT,Q58,Q59
5/1/2024 15:04:58,5/1/2024 15:38:53,0,144.212.5.9,100,2035,1,2023-03-01T15:38:55,R_14hZ57RSZaHTFZM,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,5,5,5,5,5,5,I've always been an active participant in my child's school experience and have always felt the teachers and staff appreciate and respect my involvement and point of view.  ,2,2,2,4,4,1,1,"Let me first say, when I reach out to individual's at Fowler, I generally get a prompt response. And all of my interactions with staff and teacher's have been positive. One of the biggest challenges at Fowler is communication. Not that there isn't enough necessarily, but that it's spread ALL over the place. I get SMORES newsletters from the superintendent and from the principal about upcoming events or important dates. When I want to refer back to them I have to search my email for the right one. It would be SO much easier if there was a standard website link to a calendar and the link got sent out instead.   I'm also told to look for information about my child's assignments in various places such as Aspen or Google Classroom. There doesn't appear to be a consistent standard so I waste both my time and the poor teacher's time hunting and pecking until I find what I'm looking for OR I email to get more specifics. It would be great if the school could standardize on ONE platform and all teachers use the same platform in a consistent way. I think this would eliminate a lot of waste.  It makes it very difficult for me to follow along and support my child's academic progress. ",4,5,5,plenty of opportunities to participate ad get involved in spite of my 9-5pm work schedule,1,5,3,"she loves her friends and at least this year, sadly, that is the only real motivation for her to go to school. I would like her to think she has at least one trusted adult she can go to at school whether it's her guidance counselor or her math teacher. ",4,5,5,5,staff and teachers are aware of my child's situation and have always been supportive,5,4,2,I've never felt that my daughter was unsafe at school. I'm not aware of significant substance abuse problems nor has she ever alluded to concerns about this. ,2,2,3,1,"My child does not like school other than an opportunity to see and interact with her friends. She is very uninspired and unmotivated academically. I don't think this is a result of lack of trying on the part of teachers and staff at Fowler. it might be a question of style and approach. My daughter responds better to carrots than sticks. That being said, it can't ALL be about carrots; there's needs to be a healthy balance between ""carrots"" and ""sticks""",4,4,4,4,,1,,2,,1,,5,,2,,1,,,
5/1/2024 12:10:46,5/1/2024 16:26:13,0,108.49.135.140,100,15326,1,2023-03-01T16:26:14,R_3dFjBaLtfbNlflp,email,EN,1740305,2,2,,7,,1,,7,,,,,,,,,,,,,,,,,,3,3,3,4,3,3,,4,4,4,3,3,2,4,,3,3,4,,2,4,5,,4,4,5,3,,4,5,3,,4,4,1,1,,4,3,5,5,,1,,1,,2,,5,,2,,1,,,
5/1/2024 16:47:28,5/1/2024 16:51:34,0,108.49.135.118,100,246,1,2023-03-01T16:51:35,R_6DRRh70gqUtjBQp,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,4,4,5,5,5,5,,5,5,5,4,5,3,5,,,,,,5,5,5,,5,5,5,5,,4,5,1,,4,4,4,5,,4,5,5,4,,1,,1,,2,,6,,2,,1,,,
5/1/2024 17:53:44,5/1/2024 17:57:27,0,108.26.167.73,100,222,1,2023-03-01T17:57:28,R_1XtFwnBoLGKb1Lj,email,EN,1740305,2,2,,7,,1,,7,,,,,,,,,,,,,,,,,,3,3,5,5,5,5,,5,4,5,5,5,3,4,,4,4,4,,4,5,5,,5,4,5,5,,2,5,2,,5,5,5,4,,4,4,4,4,,1,,1,,2,,5,,2,,1,,,
5/1/2024 18:55:25,5/1/2024 19:02:47,0,173.76.36.28,100,442,1,2023-03-01T19:02:48,R_2OObeKnNK7SK8JG,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,3,3,3,3,3,,3,3,3,2,3,2,2,,2,2,3,,2,4,2,,2,3,3,3,,2,3,3,,3,3,3,3,,3,3,3,3,,99,,1,,2,,5,,2,,1,,,
5/1/2024 19:59:32,5/1/2024 20:04:32,0,98.118.127.57,100,300,1,2023-03-01T20:04:33,R_6Jwr3JwCF23JLsR,email,EN,1740305,2,2,,7,,2,,7,,,,,,,,,,,,,,,,,,3,3,4,4,4,4,,4,3,5,3,3,1,4,,3,3,5,,4,5,3,,4,3,4,3,,2,4,3,,4,4,4,4,,4,4,4,4,,1,,1,,2,,5,,2,,1,,,
5/1/2024 20:24:04,5/1/2024 20:32:21,0,68.160.135.52,100,497,1,2023-03-01T20:32:22,R_3cA91P3uRjtZR7r,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,4,4,3,4,4,3,"I don't really have a relationship with any of the staff at the school. I had a teacher conference back in October, and have had little communication with my son's teacher since then. I do not feel like I have built a connection with her, and I haven't interacted with the school administration at all.",5,5,4,2,4,2,5,"I appreciate how communicative the school administration is, but I find the emails are repetitive and overwhelming sometimes. The pto will send out an email with all the same info that the school principal sent out. It gets to be too much to keep up with.",2,3,2,I can't remember many events that have included parents. The few events that asked for parent volunteers were times that were during my work hours so I couldn't participate.,4,5,4,,5,3,4,4,,3,3,3,,4,4,3,3,My son has had two times this year where he has missed 4-5 days of school because of an illness or injury. When he returned there was very little makeup work. I was surprised at how little he had missed during a full week of school. It has me wondering how much they are actively learning each day.,4,4,4,4,,1,,"2,4",,2,,5,,2,,1,,,
5/2/2024 6:27:51,5/2/2024 6:44:04,0,71.184.91.149,100,973,1,2023-03-02T06:44:05,R_324MSXFkKpXkpTy,email,EN,1740305,2,1,,7,,1,,7,,,,,,,,,,,,,,,,,,4,4,5,5,5,5,,5,5,5,5,5,2,1,,3,1,5,,5,5,5,,5,5,5,5,,4,5,1,,4,2,4,4,My kids strongly dislike the amplify program. The complain about it often and being in the computer too much in ELA,5,5,5,5,,1,,1,,2,,5,,2,,1,,,
5/1/2024 11:12:57,5/2/2024 9:03:12,0,108.26.167.87,100,78615,1,2023-03-02T09:03:14,R_1uU31VwD9lDW6cJ,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,5,5,5,5,5,I have felt welcomed at Fowler. The teachers my son has had over the past 2 years have been wonderful. The school feels like an inclusive environment. ,5,5,5,5,5,3,5,"4th and 5th graders do not receive progress reports. I feel like these could be useful. Because so much of their work is now online, I don't see a lot of completed schoolwork coming home. ",4,4,4,I feel like communication of events is good. The weekly update from the principals is very helpful. The teachers are also good about giving notice. ,5,5,5,The teachers are amazing and in my experience do a great job of promoting respect and kindness. ,4,3,5,5,My son has unfortunately had a few incidents where he has been threatened with bodily harm by classmates. The Fowler administration and teachers were very quick to respond AND follow up after a particularly disturbing incident. I feel like the kids that are doing the bullying may need more interventions from the school as many are repeat offenders. ,2,5,2,"My child has been involved in a few incidents of where he has been pushed around by bigger, more aggressive kids in his grade. The concerns were brought to the attention of Fowler administration and teachers. They have done their best at trying to diffuse situations. This is a tough age when boundaries are being tested on a daily basis. ",5,5,5,5,My son has an IEP and gets extra help in a few areas. The district and Fowler have been helpful and accommodating in making sure my son has the extra support he needs.  ,5,5,5,5,My child is in the Spanish Immersion program which has been wonderful and has had the opportunity to really learn about other cultures. ,1,,1,,2,,6,,2,,1,,I feel like that Fowler has been a good experience so far for my son. The teachers and staff have been wonderful and do a great job with the kids. ,
5/2/2024 9:59:15,5/2/2024 10:03:20,0,199.184.125.1,100,245,1,2023-03-02T10:03:22,R_1YEziV18EE4Osql,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,4,4,4,4,,4,4,4,4,4,4,5,,3,3,4,,5,5,5,,5,4,4,3,,3,4,3,,5,5,5,5,,3,3,3,3,,1,,1,,2,,6,,2,,1,,,
5/2/2024 10:10:10,5/2/2024 10:16:56,0,71.184.210.67,100,406,1,2023-03-02T10:16:57,R_780RDCq6uVOD8S5,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,3,5,3,5,4,,5,5,2,4,5,1,3,,4,3,5,,4,5,5,,3,4,5,5,,5,5,3,,5,3,3,4,,3,3,3,3,,1,,1,,2,,5,,2,,1,,I couldn’t identify the administrators if they walked into a room. The revolving door of Fowler administrators has created an environment where you don’t need to know them as the never very long anyway.,
5/2/2024 11:01:15,5/2/2024 11:06:41,0,172.56.194.53,100,325,1,2023-03-02T11:06:42,R_1YoNJQkpOVSbei5,email,EN,,2,2,,7,,2,,7,,,,,,,,,,,,,,,,,,4,4,5,5,5,5,,5,5,5,5,5,3,5,,3,4,4,,4,5,5,,5,5,5,5,,4,5,2,,5,5,5,4,,5,5,4,5,,1,,2,,2,,5,,2,,1,,,
5/2/2024 11:40:25,5/2/2024 11:47:54,0,72.74.85.19,100,448,1,2023-03-02T11:47:55,R_3e2zov89gTzoINC,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,5,4,5,5,5,4,,4,5,3,4,4,2,5,,3,3,1,,4,5,5,,4,3,4,4,,5,5,3,,5,5,2,2,,4,5,3,3,,1,,1,,2,,5,,2,,1,,,
5/2/2024 12:28:32,5/2/2024 12:49:20,0,73.69.127.215,100,1248,1,2023-03-02T12:49:21,R_2PnnfXgl6Puq0EW,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,2,2,2,4,4,"I have only set for in my son's classroom once or twice. School events are good for building community, but there not focused on students' learning.",5,5,4,2,4,3,4,,3,5,1,I enjoy the events. I wish there were events where students could celebrate and share their learning,2,5,5,"He often comes home saying he ""had a bad day"" and refuses to talk about what happened. He likes seeing his friends and his special education teacher. In common spaces (lunch and recess) the climate seems to be unfriendly fairly often",2,4,2,4,"There is routine bullying of lgbtq kids. My son has learned to keep his head down to avoid the bullies. This is exactly the opposite of what I want him to be learning. I asked him if any adult at school ever talks to kids about what it means to be part of a community, and he said no. The response to bullying and acts of hate speech seems to be reactive and punitive.",4,4,2,,4,4,2,1,"I have not seen any evidence of higher prefer thinking instruction or acceleration. The ""acceleration"" seemed to be math + crafts rather than actual acceleration. My kid is bored and frustrated and talks often about how cool it would be to have more challenging work ",3,4,3,3,"I'm somewhat familiar with Amplify ELA and I think it is good in terms of representation. I have never heard anything about efforts to be culturally responsive. In general, I don't receive any info about what is being taught. My son is not usually excited enough about anything he's learning to discuss it. So I just don't have a good sense of what he's learning.",1,,1,,2,,6,,2,,1,,"The teachers go the extra mile to meet my son's needs, which is amazing. However, the structure of the school doesn't seem to enable them to create engaging, authentic learning experiences.",
5/2/2024 14:46:18,5/2/2024 14:54:35,0,73.69.183.146,100,496,1,2023-03-02T14:54:36,R_312QqPdztPONw09,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,4,4,5,5,5,5,,5,5,5,5,5,3,5,,3,4,5,,5,5,5,,5,5,5,5,,5,5,1,,5,4,4,4,,4,4,4,4,,1,,1,,2,,6,,2,,1,,I am uncomfortable with what seems to be promotion of gender ideology within the schools. There is growing evidence that gender affirmation is causing harm. Policies should reflect parental input.,
5/2/2024 15:54:43,5/2/2024 16:53:50,0,172.56.197.4,100,3547,1,2023-03-02T16:53:51,R_2c7mQbSrRO9D9Hj,email,EN,1740305,3,1,,7,,1,,7,,2,,7,,,,,,,,,,,,,,3,3,5,4,5,5,,5,4,4,4,4,3,4,,3,5,3,,4,5,5,,5,5,5,5,,5,5,2,,5,4,5,4,,5,4,5,4,,1,,2,,2,,4,,2,,100,French,"We like Fowler school and never had any problems or concerns. We are aware of some turbulence sometimes, but it's a middle school and we trust all the staffs in charge to handle any situations ",
5/2/2024 19:06:33,5/2/2024 19:12:59,0,73.218.207.237,100,386,1,2023-03-02T19:13:01,R_3QbuWpDoqddfVyF,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,4,,4,,3,3,5,4,5,5,,4,5,5,5,5,4,5,,4,4,4,,5,5,5,,4,4,4,4,,3,4,3,,5,5,5,5,,4,5,4,5,Stop with divisive promotion treat the kids as a group a team. Stop teaching them to see color. ,1,,1,,2,,6,,99,,1,,,Too many Leading questions that are divisive 
5/2/2024 20:21:32,5/2/2024 20:27:19,0,74.104.165.76,100,346,1,2023-03-02T20:27:20,R_2dE82VUJpIwRrSU,email,EN,1740305,2,1,,7,,1,,7,,,,,,,,,,,,,,,,,,3,3,4,3,3,4,,4,5,4,3,4,3,4,,3,2,5,,4,4,4,,3,4,4,4,,4,5,3,,4,4,4,3,,4,4,4,4,,1,,1,,2,,5,,2,,1,,,
5/2/2024 21:00:50,5/2/2024 21:23:43,0,108.20.21.26,100,1372,1,2023-03-02T21:23:44,R_5o6BbcLr9UDxqgh,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,6,,5,5,5,5,4,5,,5,5,5,5,5,3,5,,4,5,4,,4,5,5,,5,5,5,5,,4,5,2,,5,5,4,4,,5,5,4,5,,2,,1,,2,,6,,2,,3,,,
5/2/2024 22:22:19,5/2/2024 22:27:28,0,68.163.101.68,100,308,1,2023-03-02T22:27:28,R_3Ep3YqXZLPoMGsN,email,EN,1740305,2,2,,6,,2,,6,,,,,,,,,,,,,,,,,,3,3,4,3,4,5,,5,5,5,4,5,4,5,,4,4,3,,2,2,5,,2,5,4,4,,5,5,1,,5,5,5,4,,4,3,3,3,,1,,1,,2,,6,,2,,1,,,
5/3/2024 9:37:46,5/3/2024 9:47:38,0,50.231.131.65,100,592,1,2023-03-03T09:47:39,R_2feLYQr30g1sMqg,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,4,5,5,5,4,4,,5,5,5,4,5,3,4,Too many emails! And they all arrive around the same time. ,4,5,2,,5,5,4,,3,4,5,5,,5,5,1,,4,4,2,4,,5,5,5,4,,1,,1,,2,,6,,2,,1,,,
5/3/2024 10:19:45,5/3/2024 10:28:13,0,73.69.182.195,100,507,1,2023-03-03T10:28:14,R_7dlQmEBcnq1rDbN,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,5,5,5,5,5,5,,4,4,5,5,5,2,4,,4,4,5,,5,5,5,,5,4,4,5,,5,4,1,,5,4,5,4,,5,5,5,5,,1,,2,,2,,6,,2,,1,,,
5/3/2024 14:57:25,5/3/2024 15:09:36,0,71.248.181.3,100,730,1,2023-03-03T15:09:39,R_1gUaXH4b1LbMvXU,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,3,3,3,3,,4,4,3,4,3,3,2,"The PTO emails are a lot and are repetitive. I wonder what the PTO considers for actively family involvement. With two parents working, we are not able to volunteer for the Day of Awesome. The messages from the principal are often scattered and don't show us that he has proofread what he is sending. Smore as a tool is fine, but it can get clunky and repetitive if the items aren't curated carefully.",2,1,3,,5,5,5,,5,3,4,4,,3,4,3,"From the principal's email about lunchroom behavior, it does inspire confidence that there is a plan for managing student behavior outside of individual classrooms. This is an area in need of improvement.",5,3,4,4,"My child's teacher, Mrs. Peralta, is really strong and I am confident that she is teaching and caring about my child on a regular basis.",3,4,5,4,,1,,1,,2,,6,,2,,1,,"Is anyone at Central Office studying the trend of students leaving Maynard for AMSA, Assabet or other schools? The financial challenges in our district are exacerbated by students choosing to leave Maynard during or after their time spent at Fowler. It would be nice to know that the District acknowledges this, even if they don't have a plan yet for correction. ",
5/3/2024 18:56:55,5/3/2024 19:04:32,0,73.69.164.117,100,457,1,2023-03-03T19:04:33,R_3lUSmP6hkmWL2zn,email,EN,1740305,2,1,,7,,2,,7,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,I love the front office staff--always welcoming when I come into the building. Seeing the teachers at arrival is also welcoming and warm.,5,5,5,5,5,3,5,I like how Ms. Rush sends emails weekly with information relevant to the 8th grade. I'd love this for all the grades.,4,5,5,,5,5,5,Teachers take the time to know the kids and my children feel good about their teachers.,5,5,5,5,,5,5,3,,5,5,5,5,,5,4,5,5,,1,,100,two adults, one with full-time employment and one with part-time employment (by choice),2,,8,,2,,1,,The school has a Spanish Immersion program. I have wonder if there is any data being collected on the social and educational differences between those children and the rest of the non-immersion peers. 
5/3/2024 19:08:17,5/3/2024 19:12:52,0,73.69.164.129,100,275,1,2023-03-03T19:12:53,R_3Ii4aALnhuwgQBi,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,4,4,4,3,,4,4,5,3,4,3,5,,4,5,1,,4,5,5,,4,4,2,5,,5,4,2,,5,4,4,4,,3,4,3,3,,2,,2,,2,,3,,2,,1,,,
5/3/2024 20:43:57,5/3/2024 21:00:47,0,68.163.102.106,100,1010,1,2023-03-03T21:00:48,R_2DMdjCvDvTHPFgP,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,4,5,5,2,5,5,Events related to potential school candidates (hiring) are not well-timed for working parentsh,5,4,5,5,5,3,5,,4,2,1,,4,2,5,,5,5,5,5,The school counselors are fabulous,2,5,3,,4,4,2,4,,3,3,2,3,"In terms of cultural responsiveness, the school does well. I would like to see the school promote more awareness of neurodiversity as well. I think my child feels very alone.",1,,1,,2,,6,,2,,1,,,Please include questions about special education next time!! This is a crucial aspect of many students’ experience at Fowler.
5/5/2024 16:14:15,5/5/2024 16:45:12,0,73.182.143.221,100,1856,1,2023-03-05T16:45:13,R_3TFisLZqYrR2XYJ,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,5,"White, Ashkenazi Jew",3,3,5,5,4,4,"I know the school and superintendent are working on being more inclusive, but they are often a bit off the mark. I choose my battles so I don't usually point this stuff out--no one wants to be ""that"" parent. I'm not sure what types of cultural competency training there is, but most still make assumptions about students being part of the dominant culture--not in mean or unkind ways, just in oblivious ways (e.g., ""imagine you had family members who died in the Holocaust""). I would like a bit more information from the guidance counselors on what they're doing with kids, but I know they are already overworked and understaffed so I hesitate to suggest it. It would be great to have more women in positions of power and more diversity in the teachers overall. To attract highly qualified candidates our town will need to be able to offer competitive pay though. ",5,4,2,3,4,2,4,"I actually haven't seen much outreach from the guidance counselors and I would like to see that. I have emailed the principals without receiving a response, which is problematic. It could be an email issue, and I haven't followed up, so I am giving the benefit of the doubt. I like the update by the grade team leader. It's nice to hear more about what the kids are doing. ",4,5,5,"My only suggestion is that it would be fantastic if there was an accurate, easy to find, online calendar with all the upcoming events. I can never find anything in one place, and sometimes I find a calendar but it doesn't have all the info. Maybe I'm missing this and it already exists, but the school and district websites are rather confusing. So I guess my suggestion would be to streamline the website and get rid of outdated information.",3,4,4,"My student is extremely shy and introverted with social anxiety and friends has been a huge issue for them. I have spoken with the guidance counselor about this on several occasions, but I would like periodic feedback on how they think things are going. I like the idea of the CCL class, but I'm not sure whether my student share at all. I would love to have my student doing some role playing for all kinds of situations: social situations, how to advocate for yourself with a peer and with an adult, etc. I know the faculty and staff are attentive to social issues. Maybe having semi-structured fun time would be good. If it's completely structured it's like gym. If it's completely open kids with social anxiety freeze up. Maybe this is already happening and I'm not hearing about it from my student. ",5,4,5,5,"I think I covered this in comments about social life. My student won't reach out for help if they need it, so I'm not sure what to say here other than hopefully the counselors are keeping an eye on my student's emotional and social well-being. I would love to hear from them, but know that's an additional work burden. ",4,5,1,"I don't have concerns for my child's physical safety from the staff, peers, or building. It is the everpresent possibility of school shooting. I do not think there is substance abuse or violence going on at our school. My student told me once when she heard somebody had been vaping. And once a student ran into the woods supposedly with a knife.  ",4,4,4,4,"I would like the school to continue the scaffolding they do with 4-5 grade for the middle school years. For example, making sure they develop the habit of writing down homework in their school planner, making sure they are putting their homework and assignments into labeled folders. My student is extremely disorganized and could use this reinforcement. I also wish the school focused more on the process of learning and on authentic understanding. Grades become focal for students because they are THE summative assessment. I think students should be a part of parent, teacher, student conferences and have this be a time for feedback on academic progress. I also encourage the school to step back from using the computers for everything. Have kids learn to take notes by hand (obviously accommodating those students with diverse needs who would not be able to do this) which is more effective in helping them to digest and internalize material and is an important life skill. Some teachers reprimand students for taking notes which is insane to me. Also, it is generally better to do a count off (1, 2, 1, 2) instead of letting students group themselves into two teams. Our experience is that the teachers and staff really care about the students and want to do the best for them. ",5,4,4,4,"I strongly encourage our schools to consult with Facing History and Ourselves to find curricula that promotes cultural responsiveness, empathy, and understanding.",1,,"2,4",,2,,6,,2,,1,,,
5/1/2024 10:36:23,5/6/2024 22:01:32,0,73.69.127.19,100,473109,1,2023-03-06T22:01:33,R_2pmMO3mTCHlK70v,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,3,4,4,4,I'm not at the school very much to answer this question but I know the school struggles with making a diverse and inclusive culture. There is no multicultural day event would be good. ,4,4,4,3,3,3,4,I don't hear from my students teachers only the guidance counselor. I don't check Aspen very often but my daughter checks. ,1,3,4,The PTO has to more open to suggestions from parents it seems they just to do what they want to do. ,1,1,4,Work with the The Academy of Physical and Social Development in Newton. ,2,4,3,3,Fowler has no designed area for students to take a break or a quite area when they feel overwhelmed. A solution can be students that are on an IEP or struggling in general can follow a group to include having the same schedule. Having WINN before lunch is helpful so students can talk to each other and calm down. Take a break before lunch. Provide a safe area scheduled with the guidance counselor where students can meet with their peers or have alone time to recharge and a quite space during lunch. Same as during the day. Include a wellness playground like the Curtis school in Sudbury.,3,4,3,My daughter has deal with difficult kids at school and she misses school sometimes to avoid the drama. ,3,4,4,3,"Fowler has good support but, it has a lot of mental health issues. An solution is to provide students with a designated safe and quite area for work and study area when they feel overwhelmed or facing challenging issues. Such as issues with peers or teachers. Students with ADHD have a low social battery and the general school classroom can be overwhelming at times. Also this includes students with other learning disabilities. ",3,1,3,1,Fowler can have a multicultural festival to learn different backgrounds of other students. Again Fowler school is majority white but has very few diverse population of students. ,2,,99,,100,I'm a single mom so have no assistance with childcare. ,5,,1,,1,,"Fowler needs to mirror Ephraim Curtis Middle School in Sudbury in terms of having a school wellness committee, wellness playground and IEP program. Ephraim Curtis Middle School is more of a therapeutic school and Fowler can benefit a lot of what they have to offer. I also think it's time to have a change in administration such a new principal and teachers that have a stronger background in implementing wellness programs and handling difficult student behavior. The current administration at Fowler is not working. ",I did not see any questions on how the schools can best support the parents. Parents feel disconnected and lost at times with what their children are learning in school and what their goals are in each grade or classroom.
5/7/2024 8:47:19,5/7/2024 8:50:32,0,165.1.205.126,100,193,1,2023-03-07T08:50:33,R_50pVoyY1Ps6aXbr,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,5,5,3,5,5,,5,4,4,4,5,2,4,,3,2,2,,4,5,5,,5,4,5,5,,4,5,2,,4,2,2,3,,4,4,2,4,,1,,2,,2,,5,,2,,1,,,
5/7/2024 10:46:35,5/7/2024 10:52:24,0,24.34.174.16,100,348,1,2023-03-07T10:52:26,R_8AXoToSTq28w2SB,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,4,4,5,5,5,5,,4,4,5,4,4,3,4,"The newsletters are very helpful, and much improved from the past. However, they are extremely redundant. Each newsletter basically conveys the same info. The bottom 3/4 is flyers, many of which we see for weeks and weeks, even after the event is over. It does not always feel very timely.",4,4,5,,4,5,5,,4,5,5,5,,4,4,2,,5,5,5,4,,4,4,4,5,,1,,2,,1,,6,,2,,1,,,
5/1/2024 10:02:51,5/7/2024 14:05:15,0,71.174.81.154,100,532943,1,2023-03-07T14:05:16,R_7dM078Wn8cjTq6B,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,3,4,3,3,3,,4,4,4,4,4,4,4,,3,4,2,,3,4,4,,1,4,2,4,When teachers see or know of bulling they need to say something then.  The kids being bullied fear retribution and they dont always report it to the office.to say some,2,4,4,,4,3,3,2,,4,4,2,3,,1,,1,,2,,5,,2,,1,,,
5/7/2024 14:01:15,5/7/2024 14:05:22,0,47.19.62.194,100,247,1,2023-03-07T14:05:23,R_7KpQDE3YAg7Ks8x,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,3,5,5,5,5,,4,5,5,5,5,3,5,,4,4,4,,2,5,5,,2,5,5,5,I was impressed with the response the school took to assist my son with bullying. ,2,5,3,,4,4,5,4,,5,5,5,5,Although important- I don't think critical to the survey,1,,2,,2,,5,,2,,1,,,
5/7/2024 14:05:29,5/7/2024 14:10:02,0,68.160.161.250,100,272,1,2023-03-07T14:10:03,R_29NzGWHE2qTuSwF,email,EN,1740305,2,1,,7,,2,,7,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,"504 plan poorly adhered to, really have to push for it to be followed. ",4,3,2,2,3,2,2,Rarely contacted by teachers. ,3,3,1,,1,5,2,My kids hate going. ,5,4,2,2,Better administrative support,2,3,3,,4,4,4,1,,4,3,4,3,,1,,2,,2,,5,,2,,1,,,
5/7/2024 14:16:47,5/7/2024 14:24:41,0,50.212.39.50,100,473,1,2023-03-07T14:24:42,R_5ygPYyVsTYKqvzX,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,3,,7,,2,4,2,3,4,5,,1,1,1,1,5,3,4,Communication is much improved!,4,3,3,,5,4,5,,5,4,5,4,,4,5,3,,4,4,4,3,,4,4,2,3,,1,,1,,2,,6,,2,,1,,"I would love to see an increase in learning about diverse cultures and people. Overall, happy with the school - just wish Fowler pushed harder for progressive and critical thinking. I’m grateful for what *is* already done. ",
5/7/2024 14:29:05,5/7/2024 14:34:03,0,73.182.146.193,100,297,1,2023-03-07T14:34:04,R_7KrNrhyw9Kq6ky6,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,4,4,5,4,,5,5,4,4,4,2,4,,3,4,3,,4,5,3,,4,4,5,4,,4,5,2,,5,4,5,4,,4,5,4,4,,1,,2,,2,,4,,1,,1,,,
5/7/2024 14:25:24,5/7/2024 14:37:57,0,140.247.12.42,100,753,1,2023-03-07T14:37:58,R_1IWQ7zAXzhVqX5R,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,1,4,2,2,,1,2,4,4,2,1,5,My child came home mid term with failing grades and it was the first I learned my my child was struggling. ,3,3,1,,2,4,3,all the kids waiting in the entry hallway at the start of the school day is a big stresser for my child. I am not sure if there is an alternative but thought I would share that this environment is stressful for some. ,4,5,4,4,"It took me a good deal of advocacy to learn who would be a supportive advocate for my child. As a parent coming into the school late, not having gone through the Maynard system, I felt very lost on who to contact when problems arose and I did not feel welcomed or know how to advocate when my child was having a mental health crisis.  ",2,4,3,,4,4,4,4,,3,5,3,4,,1,,1,,2,,6,,2,,1,,"There are few on ramps in the school community for families and especially kids that are new to town. This applies to extacurricular: sports, theater and almost everything at the school.",
