StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,School- Lee,School- Maynard,Q145_1,Q145_2,Q145_3,LASID,Grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,s-tint-q1-1,s-tint-q2-1,s-tint-q3-1,s-tint-q4-1,s-tint-q5-1,s-acpr-q1-1,s-acpr-q2-1,s-acpr-q3-1,s-acpr-q4-1,s-peff-q1-1,s-peff-q2-1,s-peff-q3-1,s-peff-q4-1,s-peff-q5-1,s-peff-q6-1,Q2,QA3,Qa4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q168_1,Q168_2,Q168_3,Q168_4,Q168_5,Q168_6,Q168_7,Q169,Q3,Q4,Gender,Gender_3_TEXT,Race,Race_7_TEXT,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
2023-03-17 7:57:12,2023-03-17 8:04:55,0,71.174.81.214,100,462,1,2023-03-16T10:27:94,R_25Hq4zC8KwNxp8d,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,27,105,2384,12,,,,,,,,,,,,,1,4,2,2,1,4,2,,,,,5,3,2,5,,,,,,,,,,,,,,4,4,5,4,4,5,5,5,5,5,5,4,4,2,1,2,4,3,2,3,2,3,1,1,1,2,2,,,,,,,,,,3,5,4,5,1,3,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2023-03-17 7:59:14,2023-03-17 8:04:55,0,71.174.81.214,100,341,1,2023-03-16T10:27:95,R_AjHIrAcIuKhJ0gV,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,5,107,244312,11,3,3,3,,,,,,,,,,4,3,3,3,2,1,2,5,5,5,5,5,5,5,4,4,2,2,3,2,3,2,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,5,5,5,4,5,4,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:57:20,2023-03-17 8:04:55,0,71.174.81.214,100,455,1,2023-03-16T10:27:96,R_Rt6y4heYDRBEx3j,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,4,107,2981,10,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,1,1,1,,,,,,,3,2,2,2,4,4,5,3,4,3,5,2,3,2,1,2,2,2,3,4,1,3,1,3,1,2,3,,,,,,3,3,4,3,3,3,5,4,3,4,,,,,,,,,,,,,,,,,,,,,3,HIM,7,I mean I am white but idk about the rest,EN,,,,English teacher
2023-03-17 7:57:09,2023-03-17 8:04:58,0,71.174.81.214,100,468,1,2023-03-16T10:27:97,R_XRECKB57sHoCAHn,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,10,13,106,2651,11,3,3,4,,,,,,,,,,4,4,3,2,1,3,1,4,4,3,3,3,4,3,2,2,2,2,3,1,1,1,,,,,,,5,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3,4,4,3,5,4,5,4,4,3,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:58:17,2023-03-17 8:04:59,0,71.174.81.214,100,402,1,2023-03-16T10:27:98,R_2YWdrq9EkcEQTX0,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,28,109,3053,9,,,,,,,,,,,,,5,4,3,5,3,3,3,,,,,4,4,4,5,,,,,,,,,,,,,,5,4,4,4,4,5,5,5,5,4,4,5,5,3,2,3,5,3,4,4,4,4,5,3,3,4,4,,,,,,,,,,5,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:06,2023-03-17 8:05:01,0,71.174.81.214,100,475,1,2023-03-16T10:27:99,R_3oA8Y6cZqqWpQ3W,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,4,13,107,sa2439,11,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,5,,,,,,,,,,2,4,4,4,4,4,4,4,5,4,3,4,2,2,3,3,5,1,3,4,2,4,1,3,3,3,3,3,2,5,2,5,,,,,4,4,5,2,3,2,,,,,,,,,,,,,,,,,,,,,1,,2,,EN,,,Social Studies teacher,
2023-03-17 7:57:13,2023-03-17 8:05:02,0,71.174.81.214,100,468,1,2023-03-16T10:27:100,R_1GIK2bE381eJ9GA,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,26,106,82605,12,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,3,5,2,,,,,,,2,1,3,2,4,4,4,3,3,2,2,3,4,3,5,5,5,4,3,4,2,4,5,3,1,3,2,,,,,,4,4,3,4,4,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,4,,5,,EN,,,,English teacher
2023-03-17 7:58:16,2023-03-17 8:05:05,0,71.174.81.214,100,408,1,2023-03-16T10:27:101,R_31hJIpG6iYxM5V3,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,1,97,,9,4,4,5,,,,,,,,,,4,3,2,4,1,1,1,3,4,5,4,5,4,5,5,2,2,2,3,4,2,4,,,,,,,,,,,,5,5,5,5,1,2,5,3,3,4,3,,,,,,,,,,,,3,3,2,3,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 7:58:09,2023-03-17 8:05:06,0,71.174.81.214,100,417,1,2023-03-16T10:27:102,R_33Ba4brP7wToFjK,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,6,108,400281,10,4,5,5,,,,,,,,,,3,4,3,3,3,4,4,4,5,4,5,3,4,4,4,4,4,3,4,5,4,3,,,,,,,,,,,,5,4,4,5,4,3,3,4,4,3,3,,,,,,,,,,,,4,4,4,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,,,,English teacher
2023-03-17 7:58:59,2023-03-17 8:05:06,0,71.174.81.214,100,367,1,2023-03-16T10:27:103,R_5BYGzMs8cLyCY6d,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,18,107,2617,11,3,2,3,,,,,,,,,,3,3,4,5,4,4,3,5,5,5,5,3,4,4,3,5,3,4,4,4,5,4,,,,,,,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,5,5,5,4,4,5,5,5,4,5,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:57:10,2023-03-17 8:05:07,0,71.174.81.214,100,476,1,2023-03-16T10:27:104,R_1ODoqGqFWH77RS0,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,2,107,2634,11,3,5,5,,,,,,,,,,1,3,2,3,3,4,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,,,,,,,4,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,3,2,2,4,4,5,4,3,5,4,5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,4,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:41,2023-03-17 8:05:08,0,71.174.81.214,100,446,1,2023-03-16T10:27:105,R_1HcwGrGuj9ms52g,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,7,106,,11,,,,,,,,,,,,,,,,,,,,2,3,1,2,,,,,,,,,4,4,2,,,,,,,2,3,2,3,1,5,5,5,5,3,3,3,4,2,2,3,2,2,1,1,2,2,1,1,2,1,2,,,,,,3,4,2,4,5,5,4,4,3,4,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,Math teacher,,,
2023-03-17 7:59:06,2023-03-17 8:05:08,0,71.174.81.214,100,362,1,2023-03-16T10:27:106,R_2q7B96RgM8dMK0z,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,29,109,3072,9,4,3,4,,,,,,,,,,3,4,2,4,2,3,3,5,5,4,4,4,3,3,4,3,3,4,3,5,4,4,,,,,,,2,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,4,2,4,2,2,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,Science teacher,,
2023-03-17 7:59:03,2023-03-17 8:05:09,0,71.174.81.214,100,366,1,2023-03-16T10:27:107,R_Aap6EjFDvITtGPT,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,16,109,3062,9,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,3,4,5,,,,,,,4,4,4,4,3,5,5,4,5,4,2,3,4,2,2,2,1,4,4,5,2,4,1,3,2,3,3,,,,,,4,,4,4,4,4,4,3,2,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:13,2023-03-17 8:05:15,0,71.174.81.214,100,481,1,2023-03-16T10:27:108,R_bI8suhxKnxaFkGd,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,19,106,400090,12,,,,,,,,,,,,,2,3,2,2,1,2,1,,,,,5,5,5,5,,,,,,,,,,,,,,1,3,2,3,2,5,5,1,5,3,5,2,5,2,5,5,1,2,1,1,1,3,1,2,1,1,2,,,,,,,,,,4,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,4,,EN,maestro de matemáticas,,,
2023-03-17 7:58:13,2023-03-17 8:05:19,0,71.174.81.214,100,425,1,2023-03-16T10:27:109,R_2s5pKPIMIn9iRh8,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,14,108,2831,10,2,3,3,,,,,,,,,,3,3,3,3,1,2,4,4,4,3,5,3,3,3,3,4,4,4,4,4,3,4,,,,,,,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,5,4,4,4,4,5,5,5,5,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:06,2023-03-17 8:05:19,0,71.174.81.214,100,492,1,2023-03-16T10:27:110,R_1FmvoVThiWqjOba,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,29,109,3112,9,,,,,,,,,,,,,3,2,2,2,2,3,1,,,,,3,4,3,4,,,,,,,,,,,,,,4,4,3,3,4,5,5,5,5,4,3,3,4,5,3,4,3,4,4,4,3,4,2,2,2,3,3,,,,,,,,,,4,5,4,4,3,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 7:58:03,2023-03-17 8:05:25,0,71.174.81.214,100,441,1,2023-03-16T10:27:111,R_6kXO6si0Abvj0Y1,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,13,107,2580,11,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,3,2,3,,,,,,,4,4,3,4,4,5,5,5,5,5,5,4,4,1,1,1,5,1,2,5,3,3,2,3,3,3,4,,,,,,5,5,4,5,5,4,5,4,4,5,,,,,,,,,,,,,,,,,,,,,1,,2,,EN,,Science teacher,,
2023-03-17 7:59:04,2023-03-17 8:05:26,0,71.174.81.214,100,382,1,2023-03-16T10:27:112,R_1IaClKyKuk3fy9o,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,21,109,3063,9,,,,,,,,,,,,,5,3,5,4,3,3,2,,,,,5,3,5,4,,,,,,,,,,,,,,3,3,3,3,2,4,5,4,5,4,4,4,5,1,2,2,2,2,4,4,2,4,1,2,3,3,3,,,,,,,,,,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:57:16,2023-03-17 8:05:30,0,71.174.81.214,100,494,1,2023-03-16T10:27:113,R_2czMezT1KeFRN39,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,15,109,3058,9,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,3,,,,,,,,,,4,4,2,2,3,5,5,4,5,4,2,2,3,4,3,4,2,4,3,1,2,3,2,4,3,4,4,4,3,4,3,4,,,,,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 7:57:52,2023-03-17 8:05:32,0,71.174.81.214,100,459,1,2023-03-16T10:27:114,R_1g5w84jMLVaOWFx,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,13,107,,11,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,4,4,4,4,2,4,4,5,5,4,2,3,5,2,2,1,2,4,3,4,3,3,4,3,2,4,4,4,3,4,3,4,,,,,5,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:58:23,2023-03-17 8:05:32,0,71.174.81.214,100,429,1,2023-03-16T10:27:115,R_3h6dAQDo7xKeLNC,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,10,4,107,2857,10,,,,,,,,,,,,,,,,,,,,5,5,4,4,,,,,,,,,3,2,3,,,,,,,4,4,4,4,3,4,4,4,5,4,4,4,4,2,3,3,5,5,4,4,3,4,5,4,3,3,4,,,,,,2,3,5,3,2,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 7:57:48,2023-03-17 8:05:48,0,71.174.81.214,100,480,1,2023-03-16T10:27:116,R_1Q6gfDLmJRS8dro,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,1,107,1831,10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,3,3,3,2,3,5,4,4,5,4,3,4,4,2,2,2,5,4,3,3,3,3,2,2,3,2,3,3,2,2,2,2,,,,,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:58:08,2023-03-17 8:05:49,0,71.174.81.214,100,461,1,2023-03-16T10:27:117,R_2X5poKFTwTW4sSQ,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,4,108,2820,10,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,,,,,,,,,,3,3,2,4,3,4,4,5,5,5,3,3,4,3,3,2,5,4,3,4,3,4,4,3,2,3,5,4,4,5,4,4,,,,,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:52,2023-03-17 8:05:51,0,71.174.81.214,100,478,1,2023-03-16T10:27:118,R_21tTljNjsDsNluT,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,13,106,2410,12,,,,,,,,,,,,,4,3,1,1,1,2,3,,,,,3,3,1,3,,,,,,,,,,,,,,3,4,2,4,3,5,4,4,5,4,1,2,3,3,2,2,5,5,4,4,3,3,1,2,3,2,3,,,,,,,,,,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:58:13,2023-03-17 8:05:51,0,71.174.81.214,100,458,1,2023-03-16T10:27:119,R_1EN9nFep8gBprBn,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,19,106,1838,11,,,,,,,,,,,,,1,4,4,5,2,2,1,,,,,5,4,4,4,,,,,,,,,,,,,,4,5,4,5,4,5,5,5,5,1,1,1,2,2,4,4,4,4,3,4,3,3,2,4,1,4,4,,,,,,,,,,5,5,5,5,1,5,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 7:58:16,2023-03-17 8:05:52,0,71.174.81.214,100,455,1,2023-03-16T10:27:120,R_a3mkx7JnfID9OQV,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,18,109,3054,9,3,3,4,,,,,,,,,,2,4,3,4,3,3,3,3,3,3,2,3,3,4,3,4,4,4,4,1,2,1,,,,,,,,,,,,4,5,4,4,4,3,4,4,4,2,3,,,,,,,,,,,,2,2,2,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"2,5",,EN,,,,English teacher
2023-03-17 7:57:07,2023-03-17 8:05:52,0,71.174.81.214,100,525,1,2023-03-16T10:27:121,R_2fxjZ2yVCWTIpgf,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,12,107,2624,11,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,,,,,,,,,,4,4,4,4,2,5,5,5,5,4,3,3,4,4,4,3,4,4,3,3,3,4,1,3,3,4,3,3,3,3,2,4,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2023-03-17 7:58:21,2023-03-17 8:05:54,0,71.174.81.214,100,452,1,2023-03-16T10:27:122,R_1IT1b9oaGjbVxSU,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,31,107,1855,11,4,4,5,,,,,,,,,,3,4,3,3,3,3,2,4,4,4,4,3,3,3,3,4,4,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,3,4,1,4,4,4,3,4,4,4,3,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"4,5",,EN,,,Social Studies teacher,
2023-03-17 7:59:27,2023-03-17 8:05:55,0,71.174.81.214,100,388,1,2023-03-16T10:27:123,R_1qfeR0LdbIi2uQW,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,2,27,106,2358,12,,,,,,,,,,,,,2,4,4,2,3,3,3,,,,,2,3,4,2,,,,,,,,,,,,,,4,4,4,4,3,5,4,5,5,4,3,3,3,2,2,2,2,5,3,5,2,2,3,3,1,4,4,,,,,,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,2,,EN,,,Social Studies teacher,
2023-03-17 7:57:21,2023-03-17 8:05:56,0,71.174.81.214,100,514,1,2023-03-16T10:27:124,R_2wHPuus456h0e7Z,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,7,109,3026,9,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,,,,,,,,,,4,4,4,4,3,5,5,5,5,4,3,3,4,3,2,2,4,4,4,4,4,4,3,4,2,3,4,4,2,4,3,4,,,,,3,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:56:59,2023-03-17 8:05:57,0,71.174.81.214,100,537,1,2023-03-16T10:27:125,R_1IRAp3aXxUn20SE,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,29,106,2645,11,4,3,5,,,,,,,,,,4,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,,,,,,,,,,,,5,5,5,5,5,3,4,5,1,2,2,,,,,,,,,,,,5,4,4,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 7:57:07,2023-03-17 8:06:02,0,71.174.81.214,100,535,1,2023-03-16T10:27:126,R_2CBLkvgWMjggPqs,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,10,108,,9,,,,,,,,,,,,,3,3,4,5,1,3,2,,,,,,2,5,,,,,,,,,,,,,,,1,2,1,4,2,5,5,4,5,5,3,3,4,2,1,1,,1,4,4,3,4,,2,1,2,3,,,,,,,,,,2,1,2,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,6,,EN,,Science teacher,,
2023-03-17 7:58:01,2023-03-17 8:06:02,0,71.174.81.214,100,481,1,2023-03-16T10:27:127,R_3MbBCfpJicOQ5ji,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,22,106,2367,12,3,4,3,,,,,,,,,,2,2,3,3,2,2,2,5,5,4,4,4,3,2,4,3,3,3,3,1,2,1,,,,,,,,,,,,5,5,4,5,3,1,2,2,2,3,3,,,,,,,,,,,,4,3,2,2,4,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:57:16,2023-03-17 8:06:04,0,71.174.81.214,100,527,1,2023-03-16T10:27:128,R_yrsk3INUgM5h7LX,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,4,106,234186,12,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,,,,,,,3,3,3,2,3,3,5,3,4,3,2,3,3,4,3,5,3,3,2,3,2,2,1,2,2,3,2,3,3,4,3,3,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:58:51,2023-03-17 8:06:07,0,71.174.81.214,100,436,1,2023-03-16T10:27:129,R_3si9RF5NRLMAmLc,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,5,107,1825,11,4,4,4,,,,,,,,,,5,3,3,4,3,3,3,4,4,4,4,3,3,3,4,4,4,3,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,3,3,3,3,4,5,3,4,3,4,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,Science teacher,,
2023-03-17 8:02:13,2023-03-17 8:06:08,0,71.174.81.214,100,235,1,2023-03-16T10:27:130,R_O0FlYixgr5VJ6h3,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,3,108,3134,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,5,1,5,1,1,1,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,5,1,5,5,5,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,2,,4,,EN,,,,English teacher
2023-03-17 7:59:02,2023-03-17 8:06:09,0,71.174.81.214,100,426,1,2023-03-16T10:27:131,R_2v6NCn2NUYSayTE,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,20,107,2816,10,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,5,5,5,,,,,,,2,3,2,4,2,4,4,4,5,3,3,3,3,2,4,2,3,4,4,4,3,5,2,2,2,2,3,,,,,,5,4,4,4,3,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:58:42,2023-03-17 8:06:11,0,71.174.81.214,100,448,1,2023-03-16T10:27:132,R_2CZGvDnysCml38e,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,23,106,2408,12,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,,,,,,,,,,3,3,2,3,3,5,5,4,4,5,4,3,2,4,3,4,4,5,3,4,3,3,1,3,2,3,3,2,1,3,2,2,,,,,4,5,4,4,3,5,,,,,,,,,,,,,,,,,,,,,2,,"2,5",,EN,Math teacher,,,
2023-03-17 7:58:36,2023-03-17 8:06:13,0,71.174.81.214,100,456,1,2023-03-16T10:27:133,R_3dG2I0wQzuYiiGs,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,28,108,2695,10,,,,,,,,,,,,,5,4,4,5,3,3,2,,,,,4,3,4,3,,,,,,,,,,,,,,5,4,4,4,4,5,4,4,5,4,2,3,4,2,2,2,4,2,4,3,2,4,1,4,3,5,3,,,,,,,,,,4,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 7:58:46,2023-03-17 8:06:14,0,71.174.81.214,100,448,1,2023-03-16T10:27:134,R_2CU0Xc3k9jArFms,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,27,106,,12,3,4,5,,,,,,,,,,5,4,3,5,1,4,1,5,4,2,4,5,5,5,5,2,4,5,2,2,2,3,,,,,,,,,,,,5,5,5,5,4,2,3,3,5,5,5,,,,,,,,,,,,4,5,5,3,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2023-03-17 7:57:13,2023-03-17 8:06:21,0,71.174.81.214,100,548,1,2023-03-16T10:27:135,R_3nSlL4EyVbNHXVr,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,10,26,107,2880,10,3,4,5,,,,,,,,,,1,3,2,1,2,4,3,4,5,3,4,4,3,3,2,4,3,5,3,1,1,1,,,,,,,,,,,,5,5,4,4,2,4,1,1,3,2,1,,,,,,,,,,,,4,2,3,3,5,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 7:57:59,2023-03-17 8:06:22,0,71.174.81.214,100,503,1,2023-03-16T10:27:136,R_3NOhplbsQpYSYex,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,9,105,2395,12,4,4,4,,,,,,,,,,5,3,4,4,2,2,4,4,5,2,3,4,4,4,4,4,4,4,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,2,5,3,4,4,5,2,3,2,4,4,4,3,3,3,4,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 8:02:11,2023-03-17 8:06:34,0,71.174.81.214,100,262,1,2023-03-16T10:27:137,R_2TBmGMKPVJmcVHM,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,19,108,,10,3,1,1,,,,,,,,,,4,2,3,3,2,2,1,1,2,1,3,1,2,5,4,5,4,3,4,3,1,4,,,,,,,,,,,,4,3,4,3,5,2,1,5,1,2,1,,,,,,,,,,,,5,3,4,5,5,5,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 8:00:20,2023-03-17 8:06:35,0,71.174.81.214,100,375,1,2023-03-16T10:27:138,R_DHt0Q7tv34gHxrb,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,17,107,2618,11,,,,,,,,,,,,,1,1,1,1,2,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,4,1,2,1,1,2,5,1,3,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,3,1,1,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,3,Western European Wild dog ,"1,2,3,4,5,8,6,7",Helicopter,EN,,,Social Studies teacher,
2023-03-17 7:57:23,2023-03-17 8:06:38,0,71.174.81.214,100,555,1,2023-03-16T10:27:139,R_DPqscS3A2sp4KOZ,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,22,108,400006,10,3,3,3,,,,,,,,,,2,2,2,2,2,2,2,3,3,3,3,3,2,4,4,2,3,2,2,4,4,3,,,,,,,,,,,,4,3,4,4,2,2,2,3,2,2,2,,,,,,,,,,,,3,3,4,3,5,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,,,Social Studies teacher,
